,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm, min Number, max Number, range Number, mean Number, avg_dev Number, mode Number, min MendeleevNumber, max MendeleevNumber, range MendeleevNumber, mean MendeleevNumber, avg_dev MendeleevNumber, mode MendeleevNumber, min AtomicWeight, max AtomicWeight, range AtomicWeight, mean AtomicWeight, avg_dev AtomicWeight, mode AtomicWeight, min MeltingT, max MeltingT, range MeltingT, mean MeltingT, avg_dev MeltingT, mode MeltingT, min Column, max Column, range Column, mean Column, avg_dev Column, mode Column, min Row, max Row, range Row, mean Row, avg_dev Row, mode Row, min CovalentRadius, max CovalentRadius, range CovalentRadius, mean CovalentRadius, avg_dev CovalentRadius, mode CovalentRadius, min Electronegativity, max Electronegativity, range Electronegativity, mean Electronegativity, avg_dev Electronegativity, mode Electronegativity, min NsValence, max NsValence, range NsValence, mean NsValence, avg_dev NsValence, mode NsValence, min NpValence, max NpValence, range NpValence, mean NpValence, avg_dev NpValence, mode NpValence, min NdValence, max NdValence, range NdValence, mean NdValence, avg_dev NdValence, mode NdValence, min NfValence, max NfValence, range NfValence, mean NfValence, avg_dev NfValence, mode NfValence, min NValence, max NValence, range NValence, mean NValence, avg_dev NValence, mode NValence, min NsUnfilled, max NsUnfilled, range NsUnfilled, mean NsUnfilled, avg_dev NsUnfilled, mode NsUnfilled, min NpUnfilled, max NpUnfilled, range NpUnfilled, mean NpUnfilled, avg_dev NpUnfilled, mode NpUnfilled, min NdUnfilled, max NdUnfilled, range NdUnfilled, mean NdUnfilled, avg_dev NdUnfilled, mode NdUnfilled, min NfUnfilled, max NfUnfilled, range NfUnfilled, mean NfUnfilled, avg_dev NfUnfilled, mode NfUnfilled, min NUnfilled, max NUnfilled, range NUnfilled, mean NUnfilled, avg_dev NUnfilled, mode NUnfilled, min GSvolume_pa, max GSvolume_pa, range GSvolume_pa, mean GSvolume_pa, avg_dev GSvolume_pa, mode GSvolume_pa, min GSbandgap, max GSbandgap, range GSbandgap, mean GSbandgap, avg_dev GSbandgap, mode GSbandgap, min GSmagmom, max GSmagmom, range GSmagmom, mean GSmagmom, avg_dev GSmagmom, mode GSmagmom, min SpaceGroupNumber, max SpaceGroupNumber, range SpaceGroupNumber, mean SpaceGroupNumber, avg_dev SpaceGroupNumber, mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,E_HM min,E_HM max,E_HM mu,E_HM dev,BulkMod
94,3,0.5792371672087835,0.4838769831329293,0.42056925067491363,0.3973326332980585,0.3821730700100203,25.0,40.0,15.0,29.87087087087087,6.0835610385159935,26.0,44.0,55.0,11.0,50.69669669669669,4.0220400580760955,55.0,54.938045,91.224,36.285955,66.167005990991,15.049245651056466,55.845,1519.0,2128.0,609.0,1808.8618618618618,193.24124124124128,1811.0,4.0,8.0,4.0,6.465465465465465,1.480760039318598,8.0,4.0,5.0,1.0,4.3003003003003,0.4202400598796994,4.0,132.0,175.0,43.0,147.24624624624624,16.66892117342568,132.0,1.33,1.83,0.5,1.5865165165165167,0.1784083182281381,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.465465465465465,1.480760039318598,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.465465465465465,1.480760039318598,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.534534534534535,1.480760039318598,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.534534534534535,1.480760039318598,4.0,10.4875862069,23.195,12.7074137931,14.392438645543244,5.286823636310365,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7733792342238789,0.9798714415897103,2.1106628,194.0,229.0,35.0,214.48948948948947,12.305999693387086,229.0,2.0,0.0,4.465465465465465,0.0,False,0.06058693718652419,0.010239972310418573,-59.19197102611598,188.84106266355545,44.8727958225072,31.603508987167345,173.4143333333333
95,3,0.5792371672087835,0.4838769831329293,0.42056925067491363,0.3973326332980585,0.3821730700100203,25.0,40.0,15.0,29.83783783783784,6.103400697995293,25.0,44.0,55.0,11.0,50.5975975975976,3.962521079638196,52.0,54.938045,91.224,36.285955,66.13704651651652,15.067239329419511,54.938045,1519.0,2128.0,609.0,1799.2162162162163,205.3235938641344,1519.0,4.0,8.0,4.0,6.4324324324324325,1.4609203798392987,7.0,4.0,5.0,1.0,4.3003003003003,0.42024005987969953,4.0,132.0,175.0,43.0,147.4774774774775,16.53004355707059,139.0,1.33,1.83,0.5,1.5772672672672672,0.16848848848848846,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.4324324324324325,1.4609203798392987,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.4324324324324325,1.4609203798392987,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.5675675675675675,1.4609203798392987,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.5675675675675675,1.4609203798392987,5.0,10.4875862069,23.195,12.7074137931,14.384430982708109,5.291633043418554,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7036678844568708,0.9379966103620865,0.000310120689655,194.0,229.0,35.0,214.0930930930931,12.067923779635489,217.0,2.0,0.0,4.4324324324324325,0.0,False,0.06058693718652419,0.009758266887887043,-59.19197102611598,188.84106266355545,42.20571306988898,32.37288107960047,173.46433333333331
96,3,0.5792495536048984,0.48387038956365175,0.4204684701403935,0.3970779485487374,0.38161173606322135,25.0,40.0,15.0,29.803571428571434,6.069302721088439,25.0,44.0,55.0,11.0,50.636904761904766,3.950538548752833,52.0,54.938045,91.224,36.285955,66.04515324404763,14.987408783304994,54.938045,1519.0,2128.0,609.0,1799.321428571429,203.56675170068021,1519.0,4.0,8.0,4.0,6.446428571428571,1.4562074829931975,7.0,4.0,5.0,1.0,4.2976190476190474,0.4180839002267574,4.0,132.0,175.0,43.0,147.33928571428572,16.46471088435375,139.0,1.33,1.83,0.5,1.5795238095238098,0.1699659863945579,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.446428571428572,1.4562074829931975,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.446428571428571,1.4562074829931975,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.55357142857143,1.456207482993198,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.55357142857143,1.456207482993198,5.0,10.4875862069,23.195,12.7074137931,14.351802134648217,5.263808253185588,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7162303390599343,0.9462220270664733,0.000310120689655,194.0,229.0,35.0,214.2261904761905,12.039399092970509,217.0,2.0,0.0,4.446428571428572,0.0,False,0.06058693718652419,0.009808711503213358,-59.19197102611598,188.84106266355545,42.02126829031577,32.070321801188015,173.46433333333331
97,3,0.6201736729460422,0.5415831243625748,0.49408824014282504,0.47808074663516403,0.4685011502027618,25.0,40.0,15.0,30.923076923076923,6.982248520710058,25.0,44.0,55.0,11.0,49.38461538461539,4.1420118343195265,52.0,54.938045,91.224,36.285955,69.03371307692308,17.069451479289942,54.938045,1519.0,2128.0,609.0,1798.1538461538464,257.680473372781,1519.0,4.0,8.0,4.0,6.0,1.5384615384615383,7.0,4.0,5.0,1.0,4.384615384615385,0.47337278106508884,4.0,132.0,175.0,43.0,151.76923076923075,17.869822485207095,139.0,1.33,1.83,0.5,1.5084615384615385,0.13727810650887573,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,1.5384615384615383,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,1.5384615384615383,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,1.5384615384615383,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,1.5384615384615383,5.0,10.4875862069,23.195,12.7074137931,15.412347480107693,5.9866557845325445,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.3248604864721485,0.5494776349316467,0.000310120689655,194.0,229.0,35.0,210.0,12.307692307692307,217.0,2.0,0.0,4.0,0.0,False,0.06058693718652419,0.007098177979354754,-59.19197102611598,188.84106266355545,48.62686789818939,41.81082365980906,161.341
98,3,0.5857140444177985,0.49437143922426857,0.43741603421869024,0.41903306214580843,0.4089857543840503,25.0,40.0,15.0,29.281578947368423,5.641274238227148,25.0,44.0,55.0,11.0,50.897368421052626,3.630193905817177,52.0,54.938045,91.224,36.285955,64.79009443421052,13.912581876731295,54.938045,1519.0,2128.0,609.0,1776.8526315789472,207.6392243767313,1519.0,4.0,8.0,4.0,6.544736842105263,1.3393351800554016,7.0,4.0,5.0,1.0,4.2631578947368425,0.38781163434903065,4.0,132.0,175.0,43.0,146.1342105263158,15.19252077562327,139.0,1.33,1.83,0.5,1.5856842105263158,0.1633058171745152,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.544736842105262,1.339335180055402,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.544736842105263,1.3393351800554016,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.455263157894737,1.3393351800554016,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.455263157894737,1.3393351800554016,5.0,10.4875862069,23.195,12.7074137931,13.91265970962026,4.8854422580945975,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7055305896460979,0.9392199511312924,0.000310120689655,194.0,229.0,35.0,214.95789473684206,11.030470914127443,217.0,2.0,0.0,4.544736842105262,0.0,False,0.06058693718652419,0.009214737732151285,-59.19197102611598,188.84106266355545,33.06399398575388,30.138780600601347,173.5643333333333
99,2,0.7354021529276429,0.6776798738429491,0.6495217912449325,0.6443468078844601,0.6430369648015203,25.0,40.0,15.0,30.357142857142858,6.887755102040816,25.0,44.0,52.0,8.0,49.14285714285715,3.6734693877550995,52.0,54.938045,91.224,36.285955,67.89731464285715,16.661918112244905,54.938045,1519.0,2128.0,609.0,1736.5000000000005,279.64285714285734,1519.0,4.0,7.0,3.0,5.92857142857143,1.3775510204081631,7.0,4.0,5.0,1.0,4.357142857142857,0.45918367346938777,4.0,139.0,175.0,36.0,151.8571428571429,16.53061224489797,139.0,1.33,1.55,0.21999999999999997,1.4714285714285715,0.1010204081632653,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.928571428571429,1.3775510204081631,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.92857142857143,1.3775510204081631,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.071428571428572,1.3775510204081636,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.071428571428572,1.3775510204081636,5.0,10.4875862069,23.195,12.7074137931,15.025948275864286,5.8350369458112255,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.0001993633004925,0.00014240235749464288,0.000310120689655,194.0,217.0,23.0,208.7857142857143,10.561224489795913,217.0,2.0,0.0,3.928571428571429,0.0,False,0.012027089369161748,0.0027613215388381566,-59.19197102611598,188.84106266355545,29.391255291623814,52.74760901974361,163.81600000000003
100,2,0.7453559924999299,0.6933612743506347,0.6707822056951861,0.667408235036379,0.6667317422407864,25.0,40.0,15.0,30.0,6.666666666666667,25.0,44.0,52.0,8.0,49.333333333333336,3.555555555555555,52.0,54.938045,91.224,36.285955,67.03336333333334,16.127091111111113,54.938045,1519.0,2128.0,609.0,1722.0,270.6666666666667,1519.0,4.0,7.0,3.0,6.0,1.3333333333333333,7.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,139.0,175.0,36.0,151.0,16.0,139.0,1.33,1.55,0.21999999999999997,1.4766666666666666,0.09777777777777781,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,1.3333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.0,1.3333333333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,10.4875862069,23.195,12.7074137931,14.723390804600001,5.647739463600001,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.00020674712643666666,0.00013783141762444443,0.000310120689655,194.0,217.0,23.0,209.33333333333334,10.22222222222222,217.0,2.0,0.0,4.0,0.0,False,0.012027089369161748,0.002672686526480388,-59.19197102611598,188.84106266355545,23.485706870441163,51.20416745263123,167.60266666666666
101,2,0.769309258162072,0.7292098174287804,0.7157426161178738,0.7144527806865099,0.7142932037608948,25.0,40.0,15.0,29.285714285714285,6.122448979591836,25.0,44.0,52.0,8.0,49.714285714285715,3.265306122448979,52.0,54.938045,91.224,36.285955,65.30546071428572,14.81059387755102,54.938045,1519.0,2128.0,609.0,1693.0,248.57142857142858,1519.0,4.0,7.0,3.0,6.142857142857143,1.2244897959183672,7.0,4.0,5.0,1.0,4.285714285714286,0.4081632653061224,4.0,139.0,175.0,36.0,149.28571428571428,14.693877551020405,139.0,1.33,1.55,0.21999999999999997,1.487142857142857,0.08979591836734697,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.142857142857143,1.2244897959183672,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.142857142857143,1.2244897959183672,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.857142857142857,1.2244897959183672,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.857142857142857,1.2244897959183672,5.0,10.4875862069,23.195,12.7074137931,14.118275862071428,5.186699507387756,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.00022151477832499998,0.00012657987332857144,0.000310120689655,194.0,217.0,23.0,210.42857142857142,9.387755102040822,217.0,2.0,0.0,4.142857142857143,0.0,False,0.012027089369161748,0.002454508034522806,-59.19197102611598,188.84106266355545,11.674610028075854,48.11728431840649,166.46933333333334
102,3,0.7349600023036285,0.6970481875841116,0.6853587705969523,0.6843321595380063,0.6842153729748748,25.0,40.0,15.0,29.0,5.789473684210526,25.0,44.0,55.0,11.0,50.05263157894737,3.185595567867036,52.0,54.938045,91.224,36.285955,64.534715,14.04699210526316,54.938045,1519.0,2128.0,609.0,1694.631578947368,240.33795013850403,1519.0,4.0,8.0,4.0,6.263157894736842,1.1911357340720223,7.0,4.0,5.0,1.0,4.263157894736842,0.3878116343490302,4.0,132.0,175.0,43.0,148.10526315789474,14.155124653739612,139.0,1.33,1.83,0.5,1.5068421052631578,0.09307479224376738,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.263157894736842,1.1911357340720223,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.263157894736842,1.1911357340720223,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.7368421052631575,1.191135734072022,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.7368421052631575,1.191135734072022,5.0,10.4875862069,23.195,12.7074137931,13.844401088931578,4.921367847930747,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.11129970362976395,0.2104592733021301,0.000310120689655,194.0,229.0,35.0,211.57894736842104,9.252077562326875,217.0,2.0,0.0,4.263157894736842,0.0,False,0.06058693718652419,0.0037036417986054436,-59.19197102611598,188.84106266355545,10.329346722945246,36.858047758069645,168.74433333333334
103,2,0.7781718945344848,0.7418841965178635,0.7307440285189973,0.7298293481808217,0.7297332739026801,25.0,40.0,15.0,29.054054054054053,5.916727538349159,25.0,44.0,52.0,8.0,49.83783783783784,3.1555880204528846,52.0,54.938045,91.224,36.285955,64.74505986486487,14.312940613586562,54.938045,1519.0,2128.0,609.0,1683.5945945945946,240.21913805697588,1519.0,4.0,7.0,3.0,6.1891891891891895,1.1833455076698318,7.0,4.0,5.0,1.0,4.27027027027027,0.39444850255661057,4.0,139.0,175.0,36.0,148.7297297297297,14.200146092037976,139.0,1.33,1.55,0.21999999999999997,1.4905405405405405,0.08677867056245435,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.189189189189189,1.183345507669832,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.1891891891891895,1.1833455076698318,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.8108108108108105,1.1833455076698318,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.8108108108108105,1.1833455076698318,5.0,10.4875862069,23.195,12.7074137931,13.922022367197297,5.012420342055515,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.00022630428704554053,0.00012232664164623812,0.000310120689655,194.0,217.0,23.0,210.7837837837838,9.072315558802037,217.0,2.0,0.0,4.189189189189189,0.0,False,0.012027089369161748,0.002372033695890191,-59.19197102611598,188.84106266355545,7.843984025146561,47.11613303163088,164.93600000000004
104,2,0.7824246709115003,0.7478650683602015,0.7376963990208895,0.7369200940694749,0.7368445929031114,25.0,40.0,15.0,28.947368421052634,5.817174515235458,25.0,44.0,52.0,8.0,49.89473684210527,3.1024930747922417,52.0,54.938045,91.224,36.285955,64.48698052631579,14.072115512465373,54.938045,1519.0,2128.0,609.0,1679.2631578947369,236.17728531855957,1519.0,4.0,7.0,3.0,6.2105263157894735,1.1634349030470916,7.0,4.0,5.0,1.0,4.2631578947368425,0.38781163434903065,4.0,139.0,175.0,36.0,148.47368421052633,13.961218836565104,139.0,1.33,1.55,0.21999999999999997,1.4921052631578948,0.08531855955678669,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.2105263157894735,1.1634349030470916,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.2105263157894735,1.1634349030470916,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.7894736842105265,1.1634349030470916,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.7894736842105265,1.1634349030470916,5.0,10.4875862069,23.195,12.7074137931,13.831642468242105,4.928082911451524,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.00022850998185105261,0.00012026841150055402,0.000310120689655,194.0,217.0,23.0,210.94736842105263,8.9196675900277,217.0,2.0,0.0,4.2105263157894735,0.0,False,0.012027089369161748,0.0023321225923582335,-59.19197102611598,188.84106266355545,6.079879944850184,46.65507651798423,165.07600000000002
105,3,0.7142857142857143,0.6772681605740264,0.6674474954451461,0.6667373435384975,0.6666689176245311,25.0,40.0,15.0,28.666666666666668,5.396825396825397,25.0,44.0,55.0,11.0,50.38095238095238,3.0385487528344677,52.0,54.938045,91.224,36.285955,63.66393476190476,13.12384058956916,54.938045,1519.0,2128.0,609.0,1691.8095238095239,230.4126984126984,1519.0,4.0,8.0,4.0,6.38095238095238,1.133786848072563,7.0,4.0,5.0,1.0,4.238095238095238,0.36281179138321995,4.0,132.0,175.0,43.0,146.9047619047619,13.378684807256231,139.0,1.33,1.83,0.5,1.5242857142857142,0.09251700680272112,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.3809523809523805,1.1337868480725626,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.38095238095238,1.133786848072563,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.6190476190476195,1.1337868480725626,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.6190476190476195,1.1337868480725626,5.0,10.4875862069,23.195,12.7074137931,13.536247947457142,4.599405739306121,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.20122225188834145,0.3637029615450778,0.000310120689655,194.0,229.0,35.0,212.66666666666663,8.888888888888907,217.0,2.0,0.0,4.3809523809523805,0.0,False,0.06058693718652419,0.004515243433194033,-59.19197102611598,188.84106266355545,7.553024498454022,34.467309739525945,165.10666666666668
106,3,0.6249653730019956,0.5575797813814675,0.5306124305825947,0.5270235220050249,0.5263726786420477,25.0,40.0,15.0,29.36842105263158,5.595567867036012,25.0,44.0,58.0,14.0,51.15789473684211,3.7673130193905795,52.0,54.938045,91.224,36.285955,65.32806473684211,13.629439612188369,54.938045,1519.0,2128.0,609.0,1731.6842105263158,223.87811634349032,1519.0,4.0,9.0,5.0,6.631578947368421,1.3850415512465373,7.0,4.0,5.0,1.0,4.2631578947368425,0.38781163434903065,4.0,126.0,175.0,49.0,145.73684210526315,15.401662049861493,139.0,1.33,1.88,0.5499999999999998,1.561578947368421,0.13407202216066472,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.631578947368421,1.3850415512465373,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.631578947368421,1.3850415512465373,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.368421052631579,1.3850415512465373,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.368421052631579,1.3850415512465373,5.0,10.245,23.195,12.950000000000001,13.780571687842107,4.954962269556789,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.3261571582577132,0.5146585438914892,0.000310120689655,194.0,217.0,23.0,206.10526315789477,11.46814404432133,217.0,2.0,0.0,4.631578947368421,0.0,False,0.07283617218824678,0.008676973731215853,-59.19197102611598,188.84106266355545,23.38695014654592,33.07218942148963,172.26833333333335
107,3,0.6249653730019956,0.5575797813814675,0.5306124305825947,0.5270235220050249,0.5263726786420477,25.0,40.0,15.0,29.789473684210527,5.373961218836565,25.0,44.0,64.0,20.0,52.421052631578945,4.87534626038781,52.0,54.938045,91.224,36.285955,66.29918157894738,13.11832548476455,54.938045,1357.77,2128.0,770.23,1645.3200000000002,254.042105263158,1519.0,4.0,11.0,7.0,7.052631578947369,1.6620498614958454,7.0,4.0,5.0,1.0,4.2631578947368425,0.38781163434903065,4.0,132.0,175.0,43.0,147.0,14.73684210526316,139.0,1.33,1.9,0.5699999999999998,1.5657894736842104,0.1407202216066481,1.55,1.0,2.0,1.0,1.7894736842105263,0.33240997229916897,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,5.2631578947368425,1.9944598337950141,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,7.052631578947369,1.6620498614958454,7.0,0.0,1.0,1.0,0.2105263157894737,0.332409972299169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.736842105263158,1.9944598337950137,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.947368421052632,1.662049861495845,5.0,10.4875862069,23.195,12.7074137931,13.954255898368423,4.863549527174516,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.00016322141560789474,0.0001546308147864266,0.000310120689655,194.0,225.0,31.0,212.63157894736844,9.806094182825476,217.0,1.7894736842105263,0.0,5.2631578947368425,0.0,False,0.07801377879468974,0.009329812356575592,-59.19197102611598,188.84106266355545,13.531041955295962,33.68589822100095,161.48166666666665
108,3,0.6249653730019956,0.5575797813814675,0.5306124305825947,0.5270235220050249,0.5263726786420477,25.0,40.0,15.0,29.157894736842106,5.706371191135735,25.0,44.0,55.0,11.0,50.526315789473685,3.4349030470914124,52.0,54.938045,91.224,36.285955,64.67791842105264,13.971621883656512,54.938045,1519.0,2128.0,609.0,1740.7368421052633,233.4072022160665,1519.0,4.0,8.0,4.0,6.421052631578947,1.2742382271468147,7.0,4.0,5.0,1.0,4.2631578947368425,0.38781163434903065,4.0,132.0,175.0,43.0,147.0,14.73684210526316,139.0,1.33,1.83,0.5,1.5510526315789475,0.11745152354570641,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.421052631578948,1.2742382271468142,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.421052631578947,1.2742382271468147,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.578947368421053,1.2742382271468147,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.578947368421053,1.2742382271468147,5.0,10.4875862069,23.195,12.7074137931,13.882676951000002,4.901222657368423,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.4445132845735027,0.7015366380743149,0.000310120689655,194.0,229.0,35.0,213.47368421052633,10.24930747922437,217.0,2.0,0.0,4.421052631578948,0.0,False,0.06058693718652419,0.007173019291112009,-59.19197102611598,188.84106266355545,23.077747057230468,33.08170292196741,170.23766666666666
