,Alloy System,Composition_Formula,Processing Condition,SS or IM,Phases,# EL,# Phases,Property,References,Class
179,AlCoCuFeNi,AlCo1.5CuFeNi,AC,SS+IM,FCC+B2,5,2,"H, M",[67],3d_Transition_Metal_Alloy_Family
180,AlCoCuFeNi,AlCo2CuFeNi,AC,SS+IM,FCC+B2,5,2,"H, M",[67],3d_Transition_Metal_Alloy_Family
181,AlCoCuFeNi,AlCo3CuFeNi,AC,SS,FCC,5,1,"H, M",[67],3d_Transition_Metal_Alloy_Family
182,AlCoCuFeNiSi,AlCoCuFeNiSi,AC,SS,BCC+FCC,6,2,"H, M",[31],3d_Transition_Metal_Alloy_Family
183,AlCoCuFeNiTi,AlCoCuFeNiTi,AC,SS,BCC+FCC+B2,6,3,"H, M",[31],3d_Transition_Metal_Alloy_Family
184,AlCoCuFeNiZr,AlCoCuFeNiZr,AC,SS+IM,FCC+B2+D2b,6,3,"H, M",[31],3d_Transition_Metal_Alloy_Family
185,AlCoCuNi,AlCoCuNi,AC,SS,BCC+FCC,4,2,"H, M",[25],3d_Transition_Metal_Alloy_Family
186,AlCoCuNiTiZn,AlCoCuNiTiZn,MA+VHP,SS,BCC+2FCC,6,3,H,[69],3d_Transition_Metal_Alloy_Family
187,AlCoFeMoNi,AlCoFeMo0.5Ni,AC,IM,B2+σ,5,2,H,[41],3d_Transition_Metal_Alloy_Family
188,AlCoFeNi,Al0.25CoFeNi,AC,SS,FCC,4,1,"H, M, MAG, R",[70],3d_Transition_Metal_Alloy_Family
189,AlCoFeNi,Al0.5CoFeNi,AC,SS+IM,FCC+B2,4,2,"H, M, MAG, R",[70],3d_Transition_Metal_Alloy_Family
190,AlCoFeNi,Al0.75CoFeNi,AC,SS+IM,FCC+B2,4,2,"H, M, MAG, R",[70],3d_Transition_Metal_Alloy_Family
191,AlCoFeNi,AlCoFeNi,AC,IM,B2,4,1,"H, M, MAG, R",[70],3d_Transition_Metal_Alloy_Family
192,AlCoFeNiTi,Al0.6CoFeNiTi0.4,SPS,SS+IM,FCC+B2+Unk,5,3,"H, M",[71],3d_Transition_Metal_Alloy_Family
193,AlCoFeNiTi,AlCoFeNiTi,AC,SS,BCC,5,1,"H, M",[68],3d_Transition_Metal_Alloy_Family
194,AlCrCuFeMnNi,Al0.3CrCuFeMnNi,AC,SS,BCC+2FCC,6,3,H,[10],3d_Transition_Metal_Alloy_Family
195,AlCrCuFeMnNi,Al0.5CrCuFeMnNi,AC,SS,2BCC+FCC,6,3,H,[10],3d_Transition_Metal_Alloy_Family
196,AlCrCuFeMnNi,Al0.8CrCuFeMnNi,AC,SS,2BCC+FCC,6,3,H,[10],3d_Transition_Metal_Alloy_Family
197,AlCrCuFeMnNi,Al0.8CrCuFeMn1.5Ni,AC,SS,2BCC,6,2,H,[10],3d_Transition_Metal_Alloy_Family
198,AlCrCuFeMnNi,Al0.8CrCuFe1.5MnNi,AC,SS,2BCC+FCC,6,3,H,[10],3d_Transition_Metal_Alloy_Family
199,AlCrCuFeMnNi,Al0.8CrCu1.5FeMnNi,AC,SS,BCC+FCC,6,2,H,[10],3d_Transition_Metal_Alloy_Family
200,AlCrCuFeMnNi,AlCrCuFeMnNi,AC,SS,2BCC,6,2,H,[10],3d_Transition_Metal_Alloy_Family
201,AlCrCuFeNi,Al0.2CrCuFeNi,AC,SS,FCC,5,1,H,[72],3d_Transition_Metal_Alloy_Family
202,AlCrCuFeNi,Al0.2CrCuFeNi2,AC,SS,FCC,5,1,H,[73],3d_Transition_Metal_Alloy_Family
203,AlCrCuFeNi,Al0.4CrCuFeNi,AC,SS,FCC,5,1,H,[72],3d_Transition_Metal_Alloy_Family
204,AlCrCuFeNi,Al0.4CrCuFeNi2,AC,SS,FCC,5,1,H,[73],3d_Transition_Metal_Alloy_Family
205,AlCrCuFeNi,Al0.5CrCuFeNi,AC,SS,FCC,5,1,H,[72],3d_Transition_Metal_Alloy_Family
206,AlCrCuFeNi,Al0.6CrCuFeNi2,AC,SS,FCC,5,1,H,[73],3d_Transition_Metal_Alloy_Family
207,AlCrCuFeNi,Al0.7CrCuFeNi,AC,SS,FCC,5,1,H,[72],3d_Transition_Metal_Alloy_Family
208,AlCrCuFeNi,Al0.8CrCuFeNi,AC,SS,BCC+FCC,5,2,H,[72],3d_Transition_Metal_Alloy_Family
209,AlCrCuFeNi,Al0.8CrCuFeNi2,AC,SS,FCC,5,1,H,[73],3d_Transition_Metal_Alloy_Family
210,AlCrCuFeNi,Al0.9CrCuFeNi,AC,SS+IM,BCC+FCC+B2,5,3,H,[72],3d_Transition_Metal_Alloy_Family
211,AlCrCuFeNi,AlCrCu0.5FeNi,AC,SS+IM,BCC+B2,5,2,H,[2],3d_Transition_Metal_Alloy_Family
212,AlCrCuFeNi,AlCrCuFeNi0.6,AC,SS+IM,FCC+B2,5,2,"H, M",[74],3d_Transition_Metal_Alloy_Family
213,AlCrCuFeNi,AlCrCuFeNi0.8,AC,SS+IM,FCC+B2,5,2,"H, M",[74],3d_Transition_Metal_Alloy_Family
214,AlCrCuFeNi,AlCrCuFeNi,AC,SS+IM,FCC+B2,5,2,"H, M",[74],3d_Transition_Metal_Alloy_Family
215,AlCrCuFeNi,AlCrCuFeNi1.2,AC,SS+IM,FCC+B2,5,2,"H, M",[74],3d_Transition_Metal_Alloy_Family
216,AlCrCuFeNi,AlCrCuFeNi1.4,AC,SS+IM,FCC+B2,5,2,"H, M",[74],3d_Transition_Metal_Alloy_Family
217,AlCrCuFeNi,AlCrCuFeNi2,AC ,SS,BCC+FCC,5,2,"H, M",[73],3d_Transition_Metal_Alloy_Family
218,AlCrCuFeNi,Al1.2CrCuFeNi,AC,SS+IM,BCC+FCC+B2,5,3,H,[72],3d_Transition_Metal_Alloy_Family
219,AlCrCuFeNi,Al1.2CrCuFeNi2,AC ,SS,BCC+FCC,5,2,H,[73],3d_Transition_Metal_Alloy_Family
220,AlCrCuFeNi,Al1.5CrCuFeNi,AC,SS+IM,BCC+B2,5,2,H,[72],3d_Transition_Metal_Alloy_Family
221,AlCrCuFeNi,Al1.8CrCuFeNi,AC,SS+IM,BCC+B2,5,2,H,[72],3d_Transition_Metal_Alloy_Family
222,AlCrCuFeNi,Al2.0CrCuFeNi,AC,SS+IM,BCC+B2,5,2,H,[72],3d_Transition_Metal_Alloy_Family
223,AlCrCuFeNi,Al2.2CrCuFeNi,AC,SS+IM,BCC+B2,5,2,H,[72],3d_Transition_Metal_Alloy_Family
224,AlCrCuFeNi,Al2.5CrCuFeNi,AC,SS+IM,BCC+B2,5,2,H,[72],3d_Transition_Metal_Alloy_Family
225,AlCrCuFeNiTi,AlCr0.5CuFeNiTi,AC,SS+IM,FCC+B2,6,2,"H, M",[75],3d_Transition_Metal_Alloy_Family
226,AlCrCuFeNiTi,AlCrCuFeNiTi,AC,SS+IM,FCC+B2,6,2,"H, M",[75],3d_Transition_Metal_Alloy_Family
227,AlCrCuFeNiTi,AlCr1.5CuFeNiTi,AC,SS+IM,FCC+B2,6,2,"H,M",[75],3d_Transition_Metal_Alloy_Family
228,AlCrCuFeNiTi,AlCr2CuFeNiTi,AC,SS+IM,FCC+B2,6,2,"H,M",[75],3d_Transition_Metal_Alloy_Family
229,AlCrCuFeNiTi,AlCr3CuFeNiTi,AC,SS+IM,FCC+B2,6,2,"H,M",[75],3d_Transition_Metal_Alloy_Family
230,AlCrFeMnNi,Al0.3CrFe1.5MnNi0.5,AC,SS,BCC+FCC,5,2,C,[77],3d_Transition_Metal_Alloy_Family
231,AlCrFeMnNi,Al0.5CrFe1.5MnNi0.5,AC,SS,BCC,5,1,C,[77],3d_Transition_Metal_Alloy_Family
232,AlCrFeMnNi,Al0.8CrFe1.5MnNi0.5,AC,SS,BCC,5,1,H,[37],3d_Transition_Metal_Alloy_Family
233,AlCrFeMnNi,Al1.2CrFe1.5MnNi0.5,AC,SS,BCC,5,1,H,[37],3d_Transition_Metal_Alloy_Family
234,AlCrFeMoNi,AlCrFeMo0.2Ni,AC,SS+IM,BCC+B2,5,2,"H, M",[79],3d_Transition_Metal_Alloy_Family
235,AlCrFeMoNi,AlCrFeMo0.5Ni,AC,SS+IM,BCC+B2,5,2,"H, M",[79],3d_Transition_Metal_Alloy_Family
236,AlCrFeMoNi,AlCrFeMo0.8Ni,AC,IM,B2+σ,5,2,"H, M",[79],3d_Transition_Metal_Alloy_Family
237,AlCrFeMoNi,AlCrFeMoNi,AC,IM,B2+σ,5,2,"H, M",[79],3d_Transition_Metal_Alloy_Family
238,AlCrFeNi,Al0.15CrFe1.5Ni0.5,AC,SS,2BCC,4,2,H,[80],3d_Transition_Metal_Alloy_Family
239,AlCrFeNi,Al0.2CrFe1.5Ni0.5,AC,SS,2BCC,4,2,H,[80],3d_Transition_Metal_Alloy_Family
240,AlCrFeNi,Al0.3CrFe1.5Ni0.5,AC,IM,B2,4,1,H,[80],3d_Transition_Metal_Alloy_Family
241,AlCrFeNi,Al0.4CrFe1.5Ni0.5,AC,IM,B2,4,1,H,[80],3d_Transition_Metal_Alloy_Family
242,AlCrFeNi,AlCrFeNi,AC,SS+IM,BCC+B2,4,2,"H, M",[79],3d_Transition_Metal_Alloy_Family
243,AlCrFeNiTiV,Al0.5CrFeNiTiV,AC+700C/20h,IM,C15+L21,6,2,H,[37],3d_Transition_Metal_Alloy_Family
244,CoCrCuFeMn,CoCrCuFeMn,AC+850C/72h,SS,2FCC,5,2,H,[81],3d_Transition_Metal_Alloy_Family
245,CoCrCuFeMnNi,CoCrCuFeMnNi,AC,SS,FCC,6,1,H,[82],3d_Transition_Metal_Alloy_Family
246,CoCrCuFeMnNiTiV,CoCrCuFeMnNiTiV,AC,SS+IM,2BCC+FCC+σ+Unk,8,5,M,[5],3d_Transition_Metal_Alloy_Family
247,CoCrCuFeNi,CoCrCu0.5FeNi,AC,SS,FCC,5,1,C,[83],3d_Transition_Metal_Alloy_Family
248,CoCrCuFeNi,CoCrCuFeNi,AC,SS,FCC,5,1,"H, M",[9],3d_Transition_Metal_Alloy_Family
249,CoCrCuFeNiTi,CoCrCuFeNiTi0.5,AC,SS,2FCC,6,2,"DSC, M, MAG",[86],3d_Transition_Metal_Alloy_Family
250,CoCrCuFeNiTi,CoCrCuFeNiTi0.8,AC,SS+IM,FCC+C14,6,2,"DSC, M, MAG",[86],3d_Transition_Metal_Alloy_Family
251,CoCrCuFeNiTi,CoCrCuFeNiTi,AC,SS+IM,FCC+C14,6,2,"DSC, M, MAG",[86],3d_Transition_Metal_Alloy_Family
252,CoCrCuFeNiTi,CoCrCuFeNiTi2.5,AC,IM,Unk,6,≥3,"DSC, M, MAG",[24],3d_Transition_Metal_Alloy_Family
253,CoCrFeGeMnNi,CoCrFeGeMnNi,AC,SS,BCC+FCC,6,2,H,[82],3d_Transition_Metal_Alloy_Family
254,CoCrFeMn,Co0.25Cr0.25FeMn,AC,SS,FCC,4,1,MT,[87],3d_Transition_Metal_Alloy_Family
255,CoCrFeMnNbNi,CoCrFeMnNbNi,AC,SS,FCC,6,1,H,[82],3d_Transition_Metal_Alloy_Family
256,CoCrFeMnNi,Co0.5CrFeMn1.5Ni,AC+700C/20h,SS+IM,FCC+σ,5,2,H,[37],3d_Transition_Metal_Alloy_Family
257,CoCrFeMnNi,CoCr0.4Fe8Mn5.4Ni5.2,AC,SS,FCC,5,1,"DSC, MT",[88],3d_Transition_Metal_Alloy_Family
258,CoCrFeMnNi,CoCr0.75FeMn0.75Ni,AC+700C/20h,SS,FCC,5,1,H,[37],3d_Transition_Metal_Alloy_Family
259,CoCrFeMnNi,CoCrFe0.5Mn0.5Ni1.5,AC+700C/20h,SS,FCC,5,1,H,[37],3d_Transition_Metal_Alloy_Family
260,CoCrFeMnNi,CoCrFeMnNi,AC,SS,FCC,5,1,H,[82],3d_Transition_Metal_Alloy_Family
261,CoCrFeMnNi,CoCr1.25FeMn0.25Ni,AC+700C/20h,SS,FCC,5,1,H,[37],3d_Transition_Metal_Alloy_Family
262,CoCrFeMnNi,CoCr1.3FeMnNi0.7,AC+1000C/24h+CR(80%)+1100C/1h,SS,FCC,5,1,"H, MT",[91],3d_Transition_Metal_Alloy_Family
263,CoCrFeMnNi,Co1.4CrFeMnNi,AC+1000C/24h+CR(80%)+1100C/1h,SS,FCC,5,1,"H, MT",[91],3d_Transition_Metal_Alloy_Family
264,CoCrFeMnNi,Co1.5Cr0.5FeMn0.5Ni,AC+700C/20h,SS,FCC,5,1,H,[37],3d_Transition_Metal_Alloy_Family
265,CoCrFeMnNiTi,CoCrFeMnNiTi,AC,SS,BCC+FCC,6,2,H,[82],3d_Transition_Metal_Alloy_Family
266,CoCrFeMnNiV,CoCrFeMnNiV0.25,AC,SS,FCC,6,1,"H, M",[92],3d_Transition_Metal_Alloy_Family
267,CoCrFeMnNiV,CoCrFeMnNiV0.5,AC,SS+IM,FCC+σ,6,2,"H, M",[92],3d_Transition_Metal_Alloy_Family
268,CoCrFeMnNiV,CoCrFeMnNiV0.75,AC,SS+IM,FCC+σ,6,2,"H, M",[92],3d_Transition_Metal_Alloy_Family
269,CoCrFeMnNiV,CoCrFeMnNiV,AC,SS,BCC+FCC,6,2,H,[82],3d_Transition_Metal_Alloy_Family
270,CoCrFeMoNi,CoCrFeMo0.3Ni,AC,SS,FCC,5,1,"H, M",[38],3d_Transition_Metal_Alloy_Family
271,CoCrFeMoNi,CoCrFeMo0.5Ni,AM,SS+IM,FCC+σ,5,2,"H, M",[93],3d_Transition_Metal_Alloy_Family
272,CoCrFeMoNi,CoCrFeMo0.85Ni,AM,SS+IM,FCC+σ+D85,5,3,"H, M",[93],3d_Transition_Metal_Alloy_Family
273,CoCrFeMoNiTi,Co1.5CrFeMo0.1Ni1.5Ti0.5,AC,SS,FCC,6,1,C,[94],3d_Transition_Metal_Alloy_Family
274,CoCrFeMoNiTi,Co1.5CrFeMo0.5Ni1.5Ti0.5,AC,SS+IM,FCC+σ,6,2,C,[94],3d_Transition_Metal_Alloy_Family
275,CoCrFeMoNiTi,Co1.5CrFeMo0.8Ni1.5Ti0.5,AC,SS+IM,FCC+σ,6,2,C,[94],3d_Transition_Metal_Alloy_Family
276,CoCrFeNbNi,CoCrFeNb0.103Ni,AC,SS+IM,FCC+C14,5,2,MT,[95],3d_Transition_Metal_Alloy_Family
277,CoCrFeNbNi,CoCrFeNb0.155Ni,AC,SS+IM,FCC+C14,5,2,MT,[95],3d_Transition_Metal_Alloy_Family
278,CoCrFeNbNi,CoCrFeNb0.206Ni,AC,SS+IM,FCC+C14,5,2,MT,[95],3d_Transition_Metal_Alloy_Family
279,CoCrFeNbNi,CoCrFeNb0.309Ni,AC,SS+IM,FCC+C14,5,2,MT,[95],3d_Transition_Metal_Alloy_Family
280,CoCrFeNbNi,CoCrFeNb0.412Ni,AC,SS+IM,FCC+C14,5,2,MT,[95],3d_Transition_Metal_Alloy_Family
281,CoCrFeNi,CoCrFeNi,AC,SS,2FCC,4,2,C,[83],3d_Transition_Metal_Alloy_Family
282,CoCrFeNi,CoCr2FeNi,AC+700C/20h,SS+IM,FCC+s,4,2,H,[37],3d_Transition_Metal_Alloy_Family
283,CoCrFeNiPd,CoCrFeNiPd,AC+CR,SS,FCC,5,1,MAG,[29],3d_Transition_Metal_Alloy_Family
284,CoCrFeNiPd,CoCrFeNiPd2,AC+CR,SS,FCC,5,1,MAG,[29],3d_Transition_Metal_Alloy_Family
285,CoCrFeNiTi,Co0.5CrFeNiTi0.5,MA+SPS,SS+IM,FCC+σ,5,2,M,[97],3d_Transition_Metal_Alloy_Family
286,CoCrFeNiTi,CoCrFeNiTi0.3,AC,SS+IM,FCC+HCP+L12,5,3,M,[38],3d_Transition_Metal_Alloy_Family
287,CoCrFeNiTi,CoCrFeNiTi,AC,SS,2FCC,5,2,H,[63],3d_Transition_Metal_Alloy_Family
288,CoCrFeNiTi,Co1.5CrFeNi1.5Ti0.5,AC,SS,FCC,5,1,C,[94],3d_Transition_Metal_Alloy_Family
289,CoCrFeNiTi,Co1.5CrFeNi1.5Ti,AC+1100C/4h/AC+800C/10h/AC,SS+IM,FCC+D024,5,2,"H, W",[62],3d_Transition_Metal_Alloy_Family
290,CoCrMnNi,CoCrMnNi,AC+1100/24h/WQ,SS,FCC,4,1,H,[89],3d_Transition_Metal_Alloy_Family
291,CoCrMnNiV,CoCrMnNiV,AC+1000C/72h,SS+IM,FCC+s,5,2,H,[81],3d_Transition_Metal_Alloy_Family
292,CoCuFeMnNi,CoCuFeMnNi,AC,SS,FCC,5,1,"H, MT",[99],3d_Transition_Metal_Alloy_Family
293,CoCuFeMnNiSn,CoCuFeMnNiSn0.03,AC,SS,FCC,6,1,"H, MT",[99],3d_Transition_Metal_Alloy_Family
294,CoCuFeMnNiSn,CoCuFeMnNiSn0.05,AC,SS+IM,FCC+IM,6,2,"H, MT",[99],3d_Transition_Metal_Alloy_Family
295,CoCuFeMnNiSn,CoCuFeMnNiSn0.08,AC,SS+IM,FCC+IM,6,2,"H, MT",[99],3d_Transition_Metal_Alloy_Family
296,CoCuFeMnNiSn,CoCuFeMnNiSn0.1,AC,SS+IM,FCC+IM,6,2,"H, MT",[99],3d_Transition_Metal_Alloy_Family
297,CoCuFeMnNiSn,CoCuFeMnNiSn0.2,AC,SS+IM,FCC+IM,6,2,"H, MT",[99],3d_Transition_Metal_Alloy_Family
298,CoCuFeNi,CoCuFeNi,MA+SPS,SS,2FCC,4,2,H,[3],3d_Transition_Metal_Alloy_Family
299,CoCuFeNiSn,CoCuFeNiSn0.04,AC,SS+IM,FCC+IM,5,2,MT,[100],3d_Transition_Metal_Alloy_Family
300,CoCuFeNiSn,CoCuFeNiSn0.05,AC,SS+IM,FCC+IM,5,2,MT,[100],3d_Transition_Metal_Alloy_Family
301,CoCuFeNiSn,CoCuFeNiSn0.07,AC,SS+IM,FCC+IM,5,2,MT,[100],3d_Transition_Metal_Alloy_Family
302,CoCuFeNiSn,CoCuFeNiSn0.1,AC,SS+IM,FCC+IM,5,2,MT,[100],3d_Transition_Metal_Alloy_Family
303,CoCuFeNiSn,CoCuFeNiSn0.2,AC,SS+IM,FCC+IM,5,2,MT,[100],3d_Transition_Metal_Alloy_Family
304,CoCuFeNiSn,CoCuFeNiSn0.5,AC,SS+IM,FCC+IM,5,2,MT,[100],3d_Transition_Metal_Alloy_Family
305,CoCuFeNiTi,CoCuFeNiTi,AC,SS,FCC,5,1,MT,[68],3d_Transition_Metal_Alloy_Family
306,CoCuFeNiV,CoCuFeNiV,AC,SS,2FCC,5,2,MT,[24],3d_Transition_Metal_Alloy_Family
307,CoFeMnMoNi,CoFeMnMoNi,AC+1000C/72h,SS+IM,FCC+D85,5,2,MT,[81],3d_Transition_Metal_Alloy_Family
308,CoFeMnNi,CoFeMnNi,AC+1100/24h/WQ,SS,FCC,4,1,H,[89],3d_Transition_Metal_Alloy_Family
309,CoFeMnNiV,CoFeMnNiV,AC+1000C/72h,SS+IM,FCC+s,5,2,H,[81],3d_Transition_Metal_Alloy_Family
310,CoFeMnTiVZr,CoFeMnTi0.5VZr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
311,CoFeMnTiVZr,CoFeMnTiV0.4Zr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
312,CoFeMnTiVZr,CoFeMnTiV0.7Zr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
313,CoFeMnTiVZr,CoFeMnTiVZr0.4,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
314,CoFeMnTiVZr,CoFeMnTiVZr0.7,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
315,CoFeMnTiVZr,CoFeMnTiVZr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
316,CoFeMnTiVZr,CoFeMnTiVZr1.3,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
317,CoFeMnTiVZr,CoFeMnTiVZr1.6,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
318,CoFeMnTiVZr,CoFeMnTiVZr2,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
319,CoFeMnTiVZr,CoFeMnTiVZr2.3,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
320,CoFeMnTiVZr,CoFeMnTiVZr2.6,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
321,CoFeMnTiVZr,CoFeMnTiVZr3,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
322,CoFeMnTiVZr,CoFeMnTiV1.3Zr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
323,CoFeMnTiVZr,CoFeMnTiV1.6Zr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
324,CoFeMnTiVZr,CoFeMnTiV2Zr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
325,CoFeMnTiVZr,CoFeMnTiV2.3Zr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
326,CoFeMnTiVZr,CoFeMnTiV2.6Zr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
327,CoFeMnTiVZr,CoFeMnTiV3Zr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
328,CoFeMnTiVZr,CoFeMnTi1.5VZr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
329,CoFeMnTiVZr,CoFeMnTi2VZr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
330,CoFeMnTiVZr,CoFeMnTi2.5VZr,AC,IM,C14,6,1,HY,[101],3d_Transition_Metal_Alloy_Family
332,CrCuFeMnNi,Cr0.5CuFeMn0.5Ni,AC,SS,2FCC,5,2,HY,[102],3d_Transition_Metal_Alloy_Family
333,CrCuFeMnNi,Cr0.5CuFeMnNi0.5,AC,SS,BCC+2FCC,5,3,HY,[102],3d_Transition_Metal_Alloy_Family
334,CrCuFeMnNi,CrCu0.5FeMnNi,AC,SS,2FCC,5,2,HY,[102],3d_Transition_Metal_Alloy_Family
335,CrCuFeMnNi,CrCuFe0.5Mn0.5Ni,AC,SS,BCC+2FCC,5,3,HY,[102],3d_Transition_Metal_Alloy_Family
336,CrCuFeMnNi,CrCuFe0.5MnNi0.5,AC,SS,BCC+FCC,5,2,HY,[102],3d_Transition_Metal_Alloy_Family
337,CrCuFeMnNi,CrCuFeMnNi,AC,SS,BCC+2FCC,5,3,H,[10],3d_Transition_Metal_Alloy_Family
338,CrCuFeMnNi,CrCuFeMn2Ni2,AC,SS,FCC,5,1,H,[102],3d_Transition_Metal_Alloy_Family
339,CrCuFeMnNi,Cr2CuFe2MnNi,AC,SS,BCC+2FCC,5,3,H,[102],3d_Transition_Metal_Alloy_Family
340,CrFeMnNi,Cr0.66FeMnNi,AC+1200C/24h/WQ,SS,FCC,4,1,MT,[103],3d_Transition_Metal_Alloy_Family
341,CrFeMnNi,CrFe1.5MnNi0.5,AC,SS+IM,BCC+s,4,2,C,[77],3d_Transition_Metal_Alloy_Family
342,CrFeMnNiTi,CrFeMnNiTi,AC+1000C/72h,SS+IM,A12+BCC+C14+Unk,5,4,H,[81],3d_Transition_Metal_Alloy_Family
343,AlCrMoSiTi,AlCrMoSiTi,AC,IM,B2+D8m,5,2,H,[104],Refractory_Metal_Alloy_Family
344,AlHfNbTaTiZr,Al0.4Hf0.6NbTaTiZr,AC+HIP/1200C/207MPa/2h+1200C/24h/FC,SS,BCC,6,1,"H, M",[105],Refractory_Metal_Alloy_Family
345,AlMoNbTaTiZr,AlMo0.5NbTa0.5TiZr,AC+HIP/1400C/207MPa/2h+1400C/24h/FC,SS,2BCC,6,2,"D, H, M",[106],Refractory_Metal_Alloy_Family
346,AlNbTaTiV,Al0.25NbTaTiV,AC,SS,BCC,5,1,M,[109],Refractory_Metal_Alloy_Family
347,AlNbTaTiV,Al0.5NbTaTiV,AC,SS,BCC,5,1,M,[109],Refractory_Metal_Alloy_Family
348,AlNbTaTiV,AlNbTaTiV,AC,SS,BCC,5,1,M,[109],Refractory_Metal_Alloy_Family
349,AlNbTaTiVZr,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,AC+HIP/1200C/207MPa/2h+1200C/24h/FC,SS,BCC,6,1,M,[106],Refractory_Metal_Alloy_Family
350,AlNbTaTiVZr,Al0.5NbTa0.8Ti1.5V0.2Zr,AC+HIP/1200C/207MPa/2h+1200C/24h/FC,SS,2BCC,6,2,M,[106],Refractory_Metal_Alloy_Family
351,AlNbTaTiZr,Al0.3NbTaTi1.4Zr1.3,AC+HIP/1200C/207MPa/2h+1200C/24h/FC,SS,2BCC,5,2,M,[106],Refractory_Metal_Alloy_Family
352,AlNbTaTiZr,AlNb1.5Ta0.5Ti1.5Zr0.5,AC+HIP/1400C/207MPa/2h+1400C/24h/FC,SS,BCC,5,1,M,[106],Refractory_Metal_Alloy_Family
353,AlTiVYZr,AlTiVYZr,AC,IM,Unk,5,≥3,M,[24],Refractory_Metal_Alloy_Family
354,CrMoNbTaTiZr,CrMo0.5NbTa0.5TiZr,AC,SS+IM,2BCC+C15,6,3,"D, H, M",[110],Refractory_Metal_Alloy_Family
355,CrNbTiVZr,CrNbTiVZr,AC+HIP/1200C/207MPa/2h+1200C/24h/FC,SS+IM,BCC+C15,5,2,"D, H",[111],Refractory_Metal_Alloy_Family
356,CrNbTiZr,CrNbTiZr,AC+HIP/1200C/207MPa/2h+1200C/24h/FC,SS+IM,BCC+C15,4,2,"D, H",[111],Refractory_Metal_Alloy_Family
357,HfNbTaTiZr,HfNbTaTiZr,AC+HIP/1200C/207MPa/3h,SS,BCC+Unk,5,2,"D, H, M",[112],Refractory_Metal_Alloy_Family
358,HfNbTiZr,HfNbTiZr,AC,SS,BCC,4,1,"DSC, MT",[114],Refractory_Metal_Alloy_Family
359,MoNbTaVW,MoNbTaVW,AC,SS,BCC,5,1,"D, H",[115],Refractory_Metal_Alloy_Family
360,MoNbTaW,MoNbTaW,AC,SS,BCC,4,1,"D, H",[115],Refractory_Metal_Alloy_Family
361,MoNbTiVZr,MoNbTiV0.25Zr,AC,SS,2BCC,5,2,"M, MAG",[45],Refractory_Metal_Alloy_Family
362,MoNbTiVZr,MoNbTiV0.5Zr,AC,SS,2BCC,5,2,"M, MAG",[45],Refractory_Metal_Alloy_Family
363,MoNbTiVZr,MoNbTiV0.75Zr,AC,SS,2BCC,5,2,"M, MAG",[45],Refractory_Metal_Alloy_Family
364,MoNbTiVZr,MoNbTiVZr,AC,SS,BCC+Unk,5,2,"M, MAG",[45],Refractory_Metal_Alloy_Family
365,MoNbTiVZr,MoNbTiV1.5Zr,AC,SS,2BCC,5,2,"M, MAG",[45],Refractory_Metal_Alloy_Family
366,MoNbTiVZr,MoNbTiV2Zr,AC,SS,2BCC,5,2,"M, MAG",[45],Refractory_Metal_Alloy_Family
367,MoNbTiVZr,MoNbTiV3Zr,AC,SS,2BCC,5,2,"M, MAG",[45],Refractory_Metal_Alloy_Family
368,NbTaTiV,NbTaTiV,AC,SS,BCC,4,1,M,[109],Refractory_Metal_Alloy_Family
369,NbTiVZr,NbTiVZr,AC+HIP/1200C/207MPa/2h+1200C/24h/FC,SS,BCC,4,1,"D, H",[111],Refractory_Metal_Alloy_Family
370,NbTiVZr,NbTiV2Zr,AC+HIP/1200C/207MPa/2h+1200C/24h/FC,SS,3BCC,4,3,"D, H",[111],Refractory_Metal_Alloy_Family
371,AlCuLiMgSn,AlCu0.5Li0.5MgSn0.2,AC,SS+IM,A5+D02+2IM,5,4,"D, M",[117],LightMetalAlloyFamily
