,Composition_Formula,GBTPredict
22902,AlTiFeNiZnHf,1.0
22903,AlTiFeNiZnTa,1.0
22904,AlTiFeNiZrNb,2.0
22905,AlTiFeNiZrMo,2.0
22906,AlTiFeNiZrPd,2.0
22907,AlTiFeNiZrHf,1.0
22908,AlTiFeNiZrTa,1.0
22909,AlTiFeNiNbMo,1.0
22910,AlTiFeNiNbPd,2.0
22911,AlTiFeNiNbHf,1.0
22912,AlTiFeNiNbTa,1.0
22913,AlTiFeNiMoPd,2.0
22914,AlTiFeNiMoHf,1.0
22915,AlTiFeNiMoTa,1.0
22916,AlTiFeNiPdHf,1.0
22917,AlTiFeNiPdTa,1.0
22918,AlTiFeNiHfTa,1.0
22919,AlTiFeCuZnZr,2.0
22920,AlTiFeCuZnNb,2.0
22921,AlTiFeCuZnMo,2.0
22922,AlTiFeCuZnPd,2.0
22923,AlTiFeCuZnHf,1.0
22924,AlTiFeCuZnTa,1.0
22925,AlTiFeCuZrNb,2.0
22926,AlTiFeCuZrMo,2.0
22927,AlTiFeCuZrPd,2.0
22928,AlTiFeCuZrHf,1.0
22929,AlTiFeCuZrTa,1.0
22930,AlTiFeCuNbMo,2.0
22931,AlTiFeCuNbPd,2.0
22932,AlTiFeCuNbHf,1.0
22933,AlTiFeCuNbTa,1.0
22934,AlTiFeCuMoPd,2.0
22935,AlTiFeCuMoHf,1.0
22936,AlTiFeCuMoTa,1.0
22937,AlTiFeCuPdHf,1.0
22938,AlTiFeCuPdTa,1.0
22939,AlTiFeCuHfTa,1.0
22940,AlTiFeZnZrNb,2.0
22941,AlTiFeZnZrMo,2.0
22942,AlTiFeZnZrPd,2.0
22943,AlTiFeZnZrHf,1.0
22944,AlTiFeZnZrTa,1.0
22945,AlTiFeZnNbMo,2.0
22946,AlTiFeZnNbPd,2.0
22947,AlTiFeZnNbHf,1.0
22948,AlTiFeZnNbTa,1.0
22949,AlTiFeZnMoPd,2.0
22950,AlTiFeZnMoHf,1.0
22951,AlTiFeZnMoTa,1.0
22952,AlTiFeZnPdHf,1.0
22953,AlTiFeZnPdTa,1.0
22954,AlTiFeZnHfTa,1.0
22955,AlTiFeZrNbMo,1.0
22956,AlTiFeZrNbPd,2.0
22957,AlTiFeZrNbHf,1.0
22958,AlTiFeZrNbTa,1.0
22959,AlTiFeZrMoPd,2.0
22960,AlTiFeZrMoHf,1.0
22961,AlTiFeZrMoTa,1.0
22962,AlTiFeZrPdHf,1.0
22963,AlTiFeZrPdTa,1.0
22964,AlTiFeZrHfTa,1.0
22965,AlTiFeNbMoPd,2.0
22966,AlTiFeNbMoHf,1.0
22967,AlTiFeNbMoTa,1.0
22968,AlTiFeNbPdHf,1.0
22969,AlTiFeNbPdTa,1.0
22970,AlTiFeNbHfTa,1.0
22971,AlTiFeMoPdHf,1.0
22972,AlTiFeMoPdTa,1.0
22973,AlTiFeMoHfTa,1.0
22974,AlTiFePdHfTa,1.0
22975,AlTiCoNiCuZn,1.0
22976,AlTiCoNiCuZr,2.0
22977,AlTiCoNiCuNb,2.0
22978,AlTiCoNiCuMo,2.0
22979,AlTiCoNiCuPd,2.0
22980,AlTiCoNiCuHf,1.0
22981,AlTiCoNiCuTa,1.0
22982,AlTiCoNiZnZr,2.0
22983,AlTiCoNiZnNb,2.0
22984,AlTiCoNiZnMo,2.0
22985,AlTiCoNiZnPd,2.0
22986,AlTiCoNiZnHf,1.0
22987,AlTiCoNiZnTa,1.0
22988,AlTiCoNiZrNb,2.0
22989,AlTiCoNiZrMo,2.0
22990,AlTiCoNiZrPd,2.0
22991,AlTiCoNiZrHf,1.0
22992,AlTiCoNiZrTa,1.0
22993,AlTiCoNiNbMo,2.0
22994,AlTiCoNiNbPd,2.0
22995,AlTiCoNiNbHf,1.0
22996,AlTiCoNiNbTa,1.0
22997,AlTiCoNiMoPd,2.0
22998,AlTiCoNiMoHf,1.0
22999,AlTiCoNiMoTa,1.0
23000,AlTiCoNiPdHf,1.0
23001,AlTiCoNiPdTa,1.0
23002,AlTiCoNiHfTa,1.0
23003,AlTiCoCuZnZr,2.0
23004,AlTiCoCuZnNb,2.0
23005,AlTiCoCuZnMo,2.0
23006,AlTiCoCuZnPd,2.0
23007,AlTiCoCuZnHf,1.0
23008,AlTiCoCuZnTa,1.0
23009,AlTiCoCuZrNb,2.0
23010,AlTiCoCuZrMo,2.0
23011,AlTiCoCuZrPd,2.0
23012,AlTiCoCuZrHf,1.0
23013,AlTiCoCuZrTa,1.0
23014,AlTiCoCuNbMo,2.0
23015,AlTiCoCuNbPd,2.0
23016,AlTiCoCuNbHf,1.0
23017,AlTiCoCuNbTa,1.0
23018,AlTiCoCuMoPd,2.0
23019,AlTiCoCuMoHf,1.0
23020,AlTiCoCuMoTa,1.0
23021,AlTiCoCuPdHf,1.0
23022,AlTiCoCuPdTa,1.0
23023,AlTiCoCuHfTa,1.0
23024,AlTiCoZnZrNb,2.0
23025,AlTiCoZnZrMo,2.0
23026,AlTiCoZnZrPd,2.0
23027,AlTiCoZnZrHf,1.0
23028,AlTiCoZnZrTa,1.0
23029,AlTiCoZnNbMo,2.0
23030,AlTiCoZnNbPd,2.0
23031,AlTiCoZnNbHf,1.0
23032,AlTiCoZnNbTa,1.0
23033,AlTiCoZnMoPd,2.0
23034,AlTiCoZnMoHf,1.0
23035,AlTiCoZnMoTa,1.0
23036,AlTiCoZnPdHf,1.0
23037,AlTiCoZnPdTa,1.0
23038,AlTiCoZnHfTa,1.0
23039,AlTiCoZrNbMo,1.0
23040,AlTiCoZrNbPd,2.0
23041,AlTiCoZrNbHf,1.0
23042,AlTiCoZrNbTa,1.0
23043,AlTiCoZrMoPd,2.0
23044,AlTiCoZrMoHf,1.0
23045,AlTiCoZrMoTa,1.0
23046,AlTiCoZrPdHf,1.0
23047,AlTiCoZrPdTa,1.0
23048,AlTiCoZrHfTa,1.0
23049,AlTiCoNbMoPd,2.0
23050,AlTiCoNbMoHf,1.0
23051,AlTiCoNbMoTa,1.0
23052,AlTiCoNbPdHf,1.0
23053,AlTiCoNbPdTa,1.0
23054,AlTiCoNbHfTa,1.0
23055,AlTiCoMoPdHf,1.0
23056,AlTiCoMoPdTa,1.0
23057,AlTiCoMoHfTa,1.0
23058,AlTiCoPdHfTa,1.0
23059,AlTiNiCuZnZr,2.0
23060,AlTiNiCuZnNb,2.0
23061,AlTiNiCuZnMo,2.0
23062,AlTiNiCuZnPd,2.0
23063,AlTiNiCuZnHf,1.0
23064,AlTiNiCuZnTa,1.0
23065,AlTiNiCuZrNb,2.0
23066,AlTiNiCuZrMo,2.0
23067,AlTiNiCuZrPd,2.0
23068,AlTiNiCuZrHf,1.0
23069,AlTiNiCuZrTa,1.0
23070,AlTiNiCuNbMo,2.0
23071,AlTiNiCuNbPd,2.0
23072,AlTiNiCuNbHf,1.0
23073,AlTiNiCuNbTa,1.0
23074,AlTiNiCuMoPd,2.0
23075,AlTiNiCuMoHf,1.0
23076,AlTiNiCuMoTa,1.0
23077,AlTiNiCuPdHf,1.0
23078,AlTiNiCuPdTa,1.0
23079,AlTiNiCuHfTa,1.0
23080,AlTiNiZnZrNb,2.0
23081,AlTiNiZnZrMo,2.0
23082,AlTiNiZnZrPd,2.0
23083,AlTiNiZnZrHf,1.0
23084,AlTiNiZnZrTa,1.0
23085,AlTiNiZnNbMo,2.0
23086,AlTiNiZnNbPd,2.0
23087,AlTiNiZnNbHf,1.0
23088,AlTiNiZnNbTa,1.0
23089,AlTiNiZnMoPd,2.0
23090,AlTiNiZnMoHf,1.0
23091,AlTiNiZnMoTa,1.0
23092,AlTiNiZnPdHf,1.0
23093,AlTiNiZnPdTa,1.0
23094,AlTiNiZnHfTa,1.0
23095,AlTiNiZrNbMo,2.0
23096,AlTiNiZrNbPd,2.0
23097,AlTiNiZrNbHf,1.0
23098,AlTiNiZrNbTa,1.0
23099,AlTiNiZrMoPd,2.0
23100,AlTiNiZrMoHf,1.0
23101,AlTiNiZrMoTa,1.0
23102,AlTiNiZrPdHf,1.0
23103,AlTiNiZrPdTa,1.0
23104,AlTiNiZrHfTa,1.0
23105,AlTiNiNbMoPd,2.0
23106,AlTiNiNbMoHf,1.0
23107,AlTiNiNbMoTa,1.0
23108,AlTiNiNbPdHf,1.0
23109,AlTiNiNbPdTa,1.0
23110,AlTiNiNbHfTa,1.0
23111,AlTiNiMoPdHf,1.0
23112,AlTiNiMoPdTa,1.0
23113,AlTiNiMoHfTa,1.0
23114,AlTiNiPdHfTa,1.0
23115,AlTiCuZnZrNb,2.0
23116,AlTiCuZnZrMo,2.0
23117,AlTiCuZnZrPd,2.0
23118,AlTiCuZnZrHf,1.0
23119,AlTiCuZnZrTa,1.0
23120,AlTiCuZnNbMo,2.0
23121,AlTiCuZnNbPd,2.0
23122,AlTiCuZnNbHf,1.0
23123,AlTiCuZnNbTa,1.0
23124,AlTiCuZnMoPd,1.0
23125,AlTiCuZnMoHf,1.0
23126,AlTiCuZnMoTa,1.0
23127,AlTiCuZnPdHf,1.0
23128,AlTiCuZnPdTa,1.0
23129,AlTiCuZnHfTa,1.0
23130,AlTiCuZrNbMo,2.0
23131,AlTiCuZrNbPd,2.0
23132,AlTiCuZrNbHf,1.0
23133,AlTiCuZrNbTa,1.0
23134,AlTiCuZrMoPd,2.0
23135,AlTiCuZrMoHf,1.0
23136,AlTiCuZrMoTa,1.0
23137,AlTiCuZrPdHf,1.0
23138,AlTiCuZrPdTa,1.0
23139,AlTiCuZrHfTa,1.0
23140,AlTiCuNbMoPd,2.0
23141,AlTiCuNbMoHf,2.0
23142,AlTiCuNbMoTa,1.0
23143,AlTiCuNbPdHf,1.0
23144,AlTiCuNbPdTa,1.0
23145,AlTiCuNbHfTa,1.0
23146,AlTiCuMoPdHf,1.0
23147,AlTiCuMoPdTa,1.0
23148,AlTiCuMoHfTa,1.0
23149,AlTiCuPdHfTa,1.0
23150,AlTiZnZrNbMo,1.0
23151,AlTiZnZrNbPd,2.0
23152,AlTiZnZrNbHf,1.0
23153,AlTiZnZrNbTa,1.0
23154,AlTiZnZrMoPd,2.0
23155,AlTiZnZrMoHf,1.0
23156,AlTiZnZrMoTa,1.0
23157,AlTiZnZrPdHf,1.0
23158,AlTiZnZrPdTa,1.0
23159,AlTiZnZrHfTa,1.0
23160,AlTiZnNbMoPd,1.0
23161,AlTiZnNbMoHf,1.0
23162,AlTiZnNbMoTa,1.0
23163,AlTiZnNbPdHf,1.0
23164,AlTiZnNbPdTa,1.0
23165,AlTiZnNbHfTa,1.0
23166,AlTiZnMoPdHf,1.0
23167,AlTiZnMoPdTa,1.0
23168,AlTiZnMoHfTa,1.0
23169,AlTiZnPdHfTa,1.0
23170,AlTiZrNbMoPd,1.0
23171,AlTiZrNbMoHf,1.0
23172,AlTiZrNbMoTa,1.0
23173,AlTiZrNbPdHf,1.0
23174,AlTiZrNbPdTa,1.0
23175,AlTiZrNbHfTa,1.0
23176,AlTiZrMoPdHf,1.0
23177,AlTiZrMoPdTa,1.0
23178,AlTiZrMoHfTa,1.0
23179,AlTiZrPdHfTa,1.0
23180,AlTiNbMoPdHf,1.0
23181,AlTiNbMoPdTa,1.0
23182,AlTiNbMoHfTa,1.0
23183,AlTiNbPdHfTa,1.0
23184,AlTiMoPdHfTa,1.0
23185,AlVCrMnFeCo,1.0
23186,AlVCrMnFeNi,1.0
23187,AlVCrMnFeCu,1.0
23188,AlVCrMnFeZn,1.0
23189,AlVCrMnFeZr,0.0
23190,AlVCrMnFeNb,1.0
23191,AlVCrMnFeMo,1.0
23192,AlVCrMnFePd,2.0
23193,AlVCrMnFeHf,1.0
23194,AlVCrMnFeTa,1.0
23195,AlVCrMnCoNi,1.0
23196,AlVCrMnCoCu,1.0
23197,AlVCrMnCoZn,1.0
23198,AlVCrMnCoZr,0.0
23199,AlVCrMnCoNb,1.0
23200,AlVCrMnCoMo,1.0
23201,AlVCrMnCoPd,2.0
23202,AlVCrMnCoHf,1.0
23203,AlVCrMnCoTa,1.0
23204,AlVCrMnNiCu,2.0
23205,AlVCrMnNiZn,2.0
23206,AlVCrMnNiZr,2.0
23207,AlVCrMnNiNb,1.0
23208,AlVCrMnNiMo,2.0
23209,AlVCrMnNiPd,2.0
23210,AlVCrMnNiHf,1.0
23211,AlVCrMnNiTa,1.0
23212,AlVCrMnCuZn,2.0
23213,AlVCrMnCuZr,2.0
23214,AlVCrMnCuNb,2.0
23215,AlVCrMnCuMo,2.0
23216,AlVCrMnCuPd,2.0
23217,AlVCrMnCuHf,1.0
23218,AlVCrMnCuTa,1.0
23219,AlVCrMnZnZr,2.0
23220,AlVCrMnZnNb,2.0
23221,AlVCrMnZnMo,2.0
23222,AlVCrMnZnPd,2.0
23223,AlVCrMnZnHf,1.0
23224,AlVCrMnZnTa,1.0
23225,AlVCrMnZrNb,0.0
23226,AlVCrMnZrMo,0.0
23227,AlVCrMnZrPd,2.0
23228,AlVCrMnZrHf,1.0
23229,AlVCrMnZrTa,1.0
23230,AlVCrMnNbMo,2.0
23231,AlVCrMnNbPd,2.0
23232,AlVCrMnNbHf,1.0
23233,AlVCrMnNbTa,1.0
23234,AlVCrMnMoPd,2.0
23235,AlVCrMnMoHf,1.0
23236,AlVCrMnMoTa,1.0
23237,AlVCrMnPdHf,1.0
23238,AlVCrMnPdTa,1.0
23239,AlVCrMnHfTa,1.0
23240,AlVCrFeCoNi,1.0
23241,AlVCrFeCoCu,2.0
23242,AlVCrFeCoZn,1.0
23243,AlVCrFeCoZr,2.0
23244,AlVCrFeCoNb,1.0
23245,AlVCrFeCoMo,2.0
23246,AlVCrFeCoPd,2.0
23247,AlVCrFeCoHf,1.0
23248,AlVCrFeCoTa,1.0
23249,AlVCrFeNiCu,1.0
23250,AlVCrFeNiZn,2.0
23251,AlVCrFeNiZr,2.0
23252,AlVCrFeNiNb,2.0
23253,AlVCrFeNiMo,0.0
23254,AlVCrFeNiPd,2.0
23255,AlVCrFeNiHf,1.0
23256,AlVCrFeNiTa,1.0
23257,AlVCrFeCuZn,2.0
23258,AlVCrFeCuZr,2.0
23259,AlVCrFeCuNb,2.0
23260,AlVCrFeCuMo,0.0
23261,AlVCrFeCuPd,2.0
23262,AlVCrFeCuHf,1.0
23263,AlVCrFeCuTa,1.0
23264,AlVCrFeZnZr,2.0
23265,AlVCrFeZnNb,2.0
23266,AlVCrFeZnMo,2.0
23267,AlVCrFeZnPd,2.0
23268,AlVCrFeZnHf,1.0
23269,AlVCrFeZnTa,1.0
23270,AlVCrFeZrNb,0.0
23271,AlVCrFeZrMo,0.0
23272,AlVCrFeZrPd,2.0
23273,AlVCrFeZrHf,1.0
23274,AlVCrFeZrTa,1.0
23275,AlVCrFeNbMo,2.0
23276,AlVCrFeNbPd,2.0
23277,AlVCrFeNbHf,1.0
23278,AlVCrFeNbTa,1.0
23279,AlVCrFeMoPd,0.0
23280,AlVCrFeMoHf,1.0
23281,AlVCrFeMoTa,1.0
23282,AlVCrFePdHf,1.0
23283,AlVCrFePdTa,1.0
23284,AlVCrFeHfTa,1.0
23285,AlVCrCoNiCu,1.0
23286,AlVCrCoNiZn,1.0
23287,AlVCrCoNiZr,2.0
23288,AlVCrCoNiNb,2.0
23289,AlVCrCoNiMo,2.0
23290,AlVCrCoNiPd,2.0
23291,AlVCrCoNiHf,1.0
23292,AlVCrCoNiTa,1.0
23293,AlVCrCoCuZn,1.0
23294,AlVCrCoCuZr,2.0
23295,AlVCrCoCuNb,2.0
23296,AlVCrCoCuMo,2.0
23297,AlVCrCoCuPd,2.0
23298,AlVCrCoCuHf,1.0
23299,AlVCrCoCuTa,1.0
23300,AlVCrCoZnZr,2.0
23301,AlVCrCoZnNb,2.0
23302,AlVCrCoZnMo,2.0
23303,AlVCrCoZnPd,2.0
23304,AlVCrCoZnHf,1.0
23305,AlVCrCoZnTa,1.0
23306,AlVCrCoZrNb,0.0
23307,AlVCrCoZrMo,0.0
23308,AlVCrCoZrPd,2.0
23309,AlVCrCoZrHf,1.0
23310,AlVCrCoZrTa,1.0
23311,AlVCrCoNbMo,2.0
23312,AlVCrCoNbPd,2.0
23313,AlVCrCoNbHf,1.0
23314,AlVCrCoNbTa,1.0
23315,AlVCrCoMoPd,2.0
23316,AlVCrCoMoHf,1.0
23317,AlVCrCoMoTa,1.0
23318,AlVCrCoPdHf,1.0
23319,AlVCrCoPdTa,1.0
23320,AlVCrCoHfTa,1.0
23321,AlVCrNiCuZn,2.0
23322,AlVCrNiCuZr,2.0
23323,AlVCrNiCuNb,2.0
23324,AlVCrNiCuMo,2.0
23325,AlVCrNiCuPd,2.0
23326,AlVCrNiCuHf,1.0
23327,AlVCrNiCuTa,1.0
23328,AlVCrNiZnZr,2.0
23329,AlVCrNiZnNb,2.0
23330,AlVCrNiZnMo,2.0
23331,AlVCrNiZnPd,2.0
23332,AlVCrNiZnHf,1.0
23333,AlVCrNiZnTa,1.0
23334,AlVCrNiZrNb,0.0
23335,AlVCrNiZrMo,0.0
23336,AlVCrNiZrPd,2.0
23337,AlVCrNiZrHf,1.0
23338,AlVCrNiZrTa,1.0
23339,AlVCrNiNbMo,2.0
23340,AlVCrNiNbPd,2.0
23341,AlVCrNiNbHf,1.0
23342,AlVCrNiNbTa,1.0
23343,AlVCrNiMoPd,2.0
23344,AlVCrNiMoHf,1.0
23345,AlVCrNiMoTa,1.0
23346,AlVCrNiPdHf,1.0
23347,AlVCrNiPdTa,1.0
23348,AlVCrNiHfTa,1.0
23349,AlVCrCuZnZr,2.0
23350,AlVCrCuZnNb,2.0
23351,AlVCrCuZnMo,2.0
23352,AlVCrCuZnPd,1.0
23353,AlVCrCuZnHf,1.0
23354,AlVCrCuZnTa,1.0
23355,AlVCrCuZrNb,2.0
23356,AlVCrCuZrMo,2.0
23357,AlVCrCuZrPd,2.0
23358,AlVCrCuZrHf,1.0
23359,AlVCrCuZrTa,1.0
23360,AlVCrCuNbMo,0.0
23361,AlVCrCuNbPd,2.0
23362,AlVCrCuNbHf,1.0
23363,AlVCrCuNbTa,1.0
23364,AlVCrCuMoPd,2.0
23365,AlVCrCuMoHf,1.0
23366,AlVCrCuMoTa,1.0
23367,AlVCrCuPdHf,1.0
23368,AlVCrCuPdTa,1.0
23369,AlVCrCuHfTa,1.0
23370,AlVCrZnZrNb,2.0
23371,AlVCrZnZrMo,2.0
23372,AlVCrZnZrPd,2.0
23373,AlVCrZnZrHf,1.0
23374,AlVCrZnZrTa,1.0
23375,AlVCrZnNbMo,2.0
23376,AlVCrZnNbPd,2.0
23377,AlVCrZnNbHf,1.0
23378,AlVCrZnNbTa,1.0
23379,AlVCrZnMoPd,1.0
23380,AlVCrZnMoHf,1.0
23381,AlVCrZnMoTa,1.0
23382,AlVCrZnPdHf,1.0
23383,AlVCrZnPdTa,1.0
23384,AlVCrZnHfTa,1.0
23385,AlVCrZrNbMo,2.0
23386,AlVCrZrNbPd,2.0
23387,AlVCrZrNbHf,1.0
23388,AlVCrZrNbTa,1.0
23389,AlVCrZrMoPd,2.0
23390,AlVCrZrMoHf,1.0
23391,AlVCrZrMoTa,1.0
23392,AlVCrZrPdHf,1.0
23393,AlVCrZrPdTa,1.0
23394,AlVCrZrHfTa,1.0
23395,AlVCrNbMoPd,2.0
23396,AlVCrNbMoHf,2.0
23397,AlVCrNbMoTa,1.0
23398,AlVCrNbPdHf,1.0
23399,AlVCrNbPdTa,1.0
23400,AlVCrNbHfTa,1.0
23401,AlVCrMoPdHf,1.0
23402,AlVCrMoPdTa,1.0
23403,AlVCrMoHfTa,1.0
23404,AlVCrPdHfTa,1.0
23405,AlVMnFeCoNi,1.0
23406,AlVMnFeCoCu,1.0
23407,AlVMnFeCoZn,1.0
23408,AlVMnFeCoZr,2.0
23409,AlVMnFeCoNb,2.0
23410,AlVMnFeCoMo,2.0
23411,AlVMnFeCoPd,2.0
23412,AlVMnFeCoHf,1.0
23413,AlVMnFeCoTa,1.0
23414,AlVMnFeNiCu,1.0
23415,AlVMnFeNiZn,2.0
23416,AlVMnFeNiZr,2.0
23417,AlVMnFeNiNb,2.0
23418,AlVMnFeNiMo,2.0
23419,AlVMnFeNiPd,2.0
23420,AlVMnFeNiHf,1.0
23421,AlVMnFeNiTa,1.0
23422,AlVMnFeCuZn,1.0
23423,AlVMnFeCuZr,2.0
23424,AlVMnFeCuNb,2.0
23425,AlVMnFeCuMo,2.0
23426,AlVMnFeCuPd,2.0
23427,AlVMnFeCuHf,1.0
23428,AlVMnFeCuTa,1.0
23429,AlVMnFeZnZr,2.0
23430,AlVMnFeZnNb,2.0
23431,AlVMnFeZnMo,2.0
23432,AlVMnFeZnPd,2.0
23433,AlVMnFeZnHf,1.0
23434,AlVMnFeZnTa,1.0
23435,AlVMnFeZrNb,0.0
23436,AlVMnFeZrMo,0.0
23437,AlVMnFeZrPd,2.0
23438,AlVMnFeZrHf,1.0
23439,AlVMnFeZrTa,1.0
23440,AlVMnFeNbMo,0.0
23441,AlVMnFeNbPd,2.0
23442,AlVMnFeNbHf,1.0
23443,AlVMnFeNbTa,1.0
23444,AlVMnFeMoPd,2.0
23445,AlVMnFeMoHf,1.0
23446,AlVMnFeMoTa,1.0
23447,AlVMnFePdHf,1.0
23448,AlVMnFePdTa,1.0
23449,AlVMnFeHfTa,1.0
23450,AlVMnCoNiCu,1.0
23451,AlVMnCoNiZn,1.0
23452,AlVMnCoNiZr,2.0
23453,AlVMnCoNiNb,2.0
23454,AlVMnCoNiMo,2.0
23455,AlVMnCoNiPd,2.0
23456,AlVMnCoNiHf,1.0
23457,AlVMnCoNiTa,1.0
23458,AlVMnCoCuZn,1.0
23459,AlVMnCoCuZr,2.0
23460,AlVMnCoCuNb,2.0
23461,AlVMnCoCuMo,2.0
23462,AlVMnCoCuPd,2.0
23463,AlVMnCoCuHf,1.0
23464,AlVMnCoCuTa,1.0
23465,AlVMnCoZnZr,2.0
23466,AlVMnCoZnNb,2.0
23467,AlVMnCoZnMo,2.0
23468,AlVMnCoZnPd,2.0
23469,AlVMnCoZnHf,1.0
23470,AlVMnCoZnTa,1.0
23471,AlVMnCoZrNb,1.0
23472,AlVMnCoZrMo,0.0
23473,AlVMnCoZrPd,2.0
23474,AlVMnCoZrHf,1.0
23475,AlVMnCoZrTa,1.0
23476,AlVMnCoNbMo,0.0
23477,AlVMnCoNbPd,2.0
23478,AlVMnCoNbHf,1.0
23479,AlVMnCoNbTa,1.0
23480,AlVMnCoMoPd,2.0
23481,AlVMnCoMoHf,1.0
23482,AlVMnCoMoTa,1.0
23483,AlVMnCoPdHf,1.0
23484,AlVMnCoPdTa,1.0
23485,AlVMnCoHfTa,1.0
23486,AlVMnNiCuZn,1.0
23487,AlVMnNiCuZr,2.0
23488,AlVMnNiCuNb,2.0
23489,AlVMnNiCuMo,2.0
23490,AlVMnNiCuPd,2.0
23491,AlVMnNiCuHf,1.0
23492,AlVMnNiCuTa,1.0
23493,AlVMnNiZnZr,2.0
23494,AlVMnNiZnNb,2.0
23495,AlVMnNiZnMo,2.0
23496,AlVMnNiZnPd,2.0
23497,AlVMnNiZnHf,1.0
23498,AlVMnNiZnTa,1.0
23499,AlVMnNiZrNb,0.0
23500,AlVMnNiZrMo,1.0
23501,AlVMnNiZrPd,2.0
23502,AlVMnNiZrHf,1.0
23503,AlVMnNiZrTa,1.0
23504,AlVMnNiNbMo,0.0
23505,AlVMnNiNbPd,2.0
23506,AlVMnNiNbHf,1.0
23507,AlVMnNiNbTa,1.0
23508,AlVMnNiMoPd,2.0
23509,AlVMnNiMoHf,1.0
23510,AlVMnNiMoTa,1.0
23511,AlVMnNiPdHf,1.0
23512,AlVMnNiPdTa,1.0
23513,AlVMnNiHfTa,1.0
23514,AlVMnCuZnZr,2.0
23515,AlVMnCuZnNb,2.0
23516,AlVMnCuZnMo,2.0
23517,AlVMnCuZnPd,2.0
23518,AlVMnCuZnHf,1.0
23519,AlVMnCuZnTa,1.0
23520,AlVMnCuZrNb,2.0
23521,AlVMnCuZrMo,2.0
23522,AlVMnCuZrPd,2.0
23523,AlVMnCuZrHf,1.0
23524,AlVMnCuZrTa,1.0
23525,AlVMnCuNbMo,2.0
23526,AlVMnCuNbPd,2.0
23527,AlVMnCuNbHf,1.0
23528,AlVMnCuNbTa,1.0
23529,AlVMnCuMoPd,2.0
23530,AlVMnCuMoHf,1.0
23531,AlVMnCuMoTa,1.0
23532,AlVMnCuPdHf,1.0
23533,AlVMnCuPdTa,1.0
23534,AlVMnCuHfTa,1.0
23535,AlVMnZnZrNb,2.0
23536,AlVMnZnZrMo,2.0
23537,AlVMnZnZrPd,2.0
23538,AlVMnZnZrHf,1.0
23539,AlVMnZnZrTa,1.0
23540,AlVMnZnNbMo,2.0
23541,AlVMnZnNbPd,2.0
23542,AlVMnZnNbHf,1.0
23543,AlVMnZnNbTa,1.0
23544,AlVMnZnMoPd,2.0
23545,AlVMnZnMoHf,1.0
23546,AlVMnZnMoTa,1.0
23547,AlVMnZnPdHf,1.0
23548,AlVMnZnPdTa,1.0
23549,AlVMnZnHfTa,1.0
23550,AlVMnZrNbMo,0.0
23551,AlVMnZrNbPd,2.0
23552,AlVMnZrNbHf,1.0
23553,AlVMnZrNbTa,1.0
23554,AlVMnZrMoPd,2.0
23555,AlVMnZrMoHf,1.0
23556,AlVMnZrMoTa,1.0
23557,AlVMnZrPdHf,1.0
23558,AlVMnZrPdTa,1.0
23559,AlVMnZrHfTa,1.0
23560,AlVMnNbMoPd,2.0
23561,AlVMnNbMoHf,1.0
23562,AlVMnNbMoTa,1.0
23563,AlVMnNbPdHf,1.0
23564,AlVMnNbPdTa,1.0
23565,AlVMnNbHfTa,1.0
23566,AlVMnMoPdHf,1.0
23567,AlVMnMoPdTa,1.0
23568,AlVMnMoHfTa,1.0
23569,AlVMnPdHfTa,1.0
23570,AlVFeCoNiCu,1.0
23571,AlVFeCoNiZn,1.0
23572,AlVFeCoNiZr,2.0
23573,AlVFeCoNiNb,2.0
23574,AlVFeCoNiMo,2.0
23575,AlVFeCoNiPd,2.0
23576,AlVFeCoNiHf,1.0
23577,AlVFeCoNiTa,1.0
23578,AlVFeCoCuZn,1.0
23579,AlVFeCoCuZr,2.0
23580,AlVFeCoCuNb,2.0
23581,AlVFeCoCuMo,2.0
23582,AlVFeCoCuPd,2.0
23583,AlVFeCoCuHf,1.0
23584,AlVFeCoCuTa,1.0
23585,AlVFeCoZnZr,2.0
23586,AlVFeCoZnNb,2.0
23587,AlVFeCoZnMo,2.0
23588,AlVFeCoZnPd,2.0
23589,AlVFeCoZnHf,1.0
23590,AlVFeCoZnTa,1.0
23591,AlVFeCoZrNb,0.0
23592,AlVFeCoZrMo,2.0
23593,AlVFeCoZrPd,2.0
23594,AlVFeCoZrHf,1.0
23595,AlVFeCoZrTa,1.0
23596,AlVFeCoNbMo,0.0
23597,AlVFeCoNbPd,2.0
23598,AlVFeCoNbHf,1.0
23599,AlVFeCoNbTa,1.0
23600,AlVFeCoMoPd,2.0
23601,AlVFeCoMoHf,1.0
23602,AlVFeCoMoTa,1.0
23603,AlVFeCoPdHf,1.0
23604,AlVFeCoPdTa,1.0
23605,AlVFeCoHfTa,1.0
23606,AlVFeNiCuZn,1.0
23607,AlVFeNiCuZr,2.0
23608,AlVFeNiCuNb,2.0
23609,AlVFeNiCuMo,2.0
23610,AlVFeNiCuPd,2.0
23611,AlVFeNiCuHf,1.0
23612,AlVFeNiCuTa,1.0
23613,AlVFeNiZnZr,2.0
23614,AlVFeNiZnNb,2.0
23615,AlVFeNiZnMo,2.0
23616,AlVFeNiZnPd,2.0
23617,AlVFeNiZnHf,1.0
23618,AlVFeNiZnTa,1.0
23619,AlVFeNiZrNb,2.0
23620,AlVFeNiZrMo,1.0
23621,AlVFeNiZrPd,2.0
23622,AlVFeNiZrHf,1.0
