,Composition_Formula,GBTPredict
5253,LiCoNiMoHf,1.0
5254,LiCoNiMoTa,1.0
5255,LiCoNiPdHf,1.0
5256,LiCoNiPdTa,1.0
5257,LiCoNiHfTa,1.0
5258,LiCoCuZnZr,2.0
5259,LiCoCuZnNb,2.0
5260,LiCoCuZnMo,2.0
5261,LiCoCuZnPd,1.0
5262,LiCoCuZnHf,1.0
5263,LiCoCuZnTa,1.0
5264,LiCoCuZrNb,2.0
5265,LiCoCuZrMo,2.0
5266,LiCoCuZrPd,2.0
5267,LiCoCuZrHf,1.0
5268,LiCoCuZrTa,1.0
5269,LiCoCuNbMo,2.0
5270,LiCoCuNbPd,2.0
5271,LiCoCuNbHf,1.0
5272,LiCoCuNbTa,1.0
5273,LiCoCuMoPd,2.0
5274,LiCoCuMoHf,1.0
5275,LiCoCuMoTa,1.0
5276,LiCoCuPdHf,1.0
5277,LiCoCuPdTa,1.0
5278,LiCoCuHfTa,1.0
5279,LiCoZnZrNb,2.0
5280,LiCoZnZrMo,2.0
5281,LiCoZnZrPd,2.0
5282,LiCoZnZrHf,1.0
5283,LiCoZnZrTa,1.0
5284,LiCoZnNbMo,2.0
5285,LiCoZnNbPd,2.0
5286,LiCoZnNbHf,1.0
5287,LiCoZnNbTa,1.0
5288,LiCoZnMoPd,2.0
5289,LiCoZnMoHf,1.0
5290,LiCoZnMoTa,1.0
5291,LiCoZnPdHf,1.0
5292,LiCoZnPdTa,1.0
5293,LiCoZnHfTa,1.0
5294,LiCoZrNbMo,2.0
5295,LiCoZrNbPd,2.0
5296,LiCoZrNbHf,1.0
5297,LiCoZrNbTa,1.0
5298,LiCoZrMoPd,2.0
5299,LiCoZrMoHf,1.0
5300,LiCoZrMoTa,1.0
5301,LiCoZrPdHf,1.0
5302,LiCoZrPdTa,1.0
5303,LiCoZrHfTa,1.0
5304,LiCoNbMoPd,2.0
5305,LiCoNbMoHf,1.0
5306,LiCoNbMoTa,1.0
5307,LiCoNbPdHf,1.0
5308,LiCoNbPdTa,1.0
5309,LiCoNbHfTa,1.0
5310,LiCoMoPdHf,1.0
5311,LiCoMoPdTa,1.0
5312,LiCoMoHfTa,1.0
5313,LiCoPdHfTa,1.0
5314,LiNiCuZnZr,2.0
5315,LiNiCuZnNb,2.0
5316,LiNiCuZnMo,2.0
5317,LiNiCuZnPd,1.0
5318,LiNiCuZnHf,1.0
5319,LiNiCuZnTa,1.0
5320,LiNiCuZrNb,2.0
5321,LiNiCuZrMo,2.0
5322,LiNiCuZrPd,2.0
5323,LiNiCuZrHf,1.0
5324,LiNiCuZrTa,1.0
5325,LiNiCuNbMo,2.0
5326,LiNiCuNbPd,2.0
5327,LiNiCuNbHf,1.0
5328,LiNiCuNbTa,1.0
5329,LiNiCuMoPd,2.0
5330,LiNiCuMoHf,1.0
5331,LiNiCuMoTa,1.0
5332,LiNiCuPdHf,1.0
5333,LiNiCuPdTa,1.0
5334,LiNiCuHfTa,1.0
5335,LiNiZnZrNb,2.0
5336,LiNiZnZrMo,2.0
5337,LiNiZnZrPd,2.0
5338,LiNiZnZrHf,1.0
5339,LiNiZnZrTa,1.0
5340,LiNiZnNbMo,2.0
5341,LiNiZnNbPd,2.0
5342,LiNiZnNbHf,1.0
5343,LiNiZnNbTa,1.0
5344,LiNiZnMoPd,1.0
5345,LiNiZnMoHf,1.0
5346,LiNiZnMoTa,1.0
5347,LiNiZnPdHf,1.0
5348,LiNiZnPdTa,1.0
5349,LiNiZnHfTa,1.0
5350,LiNiZrNbMo,2.0
5351,LiNiZrNbPd,2.0
5352,LiNiZrNbHf,1.0
5353,LiNiZrNbTa,1.0
5354,LiNiZrMoPd,2.0
5355,LiNiZrMoHf,1.0
5356,LiNiZrMoTa,1.0
5357,LiNiZrPdHf,1.0
5358,LiNiZrPdTa,1.0
5359,LiNiZrHfTa,1.0
5360,LiNiNbMoPd,2.0
5361,LiNiNbMoHf,1.0
5362,LiNiNbMoTa,1.0
5363,LiNiNbPdHf,1.0
5364,LiNiNbPdTa,1.0
5365,LiNiNbHfTa,1.0
5366,LiNiMoPdHf,1.0
5367,LiNiMoPdTa,1.0
5368,LiNiMoHfTa,1.0
5369,LiNiPdHfTa,1.0
5370,LiCuZnZrNb,2.0
5371,LiCuZnZrMo,2.0
5372,LiCuZnZrPd,2.0
5373,LiCuZnZrHf,1.0
5374,LiCuZnZrTa,1.0
5375,LiCuZnNbMo,2.0
5376,LiCuZnNbPd,2.0
5377,LiCuZnNbHf,1.0
5378,LiCuZnNbTa,1.0
5379,LiCuZnMoPd,1.0
5380,LiCuZnMoHf,1.0
5381,LiCuZnMoTa,1.0
5382,LiCuZnPdHf,1.0
5383,LiCuZnPdTa,1.0
5384,LiCuZnHfTa,1.0
5385,LiCuZrNbMo,2.0
5386,LiCuZrNbPd,2.0
5387,LiCuZrNbHf,1.0
5388,LiCuZrNbTa,1.0
5389,LiCuZrMoPd,2.0
5390,LiCuZrMoHf,1.0
5391,LiCuZrMoTa,1.0
5392,LiCuZrPdHf,1.0
5393,LiCuZrPdTa,1.0
5394,LiCuZrHfTa,1.0
5395,LiCuNbMoPd,1.0
5396,LiCuNbMoHf,1.0
5397,LiCuNbMoTa,1.0
5398,LiCuNbPdHf,1.0
5399,LiCuNbPdTa,1.0
5400,LiCuNbHfTa,1.0
5401,LiCuMoPdHf,1.0
5402,LiCuMoPdTa,1.0
5403,LiCuMoHfTa,1.0
5404,LiCuPdHfTa,1.0
5405,LiZnZrNbMo,2.0
5406,LiZnZrNbPd,2.0
5407,LiZnZrNbHf,1.0
5408,LiZnZrNbTa,1.0
5409,LiZnZrMoPd,2.0
5410,LiZnZrMoHf,1.0
5411,LiZnZrMoTa,1.0
5412,LiZnZrPdHf,1.0
5413,LiZnZrPdTa,1.0
5414,LiZnZrHfTa,1.0
5415,LiZnNbMoPd,1.0
5416,LiZnNbMoHf,1.0
5417,LiZnNbMoTa,1.0
5418,LiZnNbPdHf,1.0
5419,LiZnNbPdTa,1.0
5420,LiZnNbHfTa,1.0
5421,LiZnMoPdHf,1.0
5422,LiZnMoPdTa,1.0
5423,LiZnMoHfTa,1.0
5424,LiZnPdHfTa,1.0
5425,LiZrNbMoPd,1.0
5426,LiZrNbMoHf,1.0
5427,LiZrNbMoTa,1.0
5428,LiZrNbPdHf,1.0
5429,LiZrNbPdTa,1.0
5430,LiZrNbHfTa,1.0
5431,LiZrMoPdHf,1.0
5432,LiZrMoPdTa,1.0
5433,LiZrMoHfTa,1.0
5434,LiZrPdHfTa,1.0
5435,LiNbMoPdHf,1.0
5436,LiNbMoPdTa,1.0
5437,LiNbMoHfTa,1.0
5438,LiNbPdHfTa,1.0
5439,LiMoPdHfTa,1.0
5440,MgAlTiVCr,1.0
5441,MgAlTiVMn,1.0
5442,MgAlTiVFe,2.0
5443,MgAlTiVCo,1.0
5444,MgAlTiVNi,2.0
5445,MgAlTiVCu,2.0
5446,MgAlTiVZn,2.0
5447,MgAlTiVZr,1.0
5448,MgAlTiVNb,1.0
5449,MgAlTiVMo,1.0
5450,MgAlTiVPd,2.0
5451,MgAlTiVHf,1.0
5452,MgAlTiVTa,1.0
5453,MgAlTiCrMn,2.0
5454,MgAlTiCrFe,2.0
5455,MgAlTiCrCo,2.0
5456,MgAlTiCrNi,2.0
5457,MgAlTiCrCu,2.0
5458,MgAlTiCrZn,2.0
5459,MgAlTiCrZr,0.0
5460,MgAlTiCrNb,2.0
5461,MgAlTiCrMo,2.0
5462,MgAlTiCrPd,2.0
5463,MgAlTiCrHf,1.0
5464,MgAlTiCrTa,1.0
5465,MgAlTiMnFe,2.0
5466,MgAlTiMnCo,2.0
5467,MgAlTiMnNi,2.0
5468,MgAlTiMnCu,2.0
5469,MgAlTiMnZn,2.0
5470,MgAlTiMnZr,0.0
5471,MgAlTiMnNb,1.0
5472,MgAlTiMnMo,2.0
5473,MgAlTiMnPd,2.0
5474,MgAlTiMnHf,1.0
5475,MgAlTiMnTa,1.0
5476,MgAlTiFeCo,2.0
5477,MgAlTiFeNi,2.0
5478,MgAlTiFeCu,2.0
5479,MgAlTiFeZn,2.0
5480,MgAlTiFeZr,0.0
5481,MgAlTiFeNb,2.0
5482,MgAlTiFeMo,2.0
5483,MgAlTiFePd,2.0
5484,MgAlTiFeHf,1.0
5485,MgAlTiFeTa,1.0
5486,MgAlTiCoNi,2.0
5487,MgAlTiCoCu,2.0
5488,MgAlTiCoZn,2.0
5489,MgAlTiCoZr,0.0
5490,MgAlTiCoNb,2.0
5491,MgAlTiCoMo,2.0
5492,MgAlTiCoPd,2.0
5493,MgAlTiCoHf,1.0
5494,MgAlTiCoTa,1.0
5495,MgAlTiNiCu,2.0
5496,MgAlTiNiZn,2.0
5497,MgAlTiNiZr,2.0
5498,MgAlTiNiNb,2.0
5499,MgAlTiNiMo,2.0
5500,MgAlTiNiPd,2.0
5501,MgAlTiNiHf,1.0
5502,MgAlTiNiTa,1.0
5503,MgAlTiCuZn,2.0
5504,MgAlTiCuZr,2.0
5505,MgAlTiCuNb,2.0
5506,MgAlTiCuMo,2.0
5507,MgAlTiCuPd,2.0
5508,MgAlTiCuHf,1.0
5509,MgAlTiCuTa,1.0
5510,MgAlTiZnZr,1.0
5511,MgAlTiZnNb,2.0
5512,MgAlTiZnMo,2.0
5513,MgAlTiZnPd,2.0
5514,MgAlTiZnHf,1.0
5515,MgAlTiZnTa,1.0
5516,MgAlTiZrNb,1.0
5517,MgAlTiZrMo,1.0
5518,MgAlTiZrPd,2.0
5519,MgAlTiZrHf,1.0
5520,MgAlTiZrTa,1.0
5521,MgAlTiNbMo,1.0
5522,MgAlTiNbPd,2.0
5523,MgAlTiNbHf,1.0
5524,MgAlTiNbTa,1.0
5525,MgAlTiMoPd,2.0
5526,MgAlTiMoHf,1.0
5527,MgAlTiMoTa,1.0
5528,MgAlTiPdHf,1.0
5529,MgAlTiPdTa,1.0
5530,MgAlTiHfTa,1.0
5531,MgAlVCrMn,2.0
5532,MgAlVCrFe,2.0
5533,MgAlVCrCo,2.0
5534,MgAlVCrNi,2.0
5535,MgAlVCrCu,2.0
5536,MgAlVCrZn,2.0
5537,MgAlVCrZr,0.0
5538,MgAlVCrNb,2.0
5539,MgAlVCrMo,2.0
5540,MgAlVCrPd,2.0
5541,MgAlVCrHf,1.0
5542,MgAlVCrTa,1.0
5543,MgAlVMnFe,2.0
5544,MgAlVMnCo,2.0
5545,MgAlVMnNi,2.0
5546,MgAlVMnCu,2.0
5547,MgAlVMnZn,2.0
5548,MgAlVMnZr,0.0
5549,MgAlVMnNb,2.0
5550,MgAlVMnMo,2.0
5551,MgAlVMnPd,2.0
5552,MgAlVMnHf,1.0
5553,MgAlVMnTa,1.0
5554,MgAlVFeCo,2.0
5555,MgAlVFeNi,2.0
5556,MgAlVFeCu,2.0
5557,MgAlVFeZn,2.0
5558,MgAlVFeZr,0.0
5559,MgAlVFeNb,2.0
5560,MgAlVFeMo,2.0
5561,MgAlVFePd,2.0
5562,MgAlVFeHf,1.0
5563,MgAlVFeTa,1.0
5564,MgAlVCoNi,2.0
5565,MgAlVCoCu,2.0
5566,MgAlVCoZn,2.0
5567,MgAlVCoZr,2.0
5568,MgAlVCoNb,2.0
5569,MgAlVCoMo,2.0
5570,MgAlVCoPd,2.0
5571,MgAlVCoHf,1.0
5572,MgAlVCoTa,1.0
5573,MgAlVNiCu,2.0
5574,MgAlVNiZn,2.0
5575,MgAlVNiZr,2.0
5576,MgAlVNiNb,2.0
5577,MgAlVNiMo,2.0
5578,MgAlVNiPd,2.0
5579,MgAlVNiHf,1.0
5580,MgAlVNiTa,1.0
5581,MgAlVCuZn,2.0
5582,MgAlVCuZr,2.0
5583,MgAlVCuNb,2.0
5584,MgAlVCuMo,2.0
5585,MgAlVCuPd,2.0
5586,MgAlVCuHf,1.0
5587,MgAlVCuTa,1.0
5588,MgAlVZnZr,2.0
5589,MgAlVZnNb,2.0
5590,MgAlVZnMo,2.0
5591,MgAlVZnPd,2.0
5592,MgAlVZnHf,1.0
5593,MgAlVZnTa,1.0
5594,MgAlVZrNb,1.0
5595,MgAlVZrMo,1.0
5596,MgAlVZrPd,2.0
5597,MgAlVZrHf,1.0
5598,MgAlVZrTa,1.0
5599,MgAlVNbMo,0.0
5600,MgAlVNbPd,2.0
5601,MgAlVNbHf,1.0
5602,MgAlVNbTa,1.0
5603,MgAlVMoPd,2.0
5604,MgAlVMoHf,1.0
5605,MgAlVMoTa,1.0
5606,MgAlVPdHf,1.0
5607,MgAlVPdTa,1.0
5608,MgAlVHfTa,1.0
5609,MgAlCrMnFe,2.0
5610,MgAlCrMnCo,2.0
5611,MgAlCrMnNi,2.0
5612,MgAlCrMnCu,2.0
5613,MgAlCrMnZn,2.0
5614,MgAlCrMnZr,2.0
5615,MgAlCrMnNb,2.0
5616,MgAlCrMnMo,2.0
5617,MgAlCrMnPd,2.0
5618,MgAlCrMnHf,1.0
5619,MgAlCrMnTa,1.0
5620,MgAlCrFeCo,2.0
5621,MgAlCrFeNi,2.0
5622,MgAlCrFeCu,2.0
5623,MgAlCrFeZn,2.0
5624,MgAlCrFeZr,2.0
5625,MgAlCrFeNb,2.0
5626,MgAlCrFeMo,2.0
5627,MgAlCrFePd,2.0
5628,MgAlCrFeHf,1.0
5629,MgAlCrFeTa,1.0
5630,MgAlCrCoNi,2.0
5631,MgAlCrCoCu,2.0
5632,MgAlCrCoZn,2.0
5633,MgAlCrCoZr,2.0
5634,MgAlCrCoNb,2.0
5635,MgAlCrCoMo,2.0
5636,MgAlCrCoPd,2.0
5637,MgAlCrCoHf,2.0
5638,MgAlCrCoTa,1.0
5639,MgAlCrNiCu,2.0
5640,MgAlCrNiZn,2.0
5641,MgAlCrNiZr,2.0
5642,MgAlCrNiNb,2.0
5643,MgAlCrNiMo,2.0
5644,MgAlCrNiPd,2.0
5645,MgAlCrNiHf,2.0
5646,MgAlCrNiTa,1.0
5647,MgAlCrCuZn,2.0
5648,MgAlCrCuZr,2.0
5649,MgAlCrCuNb,2.0
5650,MgAlCrCuMo,2.0
5651,MgAlCrCuPd,2.0
5652,MgAlCrCuHf,2.0
5653,MgAlCrCuTa,2.0
5654,MgAlCrZnZr,2.0
5655,MgAlCrZnNb,2.0
5656,MgAlCrZnMo,2.0
5657,MgAlCrZnPd,2.0
5658,MgAlCrZnHf,1.0
5659,MgAlCrZnTa,1.0
5660,MgAlCrZrNb,2.0
5661,MgAlCrZrMo,2.0
5662,MgAlCrZrPd,2.0
5663,MgAlCrZrHf,1.0
5664,MgAlCrZrTa,1.0
5665,MgAlCrNbMo,2.0
5666,MgAlCrNbPd,2.0
5667,MgAlCrNbHf,1.0
5668,MgAlCrNbTa,1.0
5669,MgAlCrMoPd,2.0
5670,MgAlCrMoHf,1.0
5671,MgAlCrMoTa,1.0
5672,MgAlCrPdHf,1.0
5673,MgAlCrPdTa,1.0
5674,MgAlCrHfTa,1.0
5675,MgAlMnFeCo,2.0
5676,MgAlMnFeNi,2.0
5677,MgAlMnFeCu,2.0
5678,MgAlMnFeZn,2.0
5679,MgAlMnFeZr,2.0
5680,MgAlMnFeNb,2.0
5681,MgAlMnFeMo,2.0
5682,MgAlMnFePd,2.0
5683,MgAlMnFeHf,2.0
5684,MgAlMnFeTa,1.0
5685,MgAlMnCoNi,2.0
5686,MgAlMnCoCu,2.0
5687,MgAlMnCoZn,2.0
5688,MgAlMnCoZr,2.0
5689,MgAlMnCoNb,2.0
5690,MgAlMnCoMo,2.0
5691,MgAlMnCoPd,2.0
5692,MgAlMnCoHf,2.0
5693,MgAlMnCoTa,1.0
5694,MgAlMnNiCu,2.0
5695,MgAlMnNiZn,2.0
5696,MgAlMnNiZr,2.0
5697,MgAlMnNiNb,2.0
5698,MgAlMnNiMo,2.0
5699,MgAlMnNiPd,2.0
5700,MgAlMnNiHf,1.0
5701,MgAlMnNiTa,2.0
5702,MgAlMnCuZn,2.0
5703,MgAlMnCuZr,2.0
5704,MgAlMnCuNb,2.0
5705,MgAlMnCuMo,2.0
5706,MgAlMnCuPd,2.0
5707,MgAlMnCuHf,1.0
5708,MgAlMnCuTa,2.0
5709,MgAlMnZnZr,2.0
5710,MgAlMnZnNb,2.0
5711,MgAlMnZnMo,2.0
5712,MgAlMnZnPd,2.0
5713,MgAlMnZnHf,1.0
5714,MgAlMnZnTa,2.0
5715,MgAlMnZrNb,1.0
5716,MgAlMnZrMo,2.0
5717,MgAlMnZrPd,2.0
5718,MgAlMnZrHf,1.0
5719,MgAlMnZrTa,1.0
5720,MgAlMnNbMo,2.0
5721,MgAlMnNbPd,2.0
5722,MgAlMnNbHf,1.0
5723,MgAlMnNbTa,1.0
5724,MgAlMnMoPd,2.0
5725,MgAlMnMoHf,1.0
5726,MgAlMnMoTa,1.0
5727,MgAlMnPdHf,1.0
5728,MgAlMnPdTa,1.0
5729,MgAlMnHfTa,1.0
5730,MgAlFeCoNi,2.0
5731,MgAlFeCoCu,2.0
5732,MgAlFeCoZn,2.0
5733,MgAlFeCoZr,2.0
5734,MgAlFeCoNb,2.0
5735,MgAlFeCoMo,2.0
5736,MgAlFeCoPd,2.0
5737,MgAlFeCoHf,1.0
5738,MgAlFeCoTa,1.0
5739,MgAlFeNiCu,2.0
5740,MgAlFeNiZn,2.0
5741,MgAlFeNiZr,2.0
5742,MgAlFeNiNb,2.0
5743,MgAlFeNiMo,2.0
5744,MgAlFeNiPd,2.0
5745,MgAlFeNiHf,2.0
5746,MgAlFeNiTa,2.0
5747,MgAlFeCuZn,2.0
5748,MgAlFeCuZr,2.0
5749,MgAlFeCuNb,2.0
5750,MgAlFeCuMo,2.0
5751,MgAlFeCuPd,2.0
5752,MgAlFeCuHf,2.0
5753,MgAlFeCuTa,1.0
5754,MgAlFeZnZr,2.0
5755,MgAlFeZnNb,2.0
5756,MgAlFeZnMo,2.0
5757,MgAlFeZnPd,2.0
5758,MgAlFeZnHf,1.0
5759,MgAlFeZnTa,1.0
5760,MgAlFeZrNb,2.0
5761,MgAlFeZrMo,2.0
5762,MgAlFeZrPd,2.0
5763,MgAlFeZrHf,1.0
5764,MgAlFeZrTa,1.0
5765,MgAlFeNbMo,2.0
5766,MgAlFeNbPd,2.0
5767,MgAlFeNbHf,1.0
5768,MgAlFeNbTa,1.0
5769,MgAlFeMoPd,2.0
5770,MgAlFeMoHf,1.0
5771,MgAlFeMoTa,1.0
5772,MgAlFePdHf,1.0
5773,MgAlFePdTa,1.0
5774,MgAlFeHfTa,1.0
5775,MgAlCoNiCu,2.0
5776,MgAlCoNiZn,2.0
5777,MgAlCoNiZr,2.0
5778,MgAlCoNiNb,2.0
5779,MgAlCoNiMo,2.0
5780,MgAlCoNiPd,2.0
5781,MgAlCoNiHf,1.0
5782,MgAlCoNiTa,2.0
5783,MgAlCoCuZn,2.0
5784,MgAlCoCuZr,2.0
5785,MgAlCoCuNb,2.0
5786,MgAlCoCuMo,2.0
5787,MgAlCoCuPd,2.0
5788,MgAlCoCuHf,1.0
5789,MgAlCoCuTa,2.0
5790,MgAlCoZnZr,2.0
5791,MgAlCoZnNb,2.0
5792,MgAlCoZnMo,2.0
5793,MgAlCoZnPd,2.0
5794,MgAlCoZnHf,1.0
5795,MgAlCoZnTa,2.0
5796,MgAlCoZrNb,2.0
5797,MgAlCoZrMo,2.0
5798,MgAlCoZrPd,2.0
5799,MgAlCoZrHf,1.0
5800,MgAlCoZrTa,1.0
5801,MgAlCoNbMo,2.0
5802,MgAlCoNbPd,2.0
5803,MgAlCoNbHf,1.0
5804,MgAlCoNbTa,1.0
5805,MgAlCoMoPd,2.0
5806,MgAlCoMoHf,1.0
5807,MgAlCoMoTa,1.0
5808,MgAlCoPdHf,1.0
5809,MgAlCoPdTa,1.0
5810,MgAlCoHfTa,1.0
5811,MgAlNiCuZn,2.0
5812,MgAlNiCuZr,2.0
5813,MgAlNiCuNb,2.0
5814,MgAlNiCuMo,2.0
5815,MgAlNiCuPd,2.0
5816,MgAlNiCuHf,1.0
5817,MgAlNiCuTa,2.0
5818,MgAlNiZnZr,2.0
5819,MgAlNiZnNb,2.0
5820,MgAlNiZnMo,2.0
5821,MgAlNiZnPd,2.0
5822,MgAlNiZnHf,1.0
5823,MgAlNiZnTa,2.0
5824,MgAlNiZrNb,2.0
5825,MgAlNiZrMo,2.0
5826,MgAlNiZrPd,2.0
5827,MgAlNiZrHf,1.0
5828,MgAlNiZrTa,1.0
5829,MgAlNiNbMo,2.0
5830,MgAlNiNbPd,2.0
5831,MgAlNiNbHf,1.0
5832,MgAlNiNbTa,1.0
5833,MgAlNiMoPd,2.0
5834,MgAlNiMoHf,1.0
5835,MgAlNiMoTa,1.0
5836,MgAlNiPdHf,1.0
5837,MgAlNiPdTa,2.0
5838,MgAlNiHfTa,1.0
5839,MgAlCuZnZr,2.0
5840,MgAlCuZnNb,2.0
5841,MgAlCuZnMo,2.0
5842,MgAlCuZnPd,2.0
5843,MgAlCuZnHf,1.0
5844,MgAlCuZnTa,1.0
5845,MgAlCuZrNb,2.0
5846,MgAlCuZrMo,2.0
5847,MgAlCuZrPd,2.0
5848,MgAlCuZrHf,1.0
5849,MgAlCuZrTa,1.0
5850,MgAlCuNbMo,2.0
5851,MgAlCuNbPd,2.0
5852,MgAlCuNbHf,1.0
5853,MgAlCuNbTa,1.0
5854,MgAlCuMoPd,2.0
5855,MgAlCuMoHf,1.0
5856,MgAlCuMoTa,1.0
5857,MgAlCuPdHf,1.0
5858,MgAlCuPdTa,1.0
5859,MgAlCuHfTa,1.0
5860,MgAlZnZrNb,1.0
5861,MgAlZnZrMo,2.0
5862,MgAlZnZrPd,2.0
5863,MgAlZnZrHf,1.0
5864,MgAlZnZrTa,1.0
5865,MgAlZnNbMo,2.0
5866,MgAlZnNbPd,2.0
5867,MgAlZnNbHf,1.0
5868,MgAlZnNbTa,1.0
5869,MgAlZnMoPd,2.0
5870,MgAlZnMoHf,1.0
5871,MgAlZnMoTa,1.0
5872,MgAlZnPdHf,1.0
5873,MgAlZnPdTa,1.0
5874,MgAlZnHfTa,1.0
5875,MgAlZrNbMo,1.0
5876,MgAlZrNbPd,2.0
5877,MgAlZrNbHf,1.0
5878,MgAlZrNbTa,1.0
5879,MgAlZrMoPd,2.0
5880,MgAlZrMoHf,1.0
5881,MgAlZrMoTa,1.0
5882,MgAlZrPdHf,1.0
5883,MgAlZrPdTa,1.0
5884,MgAlZrHfTa,1.0
5885,MgAlNbMoPd,2.0
5886,MgAlNbMoHf,1.0
5887,MgAlNbMoTa,1.0
5888,MgAlNbPdHf,1.0
5889,MgAlNbPdTa,1.0
5890,MgAlNbHfTa,1.0
5891,MgAlMoPdHf,1.0
5892,MgAlMoPdTa,1.0
5893,MgAlMoHfTa,1.0
5894,MgAlPdHfTa,1.0
5895,MgTiVCrMn,1.0
5896,MgTiVCrFe,2.0
5897,MgTiVCrCo,1.0
5898,MgTiVCrNi,2.0
5899,MgTiVCrCu,2.0
5900,MgTiVCrZn,1.0
5901,MgTiVCrZr,2.0
5902,MgTiVCrNb,2.0
5903,MgTiVCrMo,2.0
5904,MgTiVCrPd,2.0
5905,MgTiVCrHf,1.0
5906,MgTiVCrTa,1.0
5907,MgTiVMnFe,1.0
5908,MgTiVMnCo,1.0
5909,MgTiVMnNi,1.0
5910,MgTiVMnCu,1.0
5911,MgTiVMnZn,1.0
5912,MgTiVMnZr,2.0
5913,MgTiVMnNb,2.0
5914,MgTiVMnMo,2.0
5915,MgTiVMnPd,2.0
5916,MgTiVMnHf,1.0
5917,MgTiVMnTa,1.0
5918,MgTiVFeCo,1.0
5919,MgTiVFeNi,1.0
5920,MgTiVFeCu,2.0
5921,MgTiVFeZn,1.0
5922,MgTiVFeZr,0.0
5923,MgTiVFeNb,2.0
5924,MgTiVFeMo,2.0
5925,MgTiVFePd,2.0
5926,MgTiVFeHf,1.0
5927,MgTiVFeTa,1.0
5928,MgTiVCoNi,1.0
5929,MgTiVCoCu,1.0
5930,MgTiVCoZn,1.0
5931,MgTiVCoZr,0.0
5932,MgTiVCoNb,2.0
5933,MgTiVCoMo,2.0
5934,MgTiVCoPd,2.0
5935,MgTiVCoHf,1.0
5936,MgTiVCoTa,1.0
5937,MgTiVNiCu,2.0
5938,MgTiVNiZn,1.0
5939,MgTiVNiZr,0.0
5940,MgTiVNiNb,2.0
5941,MgTiVNiMo,2.0
5942,MgTiVNiPd,2.0
5943,MgTiVNiHf,1.0
5944,MgTiVNiTa,1.0
5945,MgTiVCuZn,2.0
5946,MgTiVCuZr,2.0
5947,MgTiVCuNb,2.0
5948,MgTiVCuMo,2.0
5949,MgTiVCuPd,2.0
5950,MgTiVCuHf,1.0
5951,MgTiVCuTa,1.0
5952,MgTiVZnZr,1.0
5953,MgTiVZnNb,1.0
5954,MgTiVZnMo,1.0
5955,MgTiVZnPd,2.0
5956,MgTiVZnHf,1.0
5957,MgTiVZnTa,1.0
5958,MgTiVZrNb,1.0
5959,MgTiVZrMo,1.0
5960,MgTiVZrPd,2.0
5961,MgTiVZrHf,1.0
5962,MgTiVZrTa,1.0
5963,MgTiVNbMo,1.0
5964,MgTiVNbPd,2.0
5965,MgTiVNbHf,1.0
5966,MgTiVNbTa,1.0
5967,MgTiVMoPd,2.0
5968,MgTiVMoHf,1.0
5969,MgTiVMoTa,1.0
5970,MgTiVPdHf,1.0
5971,MgTiVPdTa,1.0
5972,MgTiVHfTa,1.0
5973,MgTiCrMnFe,1.0
5974,MgTiCrMnCo,1.0
5975,MgTiCrMnNi,2.0
5976,MgTiCrMnCu,2.0
5977,MgTiCrMnZn,2.0
5978,MgTiCrMnZr,2.0
5979,MgTiCrMnNb,2.0
5980,MgTiCrMnMo,2.0
5981,MgTiCrMnPd,2.0
5982,MgTiCrMnHf,1.0
5983,MgTiCrMnTa,1.0
5984,MgTiCrFeCo,1.0
5985,MgTiCrFeNi,2.0
5986,MgTiCrFeCu,2.0
5987,MgTiCrFeZn,2.0
5988,MgTiCrFeZr,0.0
5989,MgTiCrFeNb,2.0
5990,MgTiCrFeMo,2.0
5991,MgTiCrFePd,2.0
5992,MgTiCrFeHf,1.0
5993,MgTiCrFeTa,1.0
5994,MgTiCrCoNi,1.0
5995,MgTiCrCoCu,2.0
5996,MgTiCrCoZn,2.0
5997,MgTiCrCoZr,2.0
5998,MgTiCrCoNb,2.0
5999,MgTiCrCoMo,2.0
6000,MgTiCrCoPd,2.0
6001,MgTiCrCoHf,1.0
6002,MgTiCrCoTa,1.0
6003,MgTiCrNiCu,2.0
6004,MgTiCrNiZn,2.0
6005,MgTiCrNiZr,2.0
6006,MgTiCrNiNb,2.0
6007,MgTiCrNiMo,2.0
6008,MgTiCrNiPd,2.0
6009,MgTiCrNiHf,1.0
6010,MgTiCrNiTa,1.0
6011,MgTiCrCuZn,2.0
6012,MgTiCrCuZr,2.0
6013,MgTiCrCuNb,2.0
6014,MgTiCrCuMo,2.0
6015,MgTiCrCuPd,2.0
6016,MgTiCrCuHf,1.0
6017,MgTiCrCuTa,1.0
6018,MgTiCrZnZr,1.0
6019,MgTiCrZnNb,2.0
6020,MgTiCrZnMo,2.0
6021,MgTiCrZnPd,2.0
6022,MgTiCrZnHf,1.0
6023,MgTiCrZnTa,1.0
6024,MgTiCrZrNb,0.0
6025,MgTiCrZrMo,2.0
6026,MgTiCrZrPd,2.0
6027,MgTiCrZrHf,1.0
6028,MgTiCrZrTa,1.0
6029,MgTiCrNbMo,2.0
6030,MgTiCrNbPd,2.0
6031,MgTiCrNbHf,1.0
6032,MgTiCrNbTa,1.0
6033,MgTiCrMoPd,2.0
6034,MgTiCrMoHf,1.0
6035,MgTiCrMoTa,1.0
6036,MgTiCrPdHf,1.0
6037,MgTiCrPdTa,1.0
6038,MgTiCrHfTa,1.0
