,Composition_Formula,GBTPredict
4340,AlTiCrMoTa,1.0
4341,AlTiCrPdHf,1.0
4342,AlTiCrPdTa,1.0
4343,AlTiCrHfTa,1.0
4344,AlTiMnFeCo,1.0
4345,AlTiMnFeNi,2.0
4346,AlTiMnFeCu,2.0
4347,AlTiMnFeZn,2.0
4348,AlTiMnFeZr,0.0
4349,AlTiMnFeNb,1.0
4350,AlTiMnFeMo,0.0
4351,AlTiMnFePd,2.0
4352,AlTiMnFeHf,1.0
4353,AlTiMnFeTa,1.0
4354,AlTiMnCoNi,1.0
4355,AlTiMnCoCu,1.0
4356,AlTiMnCoZn,1.0
4357,AlTiMnCoZr,2.0
4358,AlTiMnCoNb,2.0
4359,AlTiMnCoMo,2.0
4360,AlTiMnCoPd,2.0
4361,AlTiMnCoHf,1.0
4362,AlTiMnCoTa,1.0
4363,AlTiMnNiCu,2.0
4364,AlTiMnNiZn,2.0
4365,AlTiMnNiZr,2.0
4366,AlTiMnNiNb,2.0
4367,AlTiMnNiMo,2.0
4368,AlTiMnNiPd,2.0
4369,AlTiMnNiHf,1.0
4370,AlTiMnNiTa,1.0
4371,AlTiMnCuZn,2.0
4372,AlTiMnCuZr,2.0
4373,AlTiMnCuNb,2.0
4374,AlTiMnCuMo,2.0
4375,AlTiMnCuPd,2.0
4376,AlTiMnCuHf,1.0
4377,AlTiMnCuTa,1.0
4378,AlTiMnZnZr,2.0
4379,AlTiMnZnNb,2.0
4380,AlTiMnZnMo,2.0
4381,AlTiMnZnPd,2.0
4382,AlTiMnZnHf,1.0
4383,AlTiMnZnTa,1.0
4384,AlTiMnZrNb,0.0
4385,AlTiMnZrMo,0.0
4386,AlTiMnZrPd,2.0
4387,AlTiMnZrHf,1.0
4388,AlTiMnZrTa,1.0
4389,AlTiMnNbMo,0.0
4390,AlTiMnNbPd,2.0
4391,AlTiMnNbHf,1.0
4392,AlTiMnNbTa,1.0
4393,AlTiMnMoPd,2.0
4394,AlTiMnMoHf,1.0
4395,AlTiMnMoTa,1.0
4396,AlTiMnPdHf,1.0
4397,AlTiMnPdTa,1.0
4398,AlTiMnHfTa,1.0
4399,AlTiFeCoNi,1.0
4400,AlTiFeCoCu,1.0
4401,AlTiFeCoZn,1.0
4402,AlTiFeCoZr,2.0
4403,AlTiFeCoNb,2.0
4404,AlTiFeCoMo,2.0
4405,AlTiFeCoPd,2.0
4406,AlTiFeCoHf,1.0
4407,AlTiFeCoTa,1.0
4408,AlTiFeNiCu,2.0
4409,AlTiFeNiZn,2.0
4410,AlTiFeNiZr,2.0
4411,AlTiFeNiNb,2.0
4412,AlTiFeNiMo,2.0
4413,AlTiFeNiPd,2.0
4414,AlTiFeNiHf,1.0
4415,AlTiFeNiTa,1.0
4416,AlTiFeCuZn,2.0
4417,AlTiFeCuZr,2.0
4418,AlTiFeCuNb,2.0
4419,AlTiFeCuMo,2.0
4420,AlTiFeCuPd,2.0
4421,AlTiFeCuHf,1.0
4422,AlTiFeCuTa,1.0
4423,AlTiFeZnZr,2.0
4424,AlTiFeZnNb,2.0
4425,AlTiFeZnMo,2.0
4426,AlTiFeZnPd,2.0
4427,AlTiFeZnHf,1.0
4428,AlTiFeZnTa,1.0
4429,AlTiFeZrNb,0.0
4430,AlTiFeZrMo,0.0
4431,AlTiFeZrPd,2.0
4432,AlTiFeZrHf,1.0
4433,AlTiFeZrTa,1.0
4434,AlTiFeNbMo,0.0
4435,AlTiFeNbPd,2.0
4436,AlTiFeNbHf,1.0
4437,AlTiFeNbTa,1.0
4438,AlTiFeMoPd,2.0
4439,AlTiFeMoHf,1.0
4440,AlTiFeMoTa,1.0
4441,AlTiFePdHf,1.0
4442,AlTiFePdTa,1.0
4443,AlTiFeHfTa,1.0
4444,AlTiCoNiCu,1.0
4445,AlTiCoNiZn,1.0
4446,AlTiCoNiZr,2.0
4447,AlTiCoNiNb,2.0
4448,AlTiCoNiMo,2.0
4449,AlTiCoNiPd,2.0
4450,AlTiCoNiHf,1.0
4451,AlTiCoNiTa,1.0
4452,AlTiCoCuZn,1.0
4453,AlTiCoCuZr,2.0
4454,AlTiCoCuNb,2.0
4455,AlTiCoCuMo,2.0
4456,AlTiCoCuPd,2.0
4457,AlTiCoCuHf,1.0
4458,AlTiCoCuTa,1.0
4459,AlTiCoZnZr,2.0
4460,AlTiCoZnNb,2.0
4461,AlTiCoZnMo,2.0
4462,AlTiCoZnPd,2.0
4463,AlTiCoZnHf,1.0
4464,AlTiCoZnTa,1.0
4465,AlTiCoZrNb,0.0
4466,AlTiCoZrMo,0.0
4467,AlTiCoZrPd,2.0
4468,AlTiCoZrHf,1.0
4469,AlTiCoZrTa,1.0
4470,AlTiCoNbMo,0.0
4471,AlTiCoNbPd,2.0
4472,AlTiCoNbHf,1.0
4473,AlTiCoNbTa,1.0
4474,AlTiCoMoPd,2.0
4475,AlTiCoMoHf,1.0
4476,AlTiCoMoTa,1.0
4477,AlTiCoPdHf,1.0
4478,AlTiCoPdTa,1.0
4479,AlTiCoHfTa,1.0
4480,AlTiNiCuZn,1.0
4481,AlTiNiCuZr,2.0
4482,AlTiNiCuNb,2.0
4483,AlTiNiCuMo,2.0
4484,AlTiNiCuPd,2.0
4485,AlTiNiCuHf,1.0
4486,AlTiNiCuTa,1.0
4487,AlTiNiZnZr,2.0
4488,AlTiNiZnNb,2.0
4489,AlTiNiZnMo,2.0
4490,AlTiNiZnPd,2.0
4491,AlTiNiZnHf,1.0
4492,AlTiNiZnTa,1.0
4493,AlTiNiZrNb,0.0
4494,AlTiNiZrMo,2.0
4495,AlTiNiZrPd,2.0
4496,AlTiNiZrHf,1.0
4497,AlTiNiZrTa,1.0
4498,AlTiNiNbMo,0.0
4499,AlTiNiNbPd,2.0
4500,AlTiNiNbHf,1.0
4501,AlTiNiNbTa,1.0
4502,AlTiNiMoPd,2.0
4503,AlTiNiMoHf,1.0
4504,AlTiNiMoTa,1.0
4505,AlTiNiPdHf,1.0
4506,AlTiNiPdTa,1.0
4507,AlTiNiHfTa,1.0
4508,AlTiCuZnZr,2.0
4509,AlTiCuZnNb,2.0
4510,AlTiCuZnMo,2.0
4511,AlTiCuZnPd,1.0
4512,AlTiCuZnHf,1.0
4513,AlTiCuZnTa,1.0
4514,AlTiCuZrNb,2.0
4515,AlTiCuZrMo,2.0
4516,AlTiCuZrPd,2.0
4517,AlTiCuZrHf,1.0
4518,AlTiCuZrTa,1.0
4519,AlTiCuNbMo,2.0
4520,AlTiCuNbPd,2.0
4521,AlTiCuNbHf,1.0
4522,AlTiCuNbTa,1.0
4523,AlTiCuMoPd,2.0
4524,AlTiCuMoHf,1.0
4525,AlTiCuMoTa,1.0
4526,AlTiCuPdHf,1.0
4527,AlTiCuPdTa,1.0
4528,AlTiCuHfTa,1.0
4529,AlTiZnZrNb,1.0
4530,AlTiZnZrMo,2.0
4531,AlTiZnZrPd,2.0
4532,AlTiZnZrHf,1.0
4533,AlTiZnZrTa,1.0
4534,AlTiZnNbMo,1.0
4535,AlTiZnNbPd,1.0
4536,AlTiZnNbHf,1.0
4537,AlTiZnNbTa,1.0
4538,AlTiZnMoPd,1.0
4539,AlTiZnMoHf,1.0
4540,AlTiZnMoTa,1.0
4541,AlTiZnPdHf,1.0
4542,AlTiZnPdTa,1.0
4543,AlTiZnHfTa,1.0
4544,AlTiZrNbMo,1.0
4545,AlTiZrNbPd,1.0
4546,AlTiZrNbHf,1.0
4547,AlTiZrNbTa,1.0
4548,AlTiZrMoPd,1.0
4549,AlTiZrMoHf,1.0
4550,AlTiZrMoTa,1.0
4551,AlTiZrPdHf,1.0
4552,AlTiZrPdTa,1.0
4553,AlTiZrHfTa,1.0
4554,AlTiNbMoPd,1.0
4555,AlTiNbMoHf,1.0
4556,AlTiNbMoTa,1.0
4557,AlTiNbPdHf,1.0
4558,AlTiNbPdTa,1.0
4559,AlTiNbHfTa,1.0
4560,AlTiMoPdHf,1.0
4561,AlTiMoPdTa,1.0
4562,AlTiMoHfTa,1.0
4563,AlTiPdHfTa,1.0
4564,AlVCrMnFe,1.0
4565,AlVCrMnCo,1.0
4566,AlVCrMnNi,1.0
4567,AlVCrMnCu,2.0
4568,AlVCrMnZn,1.0
4569,AlVCrMnZr,0.0
4570,AlVCrMnNb,1.0
4571,AlVCrMnMo,1.0
4572,AlVCrMnPd,2.0
4573,AlVCrMnHf,1.0
4574,AlVCrMnTa,1.0
4575,AlVCrFeCo,2.0
4576,AlVCrFeNi,2.0
4577,AlVCrFeCu,2.0
4578,AlVCrFeZn,2.0
4579,AlVCrFeZr,0.0
4580,AlVCrFeNb,0.0
4581,AlVCrFeMo,0.0
4582,AlVCrFePd,0.0
4583,AlVCrFeHf,1.0
4584,AlVCrFeTa,1.0
4585,AlVCrCoNi,2.0
4586,AlVCrCoCu,2.0
4587,AlVCrCoZn,1.0
4588,AlVCrCoZr,0.0
4589,AlVCrCoNb,2.0
4590,AlVCrCoMo,2.0
4591,AlVCrCoPd,2.0
4592,AlVCrCoHf,1.0
4593,AlVCrCoTa,1.0
4594,AlVCrNiCu,2.0
4595,AlVCrNiZn,2.0
4596,AlVCrNiZr,2.0
4597,AlVCrNiNb,2.0
4598,AlVCrNiMo,0.0
4599,AlVCrNiPd,2.0
4600,AlVCrNiHf,1.0
4601,AlVCrNiTa,1.0
4602,AlVCrCuZn,2.0
4603,AlVCrCuZr,2.0
4604,AlVCrCuNb,2.0
4605,AlVCrCuMo,0.0
4606,AlVCrCuPd,2.0
4607,AlVCrCuHf,1.0
4608,AlVCrCuTa,1.0
4609,AlVCrZnZr,2.0
4610,AlVCrZnNb,2.0
4611,AlVCrZnMo,1.0
4612,AlVCrZnPd,1.0
4613,AlVCrZnHf,1.0
4614,AlVCrZnTa,1.0
4615,AlVCrZrNb,0.0
4616,AlVCrZrMo,0.0
4617,AlVCrZrPd,2.0
4618,AlVCrZrHf,1.0
4619,AlVCrZrTa,1.0
4620,AlVCrNbMo,0.0
4621,AlVCrNbPd,2.0
4622,AlVCrNbHf,1.0
4623,AlVCrNbTa,1.0
4624,AlVCrMoPd,0.0
4625,AlVCrMoHf,1.0
4626,AlVCrMoTa,1.0
4627,AlVCrPdHf,1.0
4628,AlVCrPdTa,1.0
4629,AlVCrHfTa,1.0
4630,AlVMnFeCo,1.0
4631,AlVMnFeNi,1.0
4632,AlVMnFeCu,2.0
4633,AlVMnFeZn,2.0
4634,AlVMnFeZr,0.0
4635,AlVMnFeNb,0.0
4636,AlVMnFeMo,1.0
4637,AlVMnFePd,2.0
4638,AlVMnFeHf,1.0
4639,AlVMnFeTa,1.0
4640,AlVMnCoNi,1.0
4641,AlVMnCoCu,1.0
4642,AlVMnCoZn,1.0
4643,AlVMnCoZr,2.0
4644,AlVMnCoNb,1.0
4645,AlVMnCoMo,2.0
4646,AlVMnCoPd,2.0
4647,AlVMnCoHf,1.0
4648,AlVMnCoTa,1.0
4649,AlVMnNiCu,2.0
4650,AlVMnNiZn,2.0
4651,AlVMnNiZr,2.0
4652,AlVMnNiNb,1.0
4653,AlVMnNiMo,2.0
4654,AlVMnNiPd,2.0
4655,AlVMnNiHf,1.0
4656,AlVMnNiTa,1.0
4657,AlVMnCuZn,2.0
4658,AlVMnCuZr,2.0
4659,AlVMnCuNb,2.0
4660,AlVMnCuMo,2.0
4661,AlVMnCuPd,2.0
4662,AlVMnCuHf,1.0
4663,AlVMnCuTa,1.0
4664,AlVMnZnZr,2.0
4665,AlVMnZnNb,2.0
4666,AlVMnZnMo,2.0
4667,AlVMnZnPd,1.0
4668,AlVMnZnHf,1.0
4669,AlVMnZnTa,1.0
4670,AlVMnZrNb,0.0
4671,AlVMnZrMo,0.0
4672,AlVMnZrPd,2.0
4673,AlVMnZrHf,1.0
4674,AlVMnZrTa,1.0
4675,AlVMnNbMo,1.0
4676,AlVMnNbPd,2.0
4677,AlVMnNbHf,1.0
4678,AlVMnNbTa,1.0
4679,AlVMnMoPd,2.0
4680,AlVMnMoHf,1.0
4681,AlVMnMoTa,1.0
4682,AlVMnPdHf,1.0
4683,AlVMnPdTa,1.0
4684,AlVMnHfTa,1.0
4685,AlVFeCoNi,1.0
4686,AlVFeCoCu,2.0
4687,AlVFeCoZn,2.0
4688,AlVFeCoZr,2.0
4689,AlVFeCoNb,1.0
4690,AlVFeCoMo,2.0
4691,AlVFeCoPd,2.0
4692,AlVFeCoHf,1.0
4693,AlVFeCoTa,1.0
4694,AlVFeNiCu,2.0
4695,AlVFeNiZn,2.0
4696,AlVFeNiZr,2.0
4697,AlVFeNiNb,2.0
4698,AlVFeNiMo,2.0
4699,AlVFeNiPd,2.0
4700,AlVFeNiHf,1.0
4701,AlVFeNiTa,1.0
4702,AlVFeCuZn,2.0
4703,AlVFeCuZr,2.0
4704,AlVFeCuNb,2.0
4705,AlVFeCuMo,0.0
4706,AlVFeCuPd,2.0
4707,AlVFeCuHf,1.0
4708,AlVFeCuTa,1.0
4709,AlVFeZnZr,2.0
4710,AlVFeZnNb,2.0
4711,AlVFeZnMo,2.0
4712,AlVFeZnPd,2.0
4713,AlVFeZnHf,1.0
4714,AlVFeZnTa,1.0
4715,AlVFeZrNb,0.0
4716,AlVFeZrMo,0.0
4717,AlVFeZrPd,2.0
4718,AlVFeZrHf,1.0
4719,AlVFeZrTa,1.0
4720,AlVFeNbMo,0.0
4721,AlVFeNbPd,2.0
4722,AlVFeNbHf,1.0
4723,AlVFeNbTa,1.0
4724,AlVFeMoPd,0.0
4725,AlVFeMoHf,1.0
4726,AlVFeMoTa,1.0
4727,AlVFePdHf,1.0
4728,AlVFePdTa,1.0
4729,AlVFeHfTa,1.0
4730,AlVCoNiCu,1.0
4731,AlVCoNiZn,1.0
4732,AlVCoNiZr,2.0
4733,AlVCoNiNb,2.0
4734,AlVCoNiMo,2.0
4735,AlVCoNiPd,2.0
4736,AlVCoNiHf,1.0
4737,AlVCoNiTa,1.0
4738,AlVCoCuZn,1.0
4739,AlVCoCuZr,2.0
4740,AlVCoCuNb,2.0
4741,AlVCoCuMo,2.0
4742,AlVCoCuPd,2.0
4743,AlVCoCuHf,1.0
4744,AlVCoCuTa,1.0
4745,AlVCoZnZr,2.0
4746,AlVCoZnNb,2.0
4747,AlVCoZnMo,2.0
4748,AlVCoZnPd,1.0
4749,AlVCoZnHf,1.0
4750,AlVCoZnTa,1.0
4751,AlVCoZrNb,0.0
4752,AlVCoZrMo,0.0
4753,AlVCoZrPd,2.0
4754,AlVCoZrHf,1.0
4755,AlVCoZrTa,1.0
4756,AlVCoNbMo,0.0
4757,AlVCoNbPd,2.0
4758,AlVCoNbHf,1.0
4759,AlVCoNbTa,1.0
4760,AlVCoMoPd,2.0
4761,AlVCoMoHf,1.0
4762,AlVCoMoTa,1.0
4763,AlVCoPdHf,1.0
4764,AlVCoPdTa,1.0
4765,AlVCoHfTa,1.0
4766,AlVNiCuZn,1.0
4767,AlVNiCuZr,2.0
4768,AlVNiCuNb,2.0
4769,AlVNiCuMo,2.0
4770,AlVNiCuPd,2.0
4771,AlVNiCuHf,1.0
4772,AlVNiCuTa,1.0
4773,AlVNiZnZr,2.0
4774,AlVNiZnNb,2.0
4775,AlVNiZnMo,2.0
4776,AlVNiZnPd,1.0
4777,AlVNiZnHf,1.0
4778,AlVNiZnTa,1.0
4779,AlVNiZrNb,0.0
4780,AlVNiZrMo,0.0
4781,AlVNiZrPd,2.0
4782,AlVNiZrHf,1.0
4783,AlVNiZrTa,1.0
4784,AlVNiNbMo,0.0
4785,AlVNiNbPd,2.0
4786,AlVNiNbHf,1.0
4787,AlVNiNbTa,1.0
4788,AlVNiMoPd,2.0
4789,AlVNiMoHf,1.0
4790,AlVNiMoTa,1.0
4791,AlVNiPdHf,1.0
4792,AlVNiPdTa,1.0
4793,AlVNiHfTa,1.0
4794,AlVCuZnZr,2.0
4795,AlVCuZnNb,2.0
4796,AlVCuZnMo,2.0
4797,AlVCuZnPd,1.0
4798,AlVCuZnHf,1.0
4799,AlVCuZnTa,1.0
4800,AlVCuZrNb,2.0
4801,AlVCuZrMo,2.0
4802,AlVCuZrPd,2.0
4803,AlVCuZrHf,1.0
4804,AlVCuZrTa,1.0
4805,AlVCuNbMo,2.0
4806,AlVCuNbPd,2.0
4807,AlVCuNbHf,1.0
4808,AlVCuNbTa,1.0
4809,AlVCuMoPd,2.0
4810,AlVCuMoHf,1.0
4811,AlVCuMoTa,1.0
4812,AlVCuPdHf,1.0
4813,AlVCuPdTa,1.0
4814,AlVCuHfTa,1.0
4815,AlVZnZrNb,2.0
4816,AlVZnZrMo,2.0
4817,AlVZnZrPd,2.0
4818,AlVZnZrHf,1.0
4819,AlVZnZrTa,1.0
4820,AlVZnNbMo,1.0
4821,AlVZnNbPd,2.0
4822,AlVZnNbHf,1.0
4823,AlVZnNbTa,1.0
4824,AlVZnMoPd,1.0
4825,AlVZnMoHf,1.0
4826,AlVZnMoTa,1.0
4827,AlVZnPdHf,1.0
4828,AlVZnPdTa,1.0
4829,AlVZnHfTa,1.0
4830,AlVZrNbMo,1.0
4831,AlVZrNbPd,1.0
4832,AlVZrNbHf,1.0
4833,AlVZrNbTa,1.0
4834,AlVZrMoPd,1.0
4835,AlVZrMoHf,1.0
4836,AlVZrMoTa,1.0
4837,AlVZrPdHf,1.0
4838,AlVZrPdTa,1.0
4839,AlVZrHfTa,1.0
4840,AlVNbMoPd,1.0
4841,AlVNbMoHf,1.0
4842,AlVNbMoTa,1.0
4843,AlVNbPdHf,1.0
4844,AlVNbPdTa,1.0
4845,AlVNbHfTa,1.0
4846,AlVMoPdHf,1.0
4847,AlVMoPdTa,1.0
4848,AlVMoHfTa,1.0
4849,AlVPdHfTa,1.0
4850,AlCrMnFeCo,1.0
4851,AlCrMnFeNi,1.0
4852,AlCrMnFeCu,2.0
4853,AlCrMnFeZn,2.0
4854,AlCrMnFeZr,2.0
4855,AlCrMnFeNb,1.0
4856,AlCrMnFeMo,1.0
4857,AlCrMnFePd,2.0
4858,AlCrMnFeHf,1.0
4859,AlCrMnFeTa,1.0
4860,AlCrMnCoNi,1.0
4861,AlCrMnCoCu,1.0
4862,AlCrMnCoZn,1.0
4863,AlCrMnCoZr,2.0
4864,AlCrMnCoNb,1.0
4865,AlCrMnCoMo,1.0
4866,AlCrMnCoPd,2.0
4867,AlCrMnCoHf,1.0
4868,AlCrMnCoTa,1.0
4869,AlCrMnNiCu,2.0
4870,AlCrMnNiZn,2.0
4871,AlCrMnNiZr,2.0
4872,AlCrMnNiNb,2.0
4873,AlCrMnNiMo,2.0
4874,AlCrMnNiPd,2.0
4875,AlCrMnNiHf,1.0
4876,AlCrMnNiTa,1.0
4877,AlCrMnCuZn,2.0
4878,AlCrMnCuZr,2.0
4879,AlCrMnCuNb,2.0
4880,AlCrMnCuMo,2.0
4881,AlCrMnCuPd,2.0
4882,AlCrMnCuHf,1.0
4883,AlCrMnCuTa,1.0
4884,AlCrMnZnZr,2.0
4885,AlCrMnZnNb,2.0
4886,AlCrMnZnMo,2.0
4887,AlCrMnZnPd,2.0
4888,AlCrMnZnHf,1.0
4889,AlCrMnZnTa,1.0
4890,AlCrMnZrNb,0.0
4891,AlCrMnZrMo,0.0
4892,AlCrMnZrPd,2.0
4893,AlCrMnZrHf,1.0
4894,AlCrMnZrTa,1.0
4895,AlCrMnNbMo,0.0
4896,AlCrMnNbPd,2.0
4897,AlCrMnNbHf,1.0
4898,AlCrMnNbTa,1.0
4899,AlCrMnMoPd,2.0
4900,AlCrMnMoHf,1.0
4901,AlCrMnMoTa,1.0
4902,AlCrMnPdHf,1.0
4903,AlCrMnPdTa,1.0
4904,AlCrMnHfTa,1.0
4905,AlCrFeCoNi,1.0
4906,AlCrFeCoCu,2.0
4907,AlCrFeCoZn,2.0
4908,AlCrFeCoZr,2.0
4909,AlCrFeCoNb,2.0
4910,AlCrFeCoMo,2.0
4911,AlCrFeCoPd,2.0
4912,AlCrFeCoHf,1.0
4913,AlCrFeCoTa,1.0
4914,AlCrFeNiCu,2.0
4915,AlCrFeNiZn,2.0
4916,AlCrFeNiZr,2.0
4917,AlCrFeNiNb,2.0
4918,AlCrFeNiMo,0.0
4919,AlCrFeNiPd,2.0
4920,AlCrFeNiHf,1.0
4921,AlCrFeNiTa,1.0
4922,AlCrFeCuZn,2.0
4923,AlCrFeCuZr,2.0
4924,AlCrFeCuNb,2.0
4925,AlCrFeCuMo,0.0
4926,AlCrFeCuPd,2.0
4927,AlCrFeCuHf,1.0
4928,AlCrFeCuTa,1.0
4929,AlCrFeZnZr,2.0
4930,AlCrFeZnNb,2.0
4931,AlCrFeZnMo,2.0
4932,AlCrFeZnPd,2.0
4933,AlCrFeZnHf,1.0
4934,AlCrFeZnTa,1.0
4935,AlCrFeZrNb,0.0
4936,AlCrFeZrMo,0.0
4937,AlCrFeZrPd,2.0
4938,AlCrFeZrHf,1.0
4939,AlCrFeZrTa,1.0
4940,AlCrFeNbMo,0.0
4941,AlCrFeNbPd,2.0
4942,AlCrFeNbHf,1.0
4943,AlCrFeNbTa,1.0
4944,AlCrFeMoPd,0.0
4945,AlCrFeMoHf,1.0
4946,AlCrFeMoTa,1.0
4947,AlCrFePdHf,1.0
4948,AlCrFePdTa,1.0
4949,AlCrFeHfTa,1.0
4950,AlCrCoNiCu,1.0
4951,AlCrCoNiZn,1.0
4952,AlCrCoNiZr,2.0
4953,AlCrCoNiNb,2.0
4954,AlCrCoNiMo,2.0
4955,AlCrCoNiPd,2.0
4956,AlCrCoNiHf,1.0
4957,AlCrCoNiTa,1.0
4958,AlCrCoCuZn,1.0
4959,AlCrCoCuZr,2.0
4960,AlCrCoCuNb,2.0
4961,AlCrCoCuMo,2.0
4962,AlCrCoCuPd,2.0
4963,AlCrCoCuHf,1.0
4964,AlCrCoCuTa,1.0
4965,AlCrCoZnZr,2.0
4966,AlCrCoZnNb,2.0
4967,AlCrCoZnMo,2.0
4968,AlCrCoZnPd,2.0
4969,AlCrCoZnHf,1.0
4970,AlCrCoZnTa,1.0
4971,AlCrCoZrNb,0.0
4972,AlCrCoZrMo,0.0
4973,AlCrCoZrPd,2.0
4974,AlCrCoZrHf,1.0
4975,AlCrCoZrTa,1.0
4976,AlCrCoNbMo,2.0
4977,AlCrCoNbPd,2.0
4978,AlCrCoNbHf,1.0
4979,AlCrCoNbTa,1.0
4980,AlCrCoMoPd,2.0
4981,AlCrCoMoHf,1.0
4982,AlCrCoMoTa,1.0
4983,AlCrCoPdHf,1.0
4984,AlCrCoPdTa,1.0
4985,AlCrCoHfTa,1.0
4986,AlCrNiCuZn,1.0
4987,AlCrNiCuZr,2.0
4988,AlCrNiCuNb,2.0
4989,AlCrNiCuMo,2.0
4990,AlCrNiCuPd,2.0
4991,AlCrNiCuHf,1.0
4992,AlCrNiCuTa,1.0
4993,AlCrNiZnZr,2.0
4994,AlCrNiZnNb,2.0
4995,AlCrNiZnMo,2.0
4996,AlCrNiZnPd,2.0
4997,AlCrNiZnHf,1.0
4998,AlCrNiZnTa,1.0
4999,AlCrNiZrNb,0.0
5000,AlCrNiZrMo,0.0
5001,AlCrNiZrPd,2.0
5002,AlCrNiZrHf,1.0
5003,AlCrNiZrTa,1.0
5004,AlCrNiNbMo,0.0
5005,AlCrNiNbPd,2.0
5006,AlCrNiNbHf,1.0
5007,AlCrNiNbTa,1.0
5008,AlCrNiMoPd,2.0
5009,AlCrNiMoHf,1.0
5010,AlCrNiMoTa,1.0
5011,AlCrNiPdHf,1.0
5012,AlCrNiPdTa,1.0
5013,AlCrNiHfTa,1.0
5014,AlCrCuZnZr,2.0
5015,AlCrCuZnNb,2.0
5016,AlCrCuZnMo,2.0
5017,AlCrCuZnPd,2.0
5018,AlCrCuZnHf,1.0
5019,AlCrCuZnTa,1.0
5020,AlCrCuZrNb,2.0
5021,AlCrCuZrMo,2.0
5022,AlCrCuZrPd,2.0
5023,AlCrCuZrHf,1.0
5024,AlCrCuZrTa,1.0
5025,AlCrCuNbMo,2.0
5026,AlCrCuNbPd,2.0
5027,AlCrCuNbHf,1.0
5028,AlCrCuNbTa,1.0
5029,AlCrCuMoPd,2.0
5030,AlCrCuMoHf,1.0
5031,AlCrCuMoTa,1.0
5032,AlCrCuPdHf,1.0
5033,AlCrCuPdTa,1.0
5034,AlCrCuHfTa,1.0
5035,AlCrZnZrNb,2.0
5036,AlCrZnZrMo,2.0
5037,AlCrZnZrPd,2.0
5038,AlCrZnZrHf,1.0
5039,AlCrZnZrTa,1.0
5040,AlCrZnNbMo,2.0
5041,AlCrZnNbPd,2.0
5042,AlCrZnNbHf,1.0
5043,AlCrZnNbTa,1.0
5044,AlCrZnMoPd,1.0
5045,AlCrZnMoHf,1.0
5046,AlCrZnMoTa,1.0
5047,AlCrZnPdHf,1.0
5048,AlCrZnPdTa,1.0
5049,AlCrZnHfTa,1.0
5050,AlCrZrNbMo,2.0
5051,AlCrZrNbPd,2.0
5052,AlCrZrNbHf,1.0
5053,AlCrZrNbTa,1.0
5054,AlCrZrMoPd,2.0
5055,AlCrZrMoHf,1.0
5056,AlCrZrMoTa,1.0
5057,AlCrZrPdHf,1.0
5058,AlCrZrPdTa,1.0
5059,AlCrZrHfTa,1.0
5060,AlCrNbMoPd,1.0
5061,AlCrNbMoHf,1.0
5062,AlCrNbMoTa,1.0
5063,AlCrNbPdHf,1.0
5064,AlCrNbPdTa,1.0
5065,AlCrNbHfTa,1.0
5066,AlCrMoPdHf,1.0
5067,AlCrMoPdTa,1.0
5068,AlCrMoHfTa,1.0
5069,AlCrPdHfTa,1.0
5070,AlMnFeCoNi,1.0
5071,AlMnFeCoCu,2.0
5072,AlMnFeCoZn,2.0
5073,AlMnFeCoZr,2.0
5074,AlMnFeCoNb,2.0
5075,AlMnFeCoMo,2.0
5076,AlMnFeCoPd,2.0
5077,AlMnFeCoHf,1.0
5078,AlMnFeCoTa,1.0
5079,AlMnFeNiCu,2.0
5080,AlMnFeNiZn,2.0
5081,AlMnFeNiZr,2.0
5082,AlMnFeNiNb,2.0
5083,AlMnFeNiMo,2.0
5084,AlMnFeNiPd,2.0
5085,AlMnFeNiHf,1.0
5086,AlMnFeNiTa,1.0
5087,AlMnFeCuZn,2.0
5088,AlMnFeCuZr,2.0
5089,AlMnFeCuNb,2.0
5090,AlMnFeCuMo,2.0
5091,AlMnFeCuPd,2.0
5092,AlMnFeCuHf,1.0
5093,AlMnFeCuTa,1.0
5094,AlMnFeZnZr,2.0
5095,AlMnFeZnNb,2.0
5096,AlMnFeZnMo,2.0
5097,AlMnFeZnPd,2.0
5098,AlMnFeZnHf,1.0
5099,AlMnFeZnTa,1.0
5100,AlMnFeZrNb,0.0
5101,AlMnFeZrMo,0.0
5102,AlMnFeZrPd,2.0
5103,AlMnFeZrHf,1.0
5104,AlMnFeZrTa,1.0
5105,AlMnFeNbMo,0.0
5106,AlMnFeNbPd,2.0
5107,AlMnFeNbHf,1.0
5108,AlMnFeNbTa,1.0
5109,AlMnFeMoPd,2.0
5110,AlMnFeMoHf,1.0
5111,AlMnFeMoTa,1.0
5112,AlMnFePdHf,1.0
5113,AlMnFePdTa,1.0
5114,AlMnFeHfTa,1.0
5115,AlMnCoNiCu,1.0
5116,AlMnCoNiZn,1.0
5117,AlMnCoNiZr,2.0
5118,AlMnCoNiNb,2.0
5119,AlMnCoNiMo,2.0
5120,AlMnCoNiPd,2.0
5121,AlMnCoNiHf,1.0
5122,AlMnCoNiTa,1.0
5123,AlMnCoCuZn,1.0
5124,AlMnCoCuZr,2.0
5125,AlMnCoCuNb,2.0
5126,AlMnCoCuMo,2.0
5127,AlMnCoCuPd,2.0
5128,AlMnCoCuHf,1.0
5129,AlMnCoCuTa,1.0
5130,AlMnCoZnZr,2.0
5131,AlMnCoZnNb,2.0
5132,AlMnCoZnMo,2.0
