,Composition_Formula,GBTPredict
18592,VMnCoCuZrPd,0.0
18593,VMnCoCuZrHf,1.0
18594,VMnCoCuZrTa,1.0
18595,VMnCoCuNbMo,2.0
18596,VMnCoCuNbPd,2.0
18597,VMnCoCuNbHf,1.0
18598,VMnCoCuNbTa,1.0
18599,VMnCoCuMoPd,2.0
18600,VMnCoCuMoHf,1.0
18601,VMnCoCuMoTa,1.0
18602,VMnCoCuPdHf,1.0
18603,VMnCoCuPdTa,1.0
18604,VMnCoCuHfTa,1.0
18605,VMnCoZnZrNb,1.0
18606,VMnCoZnZrMo,1.0
18607,VMnCoZnZrPd,2.0
18608,VMnCoZnZrHf,1.0
18609,VMnCoZnZrTa,1.0
18610,VMnCoZnNbMo,1.0
18611,VMnCoZnNbPd,2.0
18612,VMnCoZnNbHf,1.0
18613,VMnCoZnNbTa,1.0
18614,VMnCoZnMoPd,2.0
18615,VMnCoZnMoHf,1.0
18616,VMnCoZnMoTa,1.0
18617,VMnCoZnPdHf,1.0
18618,VMnCoZnPdTa,1.0
18619,VMnCoZnHfTa,1.0
18620,VMnCoZrNbMo,1.0
18621,VMnCoZrNbPd,2.0
18622,VMnCoZrNbHf,1.0
18623,VMnCoZrNbTa,1.0
18624,VMnCoZrMoPd,2.0
18625,VMnCoZrMoHf,1.0
18626,VMnCoZrMoTa,1.0
18627,VMnCoZrPdHf,1.0
18628,VMnCoZrPdTa,1.0
18629,VMnCoZrHfTa,1.0
18630,VMnCoNbMoPd,1.0
18631,VMnCoNbMoHf,1.0
18632,VMnCoNbMoTa,1.0
18633,VMnCoNbPdHf,1.0
18634,VMnCoNbPdTa,1.0
18635,VMnCoNbHfTa,1.0
18636,VMnCoMoPdHf,1.0
18637,VMnCoMoPdTa,1.0
18638,VMnCoMoHfTa,1.0
18639,VMnCoPdHfTa,1.0
18640,VMnNiCuZnZr,1.0
18641,VMnNiCuZnNb,1.0
18642,VMnNiCuZnMo,1.0
18643,VMnNiCuZnPd,1.0
18644,VMnNiCuZnHf,1.0
18645,VMnNiCuZnTa,1.0
18646,VMnNiCuZrNb,1.0
18647,VMnNiCuZrMo,1.0
18648,VMnNiCuZrPd,2.0
18649,VMnNiCuZrHf,1.0
18650,VMnNiCuZrTa,1.0
18651,VMnNiCuNbMo,2.0
18652,VMnNiCuNbPd,1.0
18653,VMnNiCuNbHf,1.0
18654,VMnNiCuNbTa,1.0
18655,VMnNiCuMoPd,1.0
18656,VMnNiCuMoHf,1.0
18657,VMnNiCuMoTa,1.0
18658,VMnNiCuPdHf,1.0
18659,VMnNiCuPdTa,1.0
18660,VMnNiCuHfTa,1.0
18661,VMnNiZnZrNb,1.0
18662,VMnNiZnZrMo,1.0
18663,VMnNiZnZrPd,2.0
18664,VMnNiZnZrHf,1.0
18665,VMnNiZnZrTa,1.0
18666,VMnNiZnNbMo,1.0
18667,VMnNiZnNbPd,1.0
18668,VMnNiZnNbHf,1.0
18669,VMnNiZnNbTa,1.0
18670,VMnNiZnMoPd,1.0
18671,VMnNiZnMoHf,1.0
18672,VMnNiZnMoTa,1.0
18673,VMnNiZnPdHf,1.0
18674,VMnNiZnPdTa,1.0
18675,VMnNiZnHfTa,1.0
18676,VMnNiZrNbMo,1.0
18677,VMnNiZrNbPd,2.0
18678,VMnNiZrNbHf,1.0
18679,VMnNiZrNbTa,1.0
18680,VMnNiZrMoPd,2.0
18681,VMnNiZrMoHf,1.0
18682,VMnNiZrMoTa,1.0
18683,VMnNiZrPdHf,1.0
18684,VMnNiZrPdTa,1.0
18685,VMnNiZrHfTa,1.0
18686,VMnNiNbMoPd,1.0
18687,VMnNiNbMoHf,1.0
18688,VMnNiNbMoTa,1.0
18689,VMnNiNbPdHf,1.0
18690,VMnNiNbPdTa,1.0
18691,VMnNiNbHfTa,1.0
18692,VMnNiMoPdHf,1.0
18693,VMnNiMoPdTa,1.0
18694,VMnNiMoHfTa,1.0
18695,VMnNiPdHfTa,1.0
18696,VMnCuZnZrNb,2.0
18697,VMnCuZnZrMo,2.0
18698,VMnCuZnZrPd,2.0
18699,VMnCuZnZrHf,1.0
18700,VMnCuZnZrTa,1.0
18701,VMnCuZnNbMo,2.0
18702,VMnCuZnNbPd,1.0
18703,VMnCuZnNbHf,1.0
18704,VMnCuZnNbTa,1.0
18705,VMnCuZnMoPd,1.0
18706,VMnCuZnMoHf,1.0
18707,VMnCuZnMoTa,1.0
18708,VMnCuZnPdHf,1.0
18709,VMnCuZnPdTa,1.0
18710,VMnCuZnHfTa,1.0
18711,VMnCuZrNbMo,2.0
18712,VMnCuZrNbPd,2.0
18713,VMnCuZrNbHf,1.0
18714,VMnCuZrNbTa,1.0
18715,VMnCuZrMoPd,1.0
18716,VMnCuZrMoHf,1.0
18717,VMnCuZrMoTa,1.0
18718,VMnCuZrPdHf,1.0
18719,VMnCuZrPdTa,1.0
18720,VMnCuZrHfTa,1.0
18721,VMnCuNbMoPd,2.0
18722,VMnCuNbMoHf,1.0
18723,VMnCuNbMoTa,1.0
18724,VMnCuNbPdHf,1.0
18725,VMnCuNbPdTa,1.0
18726,VMnCuNbHfTa,1.0
18727,VMnCuMoPdHf,1.0
18728,VMnCuMoPdTa,1.0
18729,VMnCuMoHfTa,1.0
18730,VMnCuPdHfTa,1.0
18731,VMnZnZrNbMo,1.0
18732,VMnZnZrNbPd,2.0
18733,VMnZnZrNbHf,1.0
18734,VMnZnZrNbTa,1.0
18735,VMnZnZrMoPd,1.0
18736,VMnZnZrMoHf,1.0
18737,VMnZnZrMoTa,1.0
18738,VMnZnZrPdHf,1.0
18739,VMnZnZrPdTa,1.0
18740,VMnZnZrHfTa,1.0
18741,VMnZnNbMoPd,1.0
18742,VMnZnNbMoHf,1.0
18743,VMnZnNbMoTa,1.0
18744,VMnZnNbPdHf,1.0
18745,VMnZnNbPdTa,1.0
18746,VMnZnNbHfTa,1.0
18747,VMnZnMoPdHf,1.0
18748,VMnZnMoPdTa,1.0
18749,VMnZnMoHfTa,1.0
18750,VMnZnPdHfTa,1.0
18751,VMnZrNbMoPd,2.0
18752,VMnZrNbMoHf,1.0
18753,VMnZrNbMoTa,1.0
18754,VMnZrNbPdHf,1.0
18755,VMnZrNbPdTa,1.0
18756,VMnZrNbHfTa,1.0
18757,VMnZrMoPdHf,1.0
18758,VMnZrMoPdTa,1.0
18759,VMnZrMoHfTa,1.0
18760,VMnZrPdHfTa,1.0
18761,VMnNbMoPdHf,1.0
18762,VMnNbMoPdTa,1.0
18763,VMnNbMoHfTa,1.0
18764,VMnNbPdHfTa,1.0
18765,VMnMoPdHfTa,1.0
18766,VFeCoNiCuZn,1.0
18767,VFeCoNiCuZr,0.0
18768,VFeCoNiCuNb,1.0
18769,VFeCoNiCuMo,1.0
18770,VFeCoNiCuPd,1.0
18771,VFeCoNiCuHf,1.0
18772,VFeCoNiCuTa,1.0
18773,VFeCoNiZnZr,2.0
18774,VFeCoNiZnNb,2.0
18775,VFeCoNiZnMo,2.0
18776,VFeCoNiZnPd,2.0
18777,VFeCoNiZnHf,1.0
18778,VFeCoNiZnTa,1.0
18779,VFeCoNiZrNb,0.0
18780,VFeCoNiZrMo,2.0
18781,VFeCoNiZrPd,0.0
18782,VFeCoNiZrHf,1.0
18783,VFeCoNiZrTa,1.0
18784,VFeCoNiNbMo,1.0
18785,VFeCoNiNbPd,2.0
18786,VFeCoNiNbHf,1.0
18787,VFeCoNiNbTa,1.0
18788,VFeCoNiMoPd,2.0
18789,VFeCoNiMoHf,1.0
18790,VFeCoNiMoTa,1.0
18791,VFeCoNiPdHf,1.0
18792,VFeCoNiPdTa,1.0
18793,VFeCoNiHfTa,1.0
18794,VFeCoCuZnZr,1.0
18795,VFeCoCuZnNb,2.0
18796,VFeCoCuZnMo,2.0
18797,VFeCoCuZnPd,2.0
18798,VFeCoCuZnHf,1.0
18799,VFeCoCuZnTa,1.0
18800,VFeCoCuZrNb,2.0
18801,VFeCoCuZrMo,2.0
18802,VFeCoCuZrPd,0.0
18803,VFeCoCuZrHf,1.0
18804,VFeCoCuZrTa,1.0
18805,VFeCoCuNbMo,2.0
18806,VFeCoCuNbPd,1.0
18807,VFeCoCuNbHf,1.0
18808,VFeCoCuNbTa,1.0
18809,VFeCoCuMoPd,1.0
18810,VFeCoCuMoHf,1.0
18811,VFeCoCuMoTa,1.0
18812,VFeCoCuPdHf,1.0
18813,VFeCoCuPdTa,1.0
18814,VFeCoCuHfTa,1.0
18815,VFeCoZnZrNb,2.0
18816,VFeCoZnZrMo,2.0
18817,VFeCoZnZrPd,2.0
18818,VFeCoZnZrHf,1.0
18819,VFeCoZnZrTa,1.0
18820,VFeCoZnNbMo,2.0
18821,VFeCoZnNbPd,1.0
18822,VFeCoZnNbHf,1.0
18823,VFeCoZnNbTa,1.0
18824,VFeCoZnMoPd,1.0
18825,VFeCoZnMoHf,1.0
18826,VFeCoZnMoTa,1.0
18827,VFeCoZnPdHf,1.0
18828,VFeCoZnPdTa,1.0
18829,VFeCoZnHfTa,1.0
18830,VFeCoZrNbMo,1.0
18831,VFeCoZrNbPd,0.0
18832,VFeCoZrNbHf,1.0
18833,VFeCoZrNbTa,1.0
18834,VFeCoZrMoPd,2.0
18835,VFeCoZrMoHf,1.0
18836,VFeCoZrMoTa,1.0
18837,VFeCoZrPdHf,1.0
18838,VFeCoZrPdTa,1.0
18839,VFeCoZrHfTa,1.0
18840,VFeCoNbMoPd,1.0
18841,VFeCoNbMoHf,1.0
18842,VFeCoNbMoTa,1.0
18843,VFeCoNbPdHf,1.0
18844,VFeCoNbPdTa,1.0
18845,VFeCoNbHfTa,1.0
18846,VFeCoMoPdHf,1.0
18847,VFeCoMoPdTa,1.0
18848,VFeCoMoHfTa,1.0
18849,VFeCoPdHfTa,1.0
18850,VFeNiCuZnZr,1.0
18851,VFeNiCuZnNb,1.0
18852,VFeNiCuZnMo,1.0
18853,VFeNiCuZnPd,1.0
18854,VFeNiCuZnHf,1.0
18855,VFeNiCuZnTa,1.0
18856,VFeNiCuZrNb,1.0
18857,VFeNiCuZrMo,1.0
18858,VFeNiCuZrPd,0.0
18859,VFeNiCuZrHf,1.0
18860,VFeNiCuZrTa,1.0
18861,VFeNiCuNbMo,2.0
18862,VFeNiCuNbPd,1.0
18863,VFeNiCuNbHf,1.0
18864,VFeNiCuNbTa,1.0
18865,VFeNiCuMoPd,1.0
18866,VFeNiCuMoHf,1.0
18867,VFeNiCuMoTa,1.0
18868,VFeNiCuPdHf,1.0
18869,VFeNiCuPdTa,1.0
18870,VFeNiCuHfTa,1.0
18871,VFeNiZnZrNb,1.0
18872,VFeNiZnZrMo,2.0
18873,VFeNiZnZrPd,2.0
18874,VFeNiZnZrHf,1.0
18875,VFeNiZnZrTa,1.0
18876,VFeNiZnNbMo,1.0
18877,VFeNiZnNbPd,1.0
18878,VFeNiZnNbHf,1.0
18879,VFeNiZnNbTa,1.0
18880,VFeNiZnMoPd,1.0
18881,VFeNiZnMoHf,1.0
18882,VFeNiZnMoTa,1.0
18883,VFeNiZnPdHf,1.0
18884,VFeNiZnPdTa,1.0
18885,VFeNiZnHfTa,1.0
18886,VFeNiZrNbMo,1.0
18887,VFeNiZrNbPd,1.0
18888,VFeNiZrNbHf,1.0
18889,VFeNiZrNbTa,1.0
18890,VFeNiZrMoPd,1.0
18891,VFeNiZrMoHf,1.0
18892,VFeNiZrMoTa,1.0
18893,VFeNiZrPdHf,1.0
18894,VFeNiZrPdTa,1.0
18895,VFeNiZrHfTa,1.0
18896,VFeNiNbMoPd,1.0
18897,VFeNiNbMoHf,1.0
18898,VFeNiNbMoTa,1.0
18899,VFeNiNbPdHf,1.0
18900,VFeNiNbPdTa,1.0
18901,VFeNiNbHfTa,1.0
18902,VFeNiMoPdHf,1.0
18903,VFeNiMoPdTa,1.0
18904,VFeNiMoHfTa,1.0
18905,VFeNiPdHfTa,1.0
18906,VFeCuZnZrNb,2.0
18907,VFeCuZnZrMo,2.0
18908,VFeCuZnZrPd,2.0
18909,VFeCuZnZrHf,1.0
18910,VFeCuZnZrTa,1.0
18911,VFeCuZnNbMo,2.0
18912,VFeCuZnNbPd,1.0
18913,VFeCuZnNbHf,1.0
18914,VFeCuZnNbTa,1.0
18915,VFeCuZnMoPd,1.0
18916,VFeCuZnMoHf,1.0
18917,VFeCuZnMoTa,1.0
18918,VFeCuZnPdHf,1.0
18919,VFeCuZnPdTa,1.0
18920,VFeCuZnHfTa,1.0
18921,VFeCuZrNbMo,2.0
18922,VFeCuZrNbPd,2.0
18923,VFeCuZrNbHf,1.0
18924,VFeCuZrNbTa,1.0
18925,VFeCuZrMoPd,2.0
18926,VFeCuZrMoHf,1.0
18927,VFeCuZrMoTa,1.0
18928,VFeCuZrPdHf,1.0
18929,VFeCuZrPdTa,1.0
18930,VFeCuZrHfTa,1.0
18931,VFeCuNbMoPd,2.0
18932,VFeCuNbMoHf,2.0
18933,VFeCuNbMoTa,1.0
18934,VFeCuNbPdHf,1.0
18935,VFeCuNbPdTa,1.0
18936,VFeCuNbHfTa,1.0
18937,VFeCuMoPdHf,1.0
18938,VFeCuMoPdTa,1.0
18939,VFeCuMoHfTa,1.0
18940,VFeCuPdHfTa,1.0
18941,VFeZnZrNbMo,1.0
18942,VFeZnZrNbPd,2.0
18943,VFeZnZrNbHf,1.0
18944,VFeZnZrNbTa,1.0
18945,VFeZnZrMoPd,2.0
18946,VFeZnZrMoHf,1.0
18947,VFeZnZrMoTa,1.0
18948,VFeZnZrPdHf,1.0
18949,VFeZnZrPdTa,1.0
18950,VFeZnZrHfTa,1.0
18951,VFeZnNbMoPd,1.0
18952,VFeZnNbMoHf,1.0
18953,VFeZnNbMoTa,1.0
18954,VFeZnNbPdHf,1.0
18955,VFeZnNbPdTa,1.0
18956,VFeZnNbHfTa,1.0
18957,VFeZnMoPdHf,1.0
18958,VFeZnMoPdTa,1.0
18959,VFeZnMoHfTa,1.0
18960,VFeZnPdHfTa,1.0
18961,VFeZrNbMoPd,2.0
18962,VFeZrNbMoHf,1.0
18963,VFeZrNbMoTa,1.0
18964,VFeZrNbPdHf,1.0
18965,VFeZrNbPdTa,1.0
18966,VFeZrNbHfTa,1.0
18967,VFeZrMoPdHf,1.0
18968,VFeZrMoPdTa,1.0
18969,VFeZrMoHfTa,1.0
18970,VFeZrPdHfTa,1.0
18971,VFeNbMoPdHf,1.0
18972,VFeNbMoPdTa,1.0
18973,VFeNbMoHfTa,1.0
18974,VFeNbPdHfTa,1.0
18975,VFeMoPdHfTa,1.0
18976,VCoNiCuZnZr,1.0
18977,VCoNiCuZnNb,1.0
18978,VCoNiCuZnMo,1.0
18979,VCoNiCuZnPd,1.0
18980,VCoNiCuZnHf,1.0
18981,VCoNiCuZnTa,1.0
18982,VCoNiCuZrNb,2.0
18983,VCoNiCuZrMo,2.0
18984,VCoNiCuZrPd,0.0
18985,VCoNiCuZrHf,1.0
18986,VCoNiCuZrTa,1.0
18987,VCoNiCuNbMo,2.0
18988,VCoNiCuNbPd,1.0
18989,VCoNiCuNbHf,1.0
18990,VCoNiCuNbTa,1.0
18991,VCoNiCuMoPd,1.0
18992,VCoNiCuMoHf,1.0
18993,VCoNiCuMoTa,1.0
18994,VCoNiCuPdHf,1.0
18995,VCoNiCuPdTa,1.0
18996,VCoNiCuHfTa,1.0
18997,VCoNiZnZrNb,1.0
18998,VCoNiZnZrMo,2.0
18999,VCoNiZnZrPd,1.0
19000,VCoNiZnZrHf,1.0
19001,VCoNiZnZrTa,1.0
19002,VCoNiZnNbMo,1.0
19003,VCoNiZnNbPd,1.0
19004,VCoNiZnNbHf,1.0
19005,VCoNiZnNbTa,1.0
19006,VCoNiZnMoPd,1.0
19007,VCoNiZnMoHf,1.0
19008,VCoNiZnMoTa,1.0
19009,VCoNiZnPdHf,1.0
19010,VCoNiZnPdTa,1.0
19011,VCoNiZnHfTa,1.0
19012,VCoNiZrNbMo,1.0
19013,VCoNiZrNbPd,2.0
19014,VCoNiZrNbHf,1.0
19015,VCoNiZrNbTa,1.0
19016,VCoNiZrMoPd,2.0
19017,VCoNiZrMoHf,1.0
19018,VCoNiZrMoTa,1.0
19019,VCoNiZrPdHf,1.0
19020,VCoNiZrPdTa,1.0
19021,VCoNiZrHfTa,1.0
19022,VCoNiNbMoPd,1.0
19023,VCoNiNbMoHf,1.0
19024,VCoNiNbMoTa,1.0
19025,VCoNiNbPdHf,1.0
19026,VCoNiNbPdTa,1.0
19027,VCoNiNbHfTa,1.0
19028,VCoNiMoPdHf,1.0
19029,VCoNiMoPdTa,1.0
19030,VCoNiMoHfTa,1.0
19031,VCoNiPdHfTa,1.0
19032,VCoCuZnZrNb,2.0
19033,VCoCuZnZrMo,2.0
19034,VCoCuZnZrPd,2.0
19035,VCoCuZnZrHf,1.0
19036,VCoCuZnZrTa,1.0
19037,VCoCuZnNbMo,2.0
19038,VCoCuZnNbPd,2.0
19039,VCoCuZnNbHf,1.0
19040,VCoCuZnNbTa,1.0
19041,VCoCuZnMoPd,1.0
19042,VCoCuZnMoHf,1.0
19043,VCoCuZnMoTa,1.0
19044,VCoCuZnPdHf,1.0
19045,VCoCuZnPdTa,1.0
19046,VCoCuZnHfTa,1.0
19047,VCoCuZrNbMo,2.0
19048,VCoCuZrNbPd,2.0
19049,VCoCuZrNbHf,1.0
19050,VCoCuZrNbTa,1.0
19051,VCoCuZrMoPd,2.0
19052,VCoCuZrMoHf,1.0
19053,VCoCuZrMoTa,1.0
19054,VCoCuZrPdHf,1.0
19055,VCoCuZrPdTa,1.0
19056,VCoCuZrHfTa,1.0
19057,VCoCuNbMoPd,2.0
19058,VCoCuNbMoHf,2.0
19059,VCoCuNbMoTa,1.0
19060,VCoCuNbPdHf,1.0
19061,VCoCuNbPdTa,1.0
19062,VCoCuNbHfTa,1.0
19063,VCoCuMoPdHf,1.0
19064,VCoCuMoPdTa,1.0
19065,VCoCuMoHfTa,1.0
19066,VCoCuPdHfTa,1.0
19067,VCoZnZrNbMo,1.0
19068,VCoZnZrNbPd,2.0
19069,VCoZnZrNbHf,1.0
19070,VCoZnZrNbTa,1.0
19071,VCoZnZrMoPd,2.0
19072,VCoZnZrMoHf,1.0
19073,VCoZnZrMoTa,1.0
19074,VCoZnZrPdHf,1.0
19075,VCoZnZrPdTa,1.0
19076,VCoZnZrHfTa,1.0
19077,VCoZnNbMoPd,2.0
19078,VCoZnNbMoHf,1.0
19079,VCoZnNbMoTa,1.0
19080,VCoZnNbPdHf,1.0
19081,VCoZnNbPdTa,1.0
19082,VCoZnNbHfTa,1.0
19083,VCoZnMoPdHf,1.0
19084,VCoZnMoPdTa,1.0
19085,VCoZnMoHfTa,1.0
19086,VCoZnPdHfTa,1.0
19087,VCoZrNbMoPd,2.0
19088,VCoZrNbMoHf,1.0
19089,VCoZrNbMoTa,1.0
19090,VCoZrNbPdHf,1.0
19091,VCoZrNbPdTa,1.0
19092,VCoZrNbHfTa,1.0
19093,VCoZrMoPdHf,1.0
19094,VCoZrMoPdTa,1.0
19095,VCoZrMoHfTa,1.0
19096,VCoZrPdHfTa,1.0
19097,VCoNbMoPdHf,1.0
19098,VCoNbMoPdTa,1.0
19099,VCoNbMoHfTa,1.0
19100,VCoNbPdHfTa,1.0
19101,VCoMoPdHfTa,1.0
19102,VNiCuZnZrNb,2.0
19103,VNiCuZnZrMo,2.0
19104,VNiCuZnZrPd,2.0
19105,VNiCuZnZrHf,1.0
19106,VNiCuZnZrTa,1.0
19107,VNiCuZnNbMo,2.0
19108,VNiCuZnNbPd,2.0
19109,VNiCuZnNbHf,1.0
19110,VNiCuZnNbTa,1.0
19111,VNiCuZnMoPd,1.0
19112,VNiCuZnMoHf,1.0
19113,VNiCuZnMoTa,1.0
19114,VNiCuZnPdHf,1.0
19115,VNiCuZnPdTa,1.0
19116,VNiCuZnHfTa,1.0
19117,VNiCuZrNbMo,2.0
19118,VNiCuZrNbPd,1.0
19119,VNiCuZrNbHf,1.0
19120,VNiCuZrNbTa,1.0
19121,VNiCuZrMoPd,1.0
19122,VNiCuZrMoHf,1.0
19123,VNiCuZrMoTa,1.0
19124,VNiCuZrPdHf,1.0
19125,VNiCuZrPdTa,1.0
19126,VNiCuZrHfTa,1.0
19127,VNiCuNbMoPd,2.0
19128,VNiCuNbMoHf,1.0
19129,VNiCuNbMoTa,1.0
19130,VNiCuNbPdHf,1.0
19131,VNiCuNbPdTa,1.0
19132,VNiCuNbHfTa,1.0
19133,VNiCuMoPdHf,1.0
19134,VNiCuMoPdTa,1.0
19135,VNiCuMoHfTa,1.0
19136,VNiCuPdHfTa,1.0
19137,VNiZnZrNbMo,1.0
19138,VNiZnZrNbPd,2.0
19139,VNiZnZrNbHf,1.0
19140,VNiZnZrNbTa,1.0
19141,VNiZnZrMoPd,2.0
19142,VNiZnZrMoHf,1.0
19143,VNiZnZrMoTa,1.0
19144,VNiZnZrPdHf,1.0
19145,VNiZnZrPdTa,1.0
19146,VNiZnZrHfTa,1.0
19147,VNiZnNbMoPd,1.0
19148,VNiZnNbMoHf,1.0
19149,VNiZnNbMoTa,1.0
19150,VNiZnNbPdHf,1.0
19151,VNiZnNbPdTa,1.0
19152,VNiZnNbHfTa,1.0
19153,VNiZnMoPdHf,1.0
19154,VNiZnMoPdTa,1.0
19155,VNiZnMoHfTa,1.0
19156,VNiZnPdHfTa,1.0
19157,VNiZrNbMoPd,2.0
19158,VNiZrNbMoHf,1.0
19159,VNiZrNbMoTa,1.0
19160,VNiZrNbPdHf,1.0
19161,VNiZrNbPdTa,1.0
19162,VNiZrNbHfTa,1.0
19163,VNiZrMoPdHf,1.0
19164,VNiZrMoPdTa,1.0
19165,VNiZrMoHfTa,1.0
19166,VNiZrPdHfTa,1.0
19167,VNiNbMoPdHf,1.0
19168,VNiNbMoPdTa,1.0
19169,VNiNbMoHfTa,1.0
19170,VNiNbPdHfTa,1.0
19171,VNiMoPdHfTa,1.0
19172,VCuZnZrNbMo,2.0
19173,VCuZnZrNbPd,2.0
19174,VCuZnZrNbHf,1.0
19175,VCuZnZrNbTa,1.0
19176,VCuZnZrMoPd,1.0
19177,VCuZnZrMoHf,1.0
19178,VCuZnZrMoTa,1.0
19179,VCuZnZrPdHf,1.0
19180,VCuZnZrPdTa,1.0
19181,VCuZnZrHfTa,1.0
19182,VCuZnNbMoPd,2.0
19183,VCuZnNbMoHf,2.0
19184,VCuZnNbMoTa,1.0
19185,VCuZnNbPdHf,1.0
19186,VCuZnNbPdTa,1.0
19187,VCuZnNbHfTa,1.0
19188,VCuZnMoPdHf,1.0
19189,VCuZnMoPdTa,1.0
19190,VCuZnMoHfTa,1.0
19191,VCuZnPdHfTa,1.0
19192,VCuZrNbMoPd,2.0
19193,VCuZrNbMoHf,2.0
19194,VCuZrNbMoTa,2.0
19195,VCuZrNbPdHf,1.0
19196,VCuZrNbPdTa,1.0
19197,VCuZrNbHfTa,1.0
19198,VCuZrMoPdHf,1.0
19199,VCuZrMoPdTa,1.0
19200,VCuZrMoHfTa,1.0
19201,VCuZrPdHfTa,1.0
19202,VCuNbMoPdHf,1.0
19203,VCuNbMoPdTa,1.0
19204,VCuNbMoHfTa,2.0
19205,VCuNbPdHfTa,1.0
19206,VCuMoPdHfTa,1.0
19207,VZnZrNbMoPd,1.0
19208,VZnZrNbMoHf,1.0
19209,VZnZrNbMoTa,1.0
19210,VZnZrNbPdHf,1.0
19211,VZnZrNbPdTa,1.0
19212,VZnZrNbHfTa,1.0
19213,VZnZrMoPdHf,1.0
19214,VZnZrMoPdTa,1.0
19215,VZnZrMoHfTa,1.0
19216,VZnZrPdHfTa,1.0
19217,VZnNbMoPdHf,1.0
19218,VZnNbMoPdTa,1.0
19219,VZnNbMoHfTa,1.0
19220,VZnNbPdHfTa,1.0
19221,VZnMoPdHfTa,1.0
19222,VZrNbMoPdHf,1.0
19223,VZrNbMoPdTa,1.0
19224,VZrNbMoHfTa,1.0
19225,VZrNbPdHfTa,1.0
19226,VZrMoPdHfTa,1.0
19227,VNbMoPdHfTa,1.0
19228,CrMnFeCoNiCu,1.0
19229,CrMnFeCoNiZn,1.0
19230,CrMnFeCoNiZr,1.0
19231,CrMnFeCoNiNb,1.0
19232,CrMnFeCoNiMo,1.0
19233,CrMnFeCoNiPd,1.0
19234,CrMnFeCoNiHf,1.0
19235,CrMnFeCoNiTa,1.0
19236,CrMnFeCoCuZn,1.0
19237,CrMnFeCoCuZr,1.0
19238,CrMnFeCoCuNb,1.0
19239,CrMnFeCoCuMo,1.0
19240,CrMnFeCoCuPd,1.0
19241,CrMnFeCoCuHf,1.0
19242,CrMnFeCoCuTa,1.0
19243,CrMnFeCoZnZr,1.0
19244,CrMnFeCoZnNb,2.0
19245,CrMnFeCoZnMo,2.0
19246,CrMnFeCoZnPd,1.0
19247,CrMnFeCoZnHf,1.0
19248,CrMnFeCoZnTa,1.0
19249,CrMnFeCoZrNb,1.0
19250,CrMnFeCoZrMo,0.0
19251,CrMnFeCoZrPd,2.0
19252,CrMnFeCoZrHf,1.0
19253,CrMnFeCoZrTa,1.0
19254,CrMnFeCoNbMo,2.0
19255,CrMnFeCoNbPd,1.0
19256,CrMnFeCoNbHf,1.0
19257,CrMnFeCoNbTa,1.0
19258,CrMnFeCoMoPd,2.0
19259,CrMnFeCoMoHf,1.0
19260,CrMnFeCoMoTa,1.0
19261,CrMnFeCoPdHf,1.0
19262,CrMnFeCoPdTa,1.0
19263,CrMnFeCoHfTa,1.0
19264,CrMnFeNiCuZn,1.0
19265,CrMnFeNiCuZr,2.0
19266,CrMnFeNiCuNb,1.0
19267,CrMnFeNiCuMo,1.0
19268,CrMnFeNiCuPd,1.0
19269,CrMnFeNiCuHf,1.0
19270,CrMnFeNiCuTa,1.0
19271,CrMnFeNiZnZr,2.0
19272,CrMnFeNiZnNb,2.0
19273,CrMnFeNiZnMo,1.0
19274,CrMnFeNiZnPd,1.0
19275,CrMnFeNiZnHf,1.0
19276,CrMnFeNiZnTa,1.0
19277,CrMnFeNiZrNb,1.0
19278,CrMnFeNiZrMo,1.0
19279,CrMnFeNiZrPd,2.0
19280,CrMnFeNiZrHf,1.0
19281,CrMnFeNiZrTa,1.0
19282,CrMnFeNiNbMo,2.0
19283,CrMnFeNiNbPd,2.0
19284,CrMnFeNiNbHf,1.0
19285,CrMnFeNiNbTa,1.0
19286,CrMnFeNiMoPd,1.0
19287,CrMnFeNiMoHf,1.0
19288,CrMnFeNiMoTa,1.0
19289,CrMnFeNiPdHf,1.0
19290,CrMnFeNiPdTa,1.0
19291,CrMnFeNiHfTa,1.0
19292,CrMnFeCuZnZr,2.0
19293,CrMnFeCuZnNb,2.0
19294,CrMnFeCuZnMo,1.0
19295,CrMnFeCuZnPd,1.0
19296,CrMnFeCuZnHf,1.0
19297,CrMnFeCuZnTa,1.0
19298,CrMnFeCuZrNb,2.0
19299,CrMnFeCuZrMo,2.0
19300,CrMnFeCuZrPd,2.0
19301,CrMnFeCuZrHf,1.0
19302,CrMnFeCuZrTa,1.0
19303,CrMnFeCuNbMo,1.0
19304,CrMnFeCuNbPd,2.0
19305,CrMnFeCuNbHf,1.0
19306,CrMnFeCuNbTa,1.0
19307,CrMnFeCuMoPd,1.0
19308,CrMnFeCuMoHf,1.0
19309,CrMnFeCuMoTa,1.0
19310,CrMnFeCuPdHf,1.0
19311,CrMnFeCuPdTa,1.0
19312,CrMnFeCuHfTa,1.0
19313,CrMnFeZnZrNb,2.0
19314,CrMnFeZnZrMo,2.0
19315,CrMnFeZnZrPd,2.0
19316,CrMnFeZnZrHf,1.0
19317,CrMnFeZnZrTa,1.0
19318,CrMnFeZnNbMo,2.0
19319,CrMnFeZnNbPd,1.0
19320,CrMnFeZnNbHf,1.0
19321,CrMnFeZnNbTa,1.0
19322,CrMnFeZnMoPd,1.0
