,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm, min Number, max Number, range Number, mean Number, avg_dev Number, mode Number, min MendeleevNumber, max MendeleevNumber, range MendeleevNumber, mean MendeleevNumber, avg_dev MendeleevNumber, mode MendeleevNumber, min AtomicWeight, max AtomicWeight, range AtomicWeight, mean AtomicWeight, avg_dev AtomicWeight, mode AtomicWeight, min MeltingT, max MeltingT, range MeltingT, mean MeltingT, avg_dev MeltingT, mode MeltingT, min Column, max Column, range Column, mean Column, avg_dev Column, mode Column, min Row, max Row, range Row, mean Row, avg_dev Row, mode Row, min CovalentRadius, max CovalentRadius, range CovalentRadius, mean CovalentRadius, avg_dev CovalentRadius, mode CovalentRadius, min Electronegativity, max Electronegativity, range Electronegativity, mean Electronegativity, avg_dev Electronegativity, mode Electronegativity, min NsValence, max NsValence, range NsValence, mean NsValence, avg_dev NsValence, mode NsValence, min NpValence, max NpValence, range NpValence, mean NpValence, avg_dev NpValence, mode NpValence, min NdValence, max NdValence, range NdValence, mean NdValence, avg_dev NdValence, mode NdValence, min NfValence, max NfValence, range NfValence, mean NfValence, avg_dev NfValence, mode NfValence, min NValence, max NValence, range NValence, mean NValence, avg_dev NValence, mode NValence, min NsUnfilled, max NsUnfilled, range NsUnfilled, mean NsUnfilled, avg_dev NsUnfilled, mode NsUnfilled, min NpUnfilled, max NpUnfilled, range NpUnfilled, mean NpUnfilled, avg_dev NpUnfilled, mode NpUnfilled, min NdUnfilled, max NdUnfilled, range NdUnfilled, mean NdUnfilled, avg_dev NdUnfilled, mode NdUnfilled, min NfUnfilled, max NfUnfilled, range NfUnfilled, mean NfUnfilled, avg_dev NfUnfilled, mode NfUnfilled, min NUnfilled, max NUnfilled, range NUnfilled, mean NUnfilled, avg_dev NUnfilled, mode NUnfilled, min GSvolume_pa, max GSvolume_pa, range GSvolume_pa, mean GSvolume_pa, avg_dev GSvolume_pa, mode GSvolume_pa, min GSbandgap, max GSbandgap, range GSbandgap, mean GSbandgap, avg_dev GSbandgap, mode GSbandgap, min GSmagmom, max GSmagmom, range GSmagmom, mean GSmagmom, avg_dev GSmagmom, mode GSmagmom, min SpaceGroupNumber, max SpaceGroupNumber, range SpaceGroupNumber, mean SpaceGroupNumber, avg_dev SpaceGroupNumber, mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char
62,7,0.38461538461538464,0.2814850546171517,0.22037793510239398,0.19876130480720686,0.18403856420527373,13.0,29.0,16.0,25.0,3.076923076923077,22.0,43.0,73.0,30.0,56.38461538461539,6.816568047337278,43.0,26.9815386,63.546,36.5644614,53.9033022,6.585964984615385,47.867,933.47,2180.0,1246.53,1731.1546153846155,238.57893491124258,1357.77,4.0,13.0,9.0,8.384615384615385,2.2011834319526624,4.0,3.0,4.0,1.0,3.923076923076923,0.14201183431952677,4.0,121.0,160.0,39.0,134.3846153846154,9.301775147928995,124.0,1.54,1.91,0.3699999999999999,1.7730769230769228,0.1315976331360947,1.54,1.0,2.0,1.0,1.6923076923076923,0.4260355029585799,1.0,0.0,1.0,1.0,0.07692307692307693,0.1420118343195266,0.0,0.0,10.0,10.0,5.846153846153846,2.3431952662721893,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.615384615384615,2.319526627218935,4.0,0.0,1.0,1.0,0.3076923076923077,0.4260355029585799,0.0,0.0,5.0,5.0,0.38461538461538464,0.7100591715976332,0.0,0.0,8.0,8.0,3.3846153846153846,2.106508875739645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.076923076923077,1.9408284023668638,1.0,10.245,16.69,6.445000000000002,12.074615384615385,2.0978698224852073,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6545463435897436,0.723089634714004,0.0,194.0,229.0,35.0,216.69230769230768,13.964497041420124,194.0,1.6923076923076923,0.07692307692307693,5.846153846153846,0.0,False,0.033645949486530435,0.004940389968712814
63,7,0.3860452882500765,0.28349937638156997,0.22344147963428862,0.20293640654162418,0.19002849728144688,13.0,29.0,16.0,24.910447761194032,3.0920026732011574,22.0,43.0,73.0,30.0,55.985074626865675,7.030519046558253,43.0,26.9815386,63.546,36.5644614,53.723114074626864,6.604519015370906,47.867,933.47,2180.0,1246.53,1737.4186567164181,236.13183337046107,1941.0,4.0,13.0,9.0,8.253731343283581,2.2722209846290933,4.0,3.0,4.0,1.0,3.925373134328358,0.13811539318333704,4.0,121.0,160.0,39.0,135.1492537313433,10.051236355535757,160.0,1.54,1.91,0.3699999999999999,1.7661194029850744,0.13597683225662732,1.54,1.0,2.0,1.0,1.7014925373134329,0.41880151481398975,2.0,0.0,1.0,1.0,0.07462686567164178,0.13811539318333704,0.0,0.0,10.0,10.0,5.731343283582089,2.4103363778124307,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.507462686567163,2.37914903096458,4.0,0.0,1.0,1.0,0.29850746268656714,0.41880151481398975,0.0,0.0,5.0,5.0,0.3731343283582089,0.6905769659166852,0.0,0.0,8.0,8.0,3.5223880597014925,2.1875696146134995,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.1940298507462686,2.022722209846291,8.0,10.245,16.69,6.445000000000002,12.21238805970149,2.2408777010470033,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6350083194029851,0.7131693615504567,2.25333333333e-05,194.0,229.0,35.0,216.0149253731343,14.45756293161061,194.0,1.7014925373134329,0.07462686567164178,5.731343283582089,0.0,False,0.033645949486530435,0.005180136470727572
64,7,0.38915135020572617,0.2882642316614119,0.2315457424057896,0.214483934780076,0.2061601592063816,13.0,29.0,16.0,24.82608695652174,3.1001890359168245,22.0,43.0,73.0,30.0,55.60869565217391,7.208569628229363,43.0,26.9815386,63.546,36.5644614,53.55337163768116,6.609886507036336,47.867,933.47,2180.0,1246.53,1743.3195652173913,233.56345305608068,1941.0,4.0,13.0,9.0,8.130434782608695,2.331442974165091,4.0,3.0,4.0,1.0,3.927536231884058,0.1344255408527619,4.0,121.0,160.0,39.0,135.86956521739128,10.69943289224952,160.0,1.54,1.91,0.3699999999999999,1.759565217391304,0.13963453056080657,1.54,1.0,2.0,1.0,1.710144927536232,0.4116782188615836,2.0,0.0,1.0,1.0,0.07246376811594203,0.134425540852762,0.0,0.0,10.0,10.0,5.623188405797101,2.465868515017853,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.405797101449275,2.428061331653014,4.0,0.0,1.0,1.0,0.2898550724637681,0.41167821886158373,0.0,0.0,5.0,5.0,0.36231884057971014,0.67212770426381,0.0,0.0,8.0,8.0,3.652173913043478,2.255828607435413,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.304347826086956,2.0919974795211087,8.0,10.245,16.69,6.445000000000002,12.342173913043478,2.364020163831128,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6166029342995168,0.7031675743191206,2.25333333333e-05,194.0,229.0,35.0,215.37681159420288,14.870825456836805,194.0,1.710144927536232,0.07246376811594203,5.623188405797101,0.0,False,0.033645949486530435,0.005384187695101975
65,7,0.39361094683048226,0.2953481978882774,0.24372678473906317,0.23092673553341447,0.22635670170283048,13.0,29.0,16.0,24.746478873239436,3.1025590160682404,22.0,43.0,73.0,30.0,55.25352112676057,7.355683396151559,43.0,26.9815386,63.546,36.5644614,53.39319215492958,6.604176445149771,47.867,933.47,2180.0,1246.53,1748.8880281690144,230.90565364015066,1941.0,4.0,13.0,9.0,8.014084507042254,2.3804800634794687,4.0,3.0,4.0,1.0,3.9295774647887325,0.1309264034913707,4.0,121.0,160.0,39.0,136.5492957746479,11.259670700257889,160.0,1.54,1.91,0.3699999999999999,1.753380281690141,0.14267010513786946,1.54,1.0,2.0,1.0,1.7183098591549295,0.40468161079150966,2.0,0.0,1.0,1.0,0.07042253521126761,0.13092640349137077,0.0,0.0,10.0,10.0,5.521126760563381,2.5114064669708394,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.309859154929578,2.4677643324737155,4.0,0.0,1.0,1.0,0.28169014084507044,0.4046816107915096,0.0,0.0,5.0,5.0,0.35211267605633806,0.6546320174568538,0.0,0.0,8.0,8.0,3.774647887323944,2.3130331283475507,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.408450704225352,2.150366990676453,8.0,10.245,16.69,6.445000000000002,12.464647887323943,2.4699266018647097,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5992344723004694,0.6931450860279046,2.25333333333e-05,194.0,229.0,35.0,214.77464788732397,15.215235072406264,194.0,1.7183098591549295,0.07042253521126761,5.521126760563381,0.0,False,0.033645949486530435,0.0055573502510741805
66,7,0.3991452680639305,0.30425731408588197,0.2584964217249987,0.24936049221386855,0.24691855063276918,13.0,29.0,16.0,24.671232876712327,3.1000187652467637,22.0,43.0,73.0,30.0,54.91780821917808,7.498592606492776,43.0,26.9815386,63.546,36.5644614,53.241789630136985,6.5891606793019335,47.867,933.47,2180.0,1246.53,1754.1513698630138,228.18449990617376,1941.0,4.0,13.0,9.0,7.904109589041097,2.4469881778945393,4.0,3.0,4.0,1.0,3.9315068493150687,0.12760367798836542,4.0,121.0,160.0,39.0,137.1917808219178,11.743291424282228,160.0,1.54,1.91,0.3699999999999999,1.7475342465753425,0.14516794895852878,1.54,1.0,2.0,1.0,1.726027397260274,0.3978232313754926,2.0,0.0,1.0,1.0,0.0684931506849315,0.12760367798836558,0.0,0.0,10.0,10.0,5.424657534246576,2.5483205104147117,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.219178082191782,2.499530868830925,4.0,0.0,1.0,1.0,0.273972602739726,0.3978232313754926,0.0,0.0,5.0,5.0,0.3424657534246575,0.6380183899418277,0.0,0.0,8.0,8.0,3.8904109589041096,2.360668042784763,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.506849315068493,2.199286920623006,8.0,10.245,16.69,6.445000000000002,12.580410958904109,2.56083693000563,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.582817706849315,0.6865960491649465,2.25333333333e-05,194.0,229.0,35.0,214.20547945205482,15.500093826233812,194.0,1.726027397260274,0.0684931506849315,5.424657534246576,0.0,False,0.033645949486530435,0.005703713194773761
67,7,0.4055175020198813,0.31451293202110225,0.27456957470403387,0.26813268566051923,0.2667966150994029,13.0,29.0,16.0,24.6,3.0933333333333333,22.0,43.0,73.0,30.0,54.6,7.679999999999999,43.0,26.9815386,63.546,36.5644614,53.098461906666664,6.566332632888889,47.867,933.47,2180.0,1246.53,1759.1340000000002,225.42133333333325,1941.0,4.0,13.0,9.0,7.8,2.5066666666666664,4.0,3.0,4.0,1.0,3.933333333333333,0.12444444444444462,4.0,121.0,160.0,39.0,137.8,12.160000000000002,160.0,1.54,1.91,0.3699999999999999,1.742,0.14719999999999994,1.54,1.0,2.0,1.0,1.7333333333333334,0.3911111111111111,2.0,0.0,1.0,1.0,0.06666666666666667,0.12444444444444443,0.0,0.0,10.0,10.0,5.333333333333333,2.577777777777778,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.133333333333334,2.524444444444445,4.0,0.0,1.0,1.0,0.26666666666666666,0.3911111111111111,0.0,0.0,5.0,5.0,0.3333333333333333,0.6222222222222223,0.0,0.0,8.0,8.0,4.0,2.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.6,2.24,8.0,10.245,16.69,6.445000000000002,12.69,2.6386666666666665,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5672765022222223,0.680719784888889,2.25333333333e-05,194.0,229.0,35.0,213.66666666666666,15.733333333333336,194.0,1.7333333333333334,0.06666666666666667,5.333333333333333,0.0,False,0.033645949486530435,0.005826768464752678
68,7,0.4014436757421748,0.3015585198576135,0.24305991955698575,0.22274120016541826,0.2091514725403302,13.0,29.0,16.0,24.181818181818183,3.512396694214875,24.0,43.0,73.0,30.0,57.31818181818182,6.47107438016529,49.0,26.9815386,63.546,36.5644614,51.913427081818185,7.535319964462807,51.9961,933.47,2180.0,1246.53,1726.7354545454546,249.8874380165289,1728.0,4.0,13.0,9.0,8.636363636363637,2.0330578512396693,6.0,3.0,4.0,1.0,3.8636363636363638,0.23553719008264454,4.0,121.0,160.0,39.0,131.77272727272728,7.863636363636363,124.0,1.54,1.91,0.3699999999999999,1.7695454545454543,0.1250826446280992,1.66,1.0,2.0,1.0,1.7727272727272727,0.3512396694214876,1.0,0.0,1.0,1.0,0.13636363636363635,0.2355371900826446,0.0,0.0,10.0,10.0,5.363636363636363,2.206611570247934,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.2727272727272725,2.2231404958677685,6.0,0.0,1.0,1.0,0.22727272727272727,0.3512396694214876,0.0,0.0,5.0,5.0,0.6818181818181818,1.177685950413223,0.0,0.0,8.0,8.0,3.272727272727273,1.7520661157024795,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.181818181818182,1.578512396694215,2.0,10.245,16.69,6.445000000000002,11.992272727272727,2.0780578512396697,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7735527212121212,0.7680103845730027,0.0,194.0,229.0,35.0,218.0,13.090909090909092,194.0,1.7727272727272727,0.13636363636363635,5.363636363636363,0.0,False,0.033645949486530435,0.004377553098341452
69,7,0.40084975901273423,0.30014938877824165,0.24026150461503862,0.21891858597509287,0.20428554873882998,13.0,29.0,16.0,23.695652173913043,4.015122873345936,13.0,43.0,73.0,30.0,58.0,6.782608695652174,49.0,26.9815386,63.546,36.5644614,50.82943193043479,8.810124972400752,26.9815386,933.47,2180.0,1246.53,1692.2456521739132,293.0068052930056,933.47,4.0,13.0,9.0,8.826086956521738,2.109640831758034,6.0,3.0,4.0,1.0,3.8260869565217392,0.28733459357277874,3.0,121.0,160.0,39.0,131.30434782608697,7.969754253308129,121.0,1.54,1.91,0.3699999999999999,1.7626086956521738,0.12748582230623817,1.61,1.0,2.0,1.0,1.7826086956521738,0.3402646502835539,1.0,0.0,1.0,1.0,0.17391304347826086,0.2873345935727788,0.0,0.0,10.0,10.0,5.130434782608695,2.3742911153119093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.086956521739131,2.33648393194707,3.0,0.0,1.0,1.0,0.21739130434782608,0.3402646502835539,0.0,0.0,5.0,5.0,0.8695652173913043,1.4366729678638943,0.0,0.0,8.0,8.0,3.130434782608696,1.7996219281663515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.217391304347826,1.5500945179584122,2.0,10.245,16.69,6.445000000000002,12.187391304347827,2.276143667296787,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7399199942028984,0.7580153083805924,0.0,194.0,229.0,35.0,218.30434782608697,12.680529300567104,194.0,1.7826086956521738,0.17391304347826086,5.130434782608695,0.0,False,0.033645949486530435,0.004449588012966145
70,7,0.3908679799852858,0.2896688870738708,0.23052697787043192,0.20984333825535914,0.19577746976283497,13.0,29.0,16.0,23.916666666666668,3.9583333333333335,13.0,43.0,73.0,30.0,58.25,6.791666666666667,49.0,26.9815386,63.546,36.5644614,51.359288933333325,8.707964933333336,26.9815386,933.47,2180.0,1246.53,1678.3091666666667,301.7029166666666,933.47,4.0,13.0,9.0,8.916666666666666,2.097222222222222,6.0,3.0,4.0,1.0,3.8333333333333335,0.2777777777777777,3.0,121.0,160.0,39.0,131.33333333333334,7.666666666666667,121.0,1.54,1.91,0.3699999999999999,1.7683333333333333,0.12694444444444442,1.61,1.0,2.0,1.0,1.75,0.375,1.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,10.0,10.0,5.333333333333333,2.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.25,2.375,3.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,0.8333333333333334,1.3888888888888886,0.0,0.0,8.0,8.0,3.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.083333333333333,1.5972222222222223,2.0,10.245,16.69,6.445000000000002,12.140833333333333,2.2045833333333333,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7090899944444443,0.7469846703703705,0.0,194.0,229.0,35.0,218.58333333333334,12.291666666666663,194.0,1.75,0.16666666666666666,5.333333333333333,0.0,False,0.033645949486530435,0.004450346961209393
71,7,0.3779644730092272,0.27327588325319846,0.21082473737065027,0.18863846396516054,0.1735448634341524,13.0,29.0,16.0,24.142857142857142,3.8367346938775513,13.0,43.0,73.0,30.0,57.57142857142857,7.346938775510204,43.0,26.9815386,63.546,36.5644614,51.98031908571429,8.317742734693875,26.9815386,933.47,2180.0,1246.53,1674.1771428571428,302.03265306122455,933.47,4.0,13.0,9.0,8.714285714285714,2.326530612244898,4.0,3.0,4.0,1.0,3.857142857142857,0.24489795918367344,3.0,121.0,160.0,39.0,133.42857142857142,9.18367346938775,121.0,1.54,1.91,0.3699999999999999,1.7614285714285718,0.13551020408163256,1.54,1.0,2.0,1.0,1.7142857142857142,0.4081632653061224,1.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367344,0.0,0.0,10.0,10.0,5.428571428571429,2.6530612244897958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.285714285714286,2.5306122448979593,3.0,0.0,1.0,1.0,0.2857142857142857,0.4081632653061224,0.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,8.0,8.0,3.142857142857143,2.1632653061224487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.142857142857143,1.8775510204081631,1.0,10.245,16.69,6.445000000000002,12.389285714285714,2.3975510204081636,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6077930333333333,0.6981565523809524,0.0,194.0,229.0,35.0,217.28571428571428,13.306122448979595,194.0,1.7142857142857142,0.14285714285714285,5.428571428571429,0.0,False,0.033645949486530435,0.0050250337129343885
72,9,0.3484538970124962,0.2461738765751368,0.186549873588751,0.16564925588832344,0.15152546625959984,13.0,29.0,16.0,25.307692307692307,2.158579881656805,22.0,43.0,73.0,30.0,53.8,6.203076923076923,43.0,26.9815386,63.546,36.5644614,54.908668593846166,4.286103884497039,47.867,933.47,2183.0,1249.53,1797.471230769231,227.72063431952662,1357.77,4.0,13.0,9.0,7.584615384615384,2.0525443786982245,4.0,3.0,4.0,1.0,3.9846153846153847,0.030295857988165628,4.0,121.0,160.0,39.0,137.86153846153846,9.736331360946744,124.0,1.54,1.91,0.3699999999999999,1.7355384615384615,0.14223905325443786,1.54,1.0,2.0,1.0,1.7538461538461538,0.3711242603550296,1.0,0.0,1.0,1.0,0.015384615384615385,0.030295857988165684,0.0,0.0,10.0,10.0,5.661538461538462,2.0563313609467455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.430769230769231,2.0373964497041417,4.0,0.0,1.0,1.0,0.24615384615384617,0.3711242603550296,0.0,0.0,5.0,5.0,0.07692307692307693,0.15147928994082838,0.0,0.0,8.0,8.0,4.184615384615385,2.0336094674556215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.507692307692308,1.9768047337278105,1.0,10.245,16.69,6.445000000000002,11.791087533156924,1.650200367271764,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5236752435720602,0.6605545770544787,0.0,194.0,229.0,35.0,217.86153846153846,11.959289940828404,194.0,1.7538461538461538,0.015384615384615385,5.661538461538462,0.0,False,0.033645949486530435,0.005435961607890868
73,9,0.3441762633818348,0.2425819680656314,0.18372770539425967,0.1631395950960431,0.1492296276389455,13.0,29.0,16.0,25.12121212121212,2.3067033976124884,22.0,43.0,73.0,30.0,54.09090909090909,6.3911845730027546,43.0,26.9815386,63.546,36.5644614,54.48553026060607,4.734057865932046,47.867,933.47,2183.0,1249.53,1784.3803030303031,236.9645546372819,1357.77,4.0,13.0,9.0,7.666666666666667,2.1010101010101008,4.0,3.0,4.0,1.0,3.9696969696969697,0.05876951331496783,4.0,121.0,160.0,39.0,137.6060606060606,9.836547291092746,124.0,1.54,1.91,0.3699999999999999,1.7336363636363634,0.14192837465564737,1.54,1.0,2.0,1.0,1.7575757575757576,0.3673094582185491,1.0,0.0,1.0,1.0,0.030303030303030304,0.05876951331496786,0.0,0.0,10.0,10.0,5.575757575757576,2.108356290174472,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.363636363636363,2.071625344352617,4.0,0.0,1.0,1.0,0.24242424242424243,0.3673094582185491,0.0,0.0,5.0,5.0,0.15151515151515152,0.2938475665748393,0.0,0.0,8.0,8.0,4.121212121212121,2.0642791551882462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.515151515151516,1.9540863177226813,1.0,10.245,16.69,6.445000000000002,11.862131661442424,1.7285342452738295,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5157407701846047,0.6563167004718028,0.0,194.0,229.0,35.0,217.96969696969697,11.856749311294765,194.0,1.7575757575757576,0.030303030303030304,5.575757575757576,0.0,False,0.033645949486530435,0.005412042545087863
74,9,0.3352594185513033,0.23353585835387441,0.1754092725841488,0.15540393455685458,0.14203283139555795,13.0,29.0,16.0,24.534025374855826,2.84426139001635,22.0,43.0,73.0,30.0,55.00692041522491,6.928397249394364,43.0,26.9815386,63.546,36.5644614,53.1531569621684,6.0414890863109605,47.867,933.47,2183.0,1249.53,1743.1597347174165,269.25059432823946,1357.77,4.0,13.0,9.0,7.925028835063438,2.2376275294703,4.0,3.0,4.0,1.0,3.9227220299884658,0.14261217072486115,4.0,121.0,160.0,39.0,136.80161476355246,10.102316250470606,124.0,1.54,1.91,0.3699999999999999,1.7276470588235293,0.14057941515706626,1.54,1.0,2.0,1.0,1.7693194925028835,0.3549340219159786,1.0,0.0,1.0,1.0,0.07727797001153403,0.14261217072486096,0.0,0.0,10.0,10.0,5.3056516724336795,2.2554540508109073,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.1522491349480966,2.166321444107869,4.0,0.0,1.0,1.0,0.2306805074971165,0.3549340219159785,0.0,0.0,5.0,5.0,0.3863898500576701,0.7130608536243048,0.0,0.0,8.0,8.0,3.9215686274509802,2.166587511590565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.538638985005767,1.8810971026581471,1.0,10.245,16.69,6.445000000000002,12.085834625940024,1.9544225025928812,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.49075678823794566,0.6418127647718945,0.0,194.0,229.0,35.0,218.31026528258363,11.518061325894084,194.0,1.7693194925028835,0.07727797001153403,5.3056516724336795,0.0,False,0.033645949486530435,0.005324980426890547
75,8,0.3535533905932738,0.25,0.18946457081379975,0.16823752407904452,0.1538930516681145,13.0,29.0,16.0,24.0,3.5,13.0,43.0,73.0,30.0,56.125,7.875,43.0,26.9815386,63.546,36.5644614,51.8504667,7.440340375,26.9815386,933.47,2183.0,1249.53,1737.78,298.525,933.47,4.0,13.0,9.0,8.25,2.5,4.0,3.0,4.0,1.0,3.875,0.21875,3.0,121.0,160.0,39.0,135.875,11.09375,121.0,1.54,1.91,0.3699999999999999,1.745,0.13499999999999998,1.54,1.0,2.0,1.0,1.75,0.375,1.0,0.0,1.0,1.0,0.125,0.21875,0.0,0.0,10.0,10.0,5.125,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.0,2.5,3.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,0.625,1.09375,0.0,0.0,8.0,8.0,3.625,2.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.5,2.0,1.0,10.245,16.69,6.445000000000002,12.466875,2.1948437500000004,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5318189041666667,0.664767996875,0.0,194.0,229.0,35.0,218.75,12.375,194.0,1.75,0.125,5.125,0.0,False,0.033645949486530435,0.004867146871124984
76,7,0.4035087719298245,0.302632500172229,0.2423627368885776,0.22083862057723835,0.2060775237286544,13.0,29.0,16.0,25.45614035087719,2.8685749461372736,24.0,46.0,73.0,27.0,58.368421052631575,5.466297322253,49.0,26.9815386,63.546,36.5644614,54.85837970175439,6.169851295783316,51.9961,933.47,2183.0,1249.53,1710.193859649123,259.92483841181894,1357.77,5.0,13.0,8.0,9.035087719298245,1.7236072637734685,6.0,3.0,4.0,1.0,3.912280701754386,0.16004924592182196,4.0,121.0,153.0,32.0,130.5438596491228,5.564789165897201,124.0,1.61,1.91,0.2999999999999998,1.8089473684210526,0.09972299168975067,1.66,1.0,2.0,1.0,1.6491228070175439,0.4555247768544167,1.0,0.0,1.0,1.0,0.08771929824561403,0.16004924592182213,0.0,0.0,10.0,10.0,6.421052631578948,2.0129270544783013,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.157894736842104,1.9390581717451525,6.0,0.0,1.0,1.0,0.3508771929824561,0.4555247768544167,0.0,0.0,5.0,5.0,0.43859649122807015,0.8002462296091105,0.0,0.0,7.0,7.0,2.7017543859649122,1.6682056017236073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.4912280701754383,1.569713758079409,1.0,10.245,16.48,6.235000000000001,11.297719298245612,1.0293321021852864,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.746408543859649,0.7601111972914742,0.0,194.0,229.0,35.0,221.1052631578947,9.510618651892905,194.0,1.6491228070175439,0.08771929824561403,6.421052631578948,0.0,False,0.022248762806663658,0.003150101140762344
