,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm, min Number, max Number, range Number, mean Number, avg_dev Number, mode Number, min MendeleevNumber, max MendeleevNumber, range MendeleevNumber, mean MendeleevNumber, avg_dev MendeleevNumber, mode MendeleevNumber, min AtomicWeight, max AtomicWeight, range AtomicWeight, mean AtomicWeight, avg_dev AtomicWeight, mode AtomicWeight, min MeltingT, max MeltingT, range MeltingT, mean MeltingT, avg_dev MeltingT, mode MeltingT, min Column, max Column, range Column, mean Column, avg_dev Column, mode Column, min Row, max Row, range Row, mean Row, avg_dev Row, mode Row, min CovalentRadius, max CovalentRadius, range CovalentRadius, mean CovalentRadius, avg_dev CovalentRadius, mode CovalentRadius, min Electronegativity, max Electronegativity, range Electronegativity, mean Electronegativity, avg_dev Electronegativity, mode Electronegativity, min NsValence, max NsValence, range NsValence, mean NsValence, avg_dev NsValence, mode NsValence, min NpValence, max NpValence, range NpValence, mean NpValence, avg_dev NpValence, mode NpValence, min NdValence, max NdValence, range NdValence, mean NdValence, avg_dev NdValence, mode NdValence, min NfValence, max NfValence, range NfValence, mean NfValence, avg_dev NfValence, mode NfValence, min NValence, max NValence, range NValence, mean NValence, avg_dev NValence, mode NValence, min NsUnfilled, max NsUnfilled, range NsUnfilled, mean NsUnfilled, avg_dev NsUnfilled, mode NsUnfilled, min NpUnfilled, max NpUnfilled, range NpUnfilled, mean NpUnfilled, avg_dev NpUnfilled, mode NpUnfilled, min NdUnfilled, max NdUnfilled, range NdUnfilled, mean NdUnfilled, avg_dev NdUnfilled, mode NdUnfilled, min NfUnfilled, max NfUnfilled, range NfUnfilled, mean NfUnfilled, avg_dev NfUnfilled, mode NfUnfilled, min NUnfilled, max NUnfilled, range NUnfilled, mean NUnfilled, avg_dev NUnfilled, mode NUnfilled, min GSvolume_pa, max GSvolume_pa, range GSvolume_pa, mean GSvolume_pa, avg_dev GSvolume_pa, mode GSvolume_pa, min GSbandgap, max GSbandgap, range GSbandgap, mean GSbandgap, avg_dev GSbandgap, mode GSbandgap, min GSmagmom, max GSmagmom, range GSmagmom, mean GSmagmom, avg_dev GSmagmom, mode GSmagmom, min SpaceGroupNumber, max SpaceGroupNumber, range SpaceGroupNumber, mean SpaceGroupNumber, avg_dev SpaceGroupNumber, mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char
197,6,0.4166477697906885,0.31595851512641976,0.26057042489980903,0.24570573946794685,0.2397391202813663,13.0,29.0,16.0,24.58730158730159,3.129251700680271,25.0,49.0,73.0,24.0,58.0,6.666666666666667,52.0,26.9815386,63.546,36.5644614,53.027428314285714,6.942234947845805,54.938045,933.47,2180.0,1246.53,1603.4993650793651,288.41330309901736,1519.0,6.0,13.0,7.0,8.873015873015873,2.0811287477954146,7.0,3.0,4.0,1.0,3.873015873015873,0.22171831695641223,4.0,121.0,139.0,18.0,132.11111111111111,5.4673721340388015,139.0,1.55,1.91,0.3599999999999999,1.7322222222222223,0.14074074074074072,1.55,1.0,2.0,1.0,1.6825396825396826,0.4333585285966239,2.0,0.0,1.0,1.0,0.126984126984127,0.22171831695641223,0.0,0.0,10.0,10.0,5.7936507936507935,2.1012849584278155,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.603174603174603,1.9652305366591083,7.0,0.0,1.0,1.0,0.31746031746031744,0.4333585285966239,0.0,0.0,5.0,5.0,0.6349206349206349,1.108591584782061,0.0,0.0,5.0,5.0,2.9365079365079367,1.9753086419753088,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.888888888888889,1.5167548500881833,5.0,10.32,16.48,6.16,11.46434592227778,1.2738169086278672,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42960677476737824,0.5862996668143632,0.000310120689655,217.0,229.0,12.0,224.36507936507937,3.507180650037792,217.0,1.6825396825396826,0.126984126984127,5.7936507936507935,0.0,False,0.031880743083437246,0.005346396666609788
198,6,0.41664776979068846,0.31595851512641976,0.26057042489980903,0.24570573946794685,0.23973912028136626,13.0,29.0,16.0,24.666666666666668,3.174603174603174,26.0,49.0,73.0,24.0,58.238095238095234,6.455026455026455,55.0,26.9815386,63.546,36.5644614,53.09940886984126,6.983366693877555,55.845,933.47,2180.0,1246.53,1626.6739682539683,295.60035273368607,1811.0,6.0,13.0,7.0,8.952380952380953,2.0105820105820107,8.0,3.0,4.0,1.0,3.873015873015873,0.2217183169564122,4.0,121.0,139.0,18.0,131.55555555555554,5.079365079365085,132.0,1.55,1.91,0.3599999999999999,1.7544444444444447,0.13156966490299818,1.83,1.0,2.0,1.0,1.6825396825396826,0.4333585285966239,2.0,0.0,1.0,1.0,0.126984126984127,0.22171831695641223,0.0,0.0,10.0,10.0,5.8730158730158735,2.045855379188713,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.682539682539683,1.9400352733686066,8.0,0.0,1.0,1.0,0.31746031746031744,0.4333585285966239,0.0,0.0,5.0,5.0,0.6349206349206349,1.108591584782061,0.0,0.0,5.0,5.0,2.857142857142857,1.9047619047619049,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.8095238095238098,1.4663643235071808,4.0,10.32,16.48,6.16,11.483585112206349,1.2689307651539428,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5970950826491516,0.7207465320718326,2.1106628,217.0,229.0,12.0,225.31746031746033,2.9226505416981636,229.0,1.6825396825396826,0.126984126984127,5.8730158730158735,0.0,False,0.031880743083437246,0.004765166516906075
199,6,0.4166477697906885,0.31595851512641976,0.26057042489980903,0.24570573946794683,0.23973912028136626,13.0,29.0,16.0,24.904761904761905,3.3106575963718816,29.0,49.0,73.0,24.0,58.95238095238095,6.621315192743764,64.0,26.9815386,63.546,36.5644614,53.71059934603175,7.332618394557821,63.546,933.47,2180.0,1246.53,1590.7033333333334,300.6,1357.77,6.0,13.0,7.0,9.19047619047619,2.0861678004535147,11.0,3.0,4.0,1.0,3.873015873015873,0.2217183169564122,4.0,121.0,139.0,18.0,131.55555555555554,5.079365079365085,132.0,1.55,1.91,0.3599999999999999,1.7600000000000002,0.13650793650793647,1.9,1.0,2.0,1.0,1.6031746031746033,0.47871000251952633,1.0,0.0,1.0,1.0,0.126984126984127,0.22171831695641223,0.0,0.0,10.0,10.0,6.190476190476191,2.3885109599395316,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.920634920634921,2.1516754850088184,11.0,0.0,1.0,1.0,0.39682539682539686,0.47871000251952633,1.0,0.0,5.0,5.0,0.6349206349206349,1.108591584782061,0.0,0.0,5.0,5.0,2.5396825396825395,2.0256991685563115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.5714285714285716,1.7233560090702948,1.0,10.32,16.48,6.16,11.510569239190477,1.2620776535389278,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42958216201423094,0.5863152939592184,0.0,217.0,229.0,12.0,225.0,2.5396825396825395,225.0,1.6031746031746033,0.126984126984127,6.190476190476191,0.0,False,0.031880743083437246,0.005058672564343779
200,6,0.408248290463863,0.3028534321386899,0.23849484685087588,0.2152847236817911,0.1993718664752192,13.0,29.0,16.0,24.166666666666668,3.7777777777777772,13.0,49.0,73.0,24.0,59.0,7.0,49.0,26.9815386,63.546,36.5644614,52.00001393333333,8.340796422222224,26.9815386,933.47,2180.0,1246.53,1588.2066666666667,318.12666666666667,933.47,6.0,13.0,7.0,9.166666666666666,2.1666666666666665,6.0,3.0,4.0,1.0,3.8333333333333335,0.2777777777777777,3.0,121.0,139.0,18.0,131.16666666666666,5.777777777777781,121.0,1.55,1.91,0.3599999999999999,1.7433333333333334,0.13666666666666663,1.55,1.0,2.0,1.0,1.6666666666666667,0.44444444444444436,1.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777785,0.0,0.0,10.0,10.0,5.666666666666667,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.5,2.1666666666666665,3.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,5.0,5.0,0.8333333333333334,1.3888888888888886,0.0,0.0,5.0,5.0,2.6666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.8333333333333335,1.5555555555555554,1.0,10.32,16.48,6.16,11.712931034483333,1.5890229885055553,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.4510612701149425,0.601311653256705,0.0,217.0,229.0,12.0,225.0,2.6666666666666665,217.0,1.6666666666666667,0.16666666666666666,5.666666666666667,0.0,False,0.031880743083437246,0.005025672941113893
201,5,0.4785655057676614,0.3782044320493947,0.31417357671997875,0.29024147892073715,0.2734996090327863,13.0,29.0,16.0,26.09523809523809,2.2902494331065757,24.0,49.0,73.0,24.0,57.99999999999999,5.714285714285714,49.0,26.9815386,63.546,36.5644614,56.0659066,4.813136571428571,51.9961,933.47,2180.0,1246.53,1729.3961904761904,253.4321995464853,1357.77,6.0,13.0,7.0,8.952380952380953,1.859410430839002,6.0,3.0,4.0,1.0,3.9523809523809526,0.09070294784580483,4.0,121.0,139.0,18.0,131.23809523809524,4.4217687074829914,124.0,1.61,1.91,0.2999999999999998,1.8147619047619046,0.0931972789115647,1.66,1.0,2.0,1.0,1.5238095238095237,0.4988662131519274,1.0,0.0,1.0,1.0,0.047619047619047616,0.09070294784580497,0.0,0.0,10.0,10.0,6.904761904761904,1.9954648526077097,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.476190476190476,1.9274376417233559,6.0,0.0,1.0,1.0,0.47619047619047616,0.4988662131519274,0.0,0.0,5.0,5.0,0.23809523809523808,0.45351473922902497,0.0,0.0,5.0,5.0,2.619047619047619,1.7913832199546484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.333333333333333,1.746031746031746,1.0,10.32,16.48,6.16,11.096666666666666,0.5571428571428565,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6442994047619047,0.698268283446712,0.0,225.0,229.0,4.0,226.9047619047619,1.9954648526077094,225.0,1.5238095238095237,0.047619047619047616,6.904761904761904,0.0,False,0.022248762806663658,0.002890507152422868
202,5,0.5102499677469846,0.42779213588624887,0.39157148613565734,0.3858904140802155,0.384727916629619,13.0,29.0,16.0,26.46153846153846,2.1597633136094676,28.0,49.0,73.0,24.0,58.57692307692308,5.059171597633135,61.0,26.9815386,63.546,36.5644614,56.57119379230769,4.315084085798817,58.6934,933.47,2180.0,1246.53,1729.1276923076923,204.901775147929,1728.0,6.0,13.0,7.0,9.153846153846153,1.656804733727811,10.0,3.0,4.0,1.0,3.9615384615384617,0.07396449704142,4.0,121.0,139.0,18.0,129.84615384615384,5.177514792899409,124.0,1.61,1.91,0.2999999999999998,1.833076923076923,0.08491124260355025,1.91,1.0,2.0,1.0,1.6153846153846154,0.4733727810650888,2.0,0.0,1.0,1.0,0.038461538461538464,0.07396449704142012,0.0,0.0,10.0,10.0,7.115384615384615,1.789940828402367,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.76923076923077,1.8047337278106506,10.0,0.0,1.0,1.0,0.3846153846153846,0.4733727810650888,0.0,0.0,5.0,5.0,0.1923076923076923,0.36982248520710054,0.0,0.0,5.0,5.0,2.5,1.5384615384615383,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.0769230769230766,1.6272189349112425,2.0,10.32,16.48,6.16,10.947307692307692,0.5661242603550294,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6348946538461538,0.5676031331360947,0.5953947,225.0,229.0,4.0,226.53846153846152,1.8934911242603503,225.0,1.6153846153846154,0.038461538461538464,7.115384615384615,0.0,False,0.022248762806663658,0.002683638391071002
203,5,0.46354722850843494,0.362686917112991,0.3000415472913077,0.2770647662271545,0.261068492319393,13.0,29.0,16.0,25.5,2.954545454545454,24.0,49.0,73.0,24.0,58.68181818181817,6.074380165289257,49.0,26.9815386,63.546,36.5644614,54.743889872727266,6.296695628099175,51.9961,933.47,2180.0,1246.53,1693.217727272727,290.6121900826447,1357.77,6.0,13.0,7.0,9.136363636363637,1.9421487603305783,6.0,3.0,4.0,1.0,3.9090909090909087,0.1652892561983474,4.0,121.0,139.0,18.0,130.77272727272725,4.855371900826453,124.0,1.61,1.91,0.2999999999999998,1.8054545454545454,0.10165289256198345,1.66,1.0,2.0,1.0,1.5454545454545452,0.4958677685950412,1.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,10.0,10.0,6.59090909090909,2.190082644628099,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.227272727272727,2.0661157024793386,6.0,0.0,1.0,1.0,0.45454545454545453,0.4958677685950412,0.0,0.0,5.0,5.0,0.45454545454545453,0.8264462809917356,0.0,0.0,5.0,5.0,2.5,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.4090909090909087,1.7355371900826446,1.0,10.32,16.48,6.16,11.341363636363635,0.9342975206611558,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6150130681818181,0.6798407871900826,0.0,225.0,229.0,4.0,226.8181818181818,1.9834710743801647,225.0,1.5454545454545452,0.09090909090909091,6.59090909090909,0.0,False,0.022248762806663658,0.0032091828858094775
204,5,0.4955217837133204,0.4126453566795377,0.37709021029923545,0.3715988352640273,0.3704787383111519,13.0,29.0,16.0,25.96296296296296,2.647462277091909,28.0,49.0,73.0,24.0,59.11111111111111,5.267489711934157,61.0,26.9815386,63.546,36.5644614,55.47528063703703,5.50988053772291,58.6934,933.47,2180.0,1246.53,1699.6588888888887,240.1349794238684,1728.0,6.0,13.0,7.0,9.296296296296296,1.700960219478738,10.0,3.0,4.0,1.0,3.9259259259259256,0.1371742112482856,4.0,121.0,139.0,18.0,129.5185185185185,5.3497942386831285,124.0,1.61,1.91,0.2999999999999998,1.824814814814815,0.0928669410150891,1.91,1.0,2.0,1.0,1.6296296296296298,0.46639231824417,2.0,0.0,1.0,1.0,0.07407407407407407,0.13717421124828533,0.0,0.0,10.0,10.0,6.851851851851851,2.016460905349794,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.555555555555555,1.9753086419753088,10.0,0.0,1.0,1.0,0.37037037037037035,0.46639231824417,0.0,0.0,5.0,5.0,0.37037037037037035,0.6858710562414265,0.0,0.0,5.0,5.0,2.4074074074074074,1.5500685871056241,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.148148148148148,1.646090534979424,2.0,10.32,16.48,6.16,11.152222222222221,0.803292181069958,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.611380037037037,0.5552899122085048,0.5953947,225.0,229.0,4.0,226.48148148148147,1.8655692729766764,225.0,1.6296296296296298,0.07407407407407407,6.851851851851851,0.0,False,0.022248762806663658,0.0030232019600968693
205,5,0.4581228472908512,0.3563927033328696,0.293680717557935,0.27096744364926284,0.25527253251330995,13.0,29.0,16.0,25.22222222222222,3.2592592592592595,24.0,49.0,73.0,24.0,59.0,6.222222222222222,49.0,26.9815386,63.546,36.5644614,54.12694873333333,6.979357244444445,51.9961,933.47,2180.0,1246.53,1676.3344444444444,306.6651851851852,1357.77,6.0,13.0,7.0,9.222222222222221,1.9753086419753088,6.0,3.0,4.0,1.0,3.888888888888889,0.1975308641975309,4.0,121.0,139.0,18.0,130.55555555555554,5.037037037037042,124.0,1.61,1.91,0.2999999999999998,1.801111111111111,0.10518518518518517,1.66,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,1.0,1.0,0.1111111111111111,0.1975308641975309,0.0,0.0,10.0,10.0,6.444444444444445,2.271604938271605,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.11111111111111,2.123456790123457,6.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,5.0,5.0,0.5555555555555556,0.9876543209876542,0.0,0.0,5.0,5.0,2.4444444444444446,1.8271604938271604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.4444444444444446,1.728395061728395,1.0,10.32,16.48,6.16,11.455555555555556,1.1165432098765433,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6013461111111111,0.6708074172839505,0.0,225.0,229.0,4.0,226.77777777777777,1.9753086419753079,225.0,1.5555555555555556,0.1111111111111111,6.444444444444445,0.0,False,0.022248762806663658,0.0033432295268907416
206,5,0.4844521416518049,0.3997219277255744,0.36376284970981976,0.3583377458468151,0.35724756148672876,13.0,29.0,16.0,25.500000000000004,3.214285714285713,28.0,49.0,73.0,24.0,59.60714285714286,5.433673469387754,61.0,26.9815386,63.546,36.5644614,54.45764699285714,6.766861438775509,58.6934,933.47,2180.0,1246.53,1672.2949999999998,270.6500000000001,1728.0,6.0,13.0,7.0,9.428571428571429,1.7346938775510203,10.0,3.0,4.0,1.0,3.8928571428571432,0.19132653061224464,4.0,121.0,139.0,18.0,129.21428571428572,5.48469387755102,124.0,1.61,1.91,0.2999999999999998,1.8171428571428574,0.10051020408163251,1.91,1.0,2.0,1.0,1.6428571428571428,0.4591836734693878,2.0,0.0,1.0,1.0,0.10714285714285715,0.19132653061224494,0.0,0.0,10.0,10.0,6.607142857142858,2.2066326530612246,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.357142857142858,2.1173469387755106,10.0,0.0,1.0,1.0,0.35714285714285715,0.4591836734693878,0.0,0.0,5.0,5.0,0.5357142857142857,0.9566326530612245,0.0,0.0,5.0,5.0,2.3214285714285716,1.5561224489795922,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.2142857142857144,1.6581632653061225,2.0,10.32,16.48,6.16,11.342500000000001,1.100892857142858,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5895450357142857,0.5474346760204082,0.5953947,225.0,229.0,4.0,226.42857142857144,1.8367346938775557,225.0,1.6428571428571428,0.10714285714285715,6.607142857142858,0.0,False,0.022248762806663658,0.0033082766651240285
207,5,0.45084298085993807,0.3471352782306913,0.28306693526657,0.26012081035554063,0.2445759544132955,13.0,29.0,16.0,24.702127659574465,3.7845178813942963,24.0,49.0,73.0,24.0,59.59574468085107,6.464463558171117,49.0,26.9815386,63.546,36.5644614,52.97182489787234,8.156989492077862,51.9961,933.47,2180.0,1246.53,1644.7231914893619,333.97039384336796,1357.77,6.0,13.0,7.0,9.382978723404255,2.0280669986419193,6.0,3.0,4.0,1.0,3.8510638297872344,0.2535083748302397,4.0,121.0,139.0,18.0,130.14893617021278,5.341783612494337,124.0,1.61,1.91,0.2999999999999998,1.7929787234042551,0.11109099139882303,1.66,1.0,2.0,1.0,1.574468085106383,0.48890900860117703,1.0,0.0,1.0,1.0,0.14893617021276595,0.2535083748302399,0.0,0.0,10.0,10.0,6.170212765957446,2.408329560887279,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.8936170212765955,2.263467632412856,6.0,0.0,1.0,1.0,0.425531914893617,0.48890900860117703,0.0,0.0,5.0,5.0,0.7446808510638298,1.2675418741511995,0.0,0.0,5.0,5.0,2.3404255319148937,1.8379357175192395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.5106382978723403,1.7111815301041193,1.0,10.32,16.48,6.16,11.669361702127658,1.4329560887279298,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.575756914893617,0.6615079447713897,0.0,225.0,229.0,4.0,226.70212765957447,1.9556360344047086,225.0,1.574468085106383,0.14893617021276595,6.170212765957446,0.0,False,0.022248762806663658,0.003569109661388393
208,5,0.4487637339278754,0.34425621773605636,0.2792606796877472,0.2558219010869547,0.23994692546629082,13.0,29.0,16.0,24.458333333333336,4.010416666666667,24.0,49.0,73.0,24.0,59.875,6.5625,49.0,26.9815386,63.546,36.5644614,52.4303606,8.663882583333333,51.9961,933.47,2180.0,1246.53,1629.9054166666667,345.53489583333334,1357.77,6.0,13.0,7.0,9.458333333333334,2.048611111111111,6.0,3.0,4.0,1.0,3.833333333333333,0.277777777777778,4.0,121.0,139.0,18.0,129.95833333333334,5.468749999999998,124.0,1.61,1.91,0.2999999999999998,1.789166666666667,0.11354166666666657,1.66,1.0,2.0,1.0,1.5833333333333333,0.48611111111111116,1.0,0.0,1.0,1.0,0.16666666666666669,0.27777777777777785,0.0,0.0,10.0,10.0,6.041666666666667,2.4652777777777777,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.791666666666667,2.34375,6.0,0.0,1.0,1.0,0.4166666666666667,0.48611111111111116,0.0,0.0,5.0,5.0,0.8333333333333334,1.3888888888888888,0.0,0.0,5.0,5.0,2.291666666666667,1.8402777777777783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.541666666666667,1.7013888888888888,1.0,10.32,16.48,6.16,11.769583333333335,1.57013888888889,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5637619791666667,0.6577223090277778,0.0,225.0,229.0,4.0,226.66666666666669,1.9444444444444475,225.0,1.5833333333333333,0.16666666666666669,6.041666666666667,0.0,False,0.022248762806663658,0.003663726114163874
209,5,0.4765612055546639,0.38930406042343574,0.35171835235304705,0.3460497794941548,0.3449320830771598,13.0,29.0,16.0,25.06896551724138,3.6979785969084418,28.0,49.0,73.0,24.0,60.06896551724138,5.564803804994055,61.0,26.9815386,63.546,36.5644614,53.51019497931034,7.840351752675387,58.6934,933.47,2180.0,1246.53,1646.818275862069,296.4575505350773,1728.0,6.0,13.0,7.0,9.551724137931034,1.7598097502972654,10.0,3.0,4.0,1.0,3.862068965517241,0.23781212841854957,4.0,121.0,139.0,18.0,128.9310344827586,5.58858501783591,124.0,1.61,1.91,0.2999999999999998,1.8100000000000003,0.1068965517241378,1.91,1.0,2.0,1.0,1.6551724137931034,0.4518430439952438,2.0,0.0,1.0,1.0,0.13793103448275862,0.23781212841854937,0.0,0.0,10.0,10.0,6.379310344827586,2.366230677764566,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.172413793103448,2.235434007134364,10.0,0.0,1.0,1.0,0.3448275862068966,0.4518430439952438,0.0,0.0,5.0,5.0,0.6896551724137931,1.1890606420927468,0.0,0.0,5.0,5.0,2.241379310344828,1.5576694411414984,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.2758620689655173,1.6646848989298455,2.0,10.32,16.48,6.16,11.519655172413795,1.3683709869203347,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5692158965517241,0.5495877621878716,0.5953947,225.0,229.0,4.0,226.3793103448276,1.8073721759809753,225.0,1.6551724137931034,0.13793103448275862,6.379310344827586,0.0,False,0.022248762806663658,0.0035475191224778346
210,5,0.4475859632543124,0.34255240789651187,0.276806146290308,0.252825017569187,0.236395741892912,13.0,29.0,16.0,24.224489795918366,4.2149104539775095,24.0,49.0,73.0,24.0,60.14285714285714,6.647230320699709,49.0,26.9815386,63.546,36.5644614,51.91099688571428,9.15776018658892,51.9961,933.47,2180.0,1246.53,1615.6924489795917,355.88679716784674,1357.77,6.0,13.0,7.0,9.53061224489796,2.0658059142024157,6.0,3.0,4.0,1.0,3.8163265306122445,0.2998750520616412,4.0,121.0,139.0,18.0,129.77551020408163,5.58100791336943,124.0,1.61,1.91,0.2999999999999998,1.7855102040816326,0.11570179092044978,1.66,1.0,2.0,1.0,1.5918367346938773,0.4831320283215326,1.0,0.0,1.0,1.0,0.18367346938775508,0.29987505206164095,0.0,0.0,10.0,10.0,5.918367346938775,2.548937942523948,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.6938775510204085,2.4156601416076633,6.0,0.0,1.0,1.0,0.4081632653061224,0.4831320283215326,0.0,0.0,5.0,5.0,0.9183673469387754,1.499375260308205,0.0,0.0,5.0,5.0,2.2448979591836733,1.8408996251561847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.571428571428571,1.6909620991253644,1.0,10.32,16.48,6.16,11.865714285714285,1.6950437317784248,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5522566326530611,0.6536915243648479,0.0,225.0,229.0,4.0,226.63265306122446,1.9325281132861252,225.0,1.5918367346938773,0.18367346938775508,5.918367346938775,0.0,False,0.022248762806663658,0.0037477245697876576
211,5,0.4581228472908512,0.3563927033328696,0.293680717557935,0.27096744364926284,0.2552725325133099,13.0,29.0,16.0,23.444444444444443,4.641975308641976,13.0,49.0,73.0,24.0,60.0,7.111111111111111,49.0,26.9815386,63.546,36.5644614,50.0642308,10.25897431111111,26.9815386,933.47,2180.0,1246.53,1629.19,369.52444444444444,933.47,6.0,13.0,7.0,9.444444444444445,2.1728395061728394,6.0,3.0,4.0,1.0,3.7777777777777777,0.34567901234567905,3.0,121.0,139.0,18.0,129.33333333333334,6.074074074074073,121.0,1.61,1.91,0.2999999999999998,1.768888888888889,0.11901234567901232,1.61,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,1.0,1.0,0.2222222222222222,0.34567901234567905,0.0,0.0,10.0,10.0,5.333333333333333,2.518518518518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.222222222222222,2.419753086419753,3.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,5.0,5.0,1.1111111111111112,1.7283950617283947,0.0,0.0,5.0,5.0,2.4444444444444446,1.8271604938271604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.888888888888889,1.4814814814814818,2.0,10.32,16.48,6.16,12.056666666666667,1.965925925925926,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6013461111111111,0.6708074172839505,0.0,225.0,229.0,4.0,226.77777777777777,1.9753086419753079,225.0,1.6666666666666667,0.2222222222222222,5.333333333333333,0.0,False,0.022248762806663658,0.0038211206712158207
